anatomical_structure_of,node_name,label,OntologyID,representation_of
#VHFRightEye,VH_F_eye_R,right eye,UBERON:0004549,http://purl.obolibrary.org/obo/UBERON_0004549
#VHFRightEye,VH_F_retina_R,Right retina,FMA:58302,http://purl.org/sig/ont/fma/fma58302
#VHFRightEye,VH_F_fovea_R,Right fovea centralis,FMA:58661,http://purl.org/sig/ont/fma/fma58661
#VHFRightEye,VH_F_macula_lutea_R,Right macula lutea,FMA:58638,http://purl.org/sig/ont/fma/fma58638
#VHFRightEye,VH_F_optic_disc_R,Right optic disc,FMA:58635,http://purl.org/sig/ont/fma/fma58635
#VHFRightEye,VH_F_palpebral_conjunctiva_of_right_upper_eyelid,Palpebral conjunctiva of right upper eyelid,FMA:223076,http://purl.org/sig/ont/fma/fma223076
#VHFRightEye,VH_F_palpebral_conjunctiva_of_right_lower_eyelid,Palpebral conjunctiva of right lower eyelid,FMA:223074,http://purl.org/sig/ont/fma/fma223074
#VHFRightEye,VH_F_sclera_R,Right sclera,FMA:58271,http://purl.org/sig/ont/fma/fma58271
#VHFRightEye,VH_F_optic_choroid_R,Right choroid,FMA:58299,http://purl.org/sig/ont/fma/fma58299
#VHFRightEye,VH_F_pupil_R,right pupil,UBERON:0010224,http://purl.obolibrary.org/obo/UBERON_0010224
#VHFRightEye,VH_F_ciliary_processes_R,ciliary processes,UBERON:0010427,http://purl.obolibrary.org/obo/UBERON_0010427
#VHFRightEye,VH_F_suspensory_ligament_of_lens_R,Suspensory ligament of right lens,FMA:58839,http://purl.org/sig/ont/fma/fma58839
#VHFRightEye,VH_F_ora_serrata_of_retina_R,Right ora serrata,FMA:58601,http://purl.org/sig/ont/fma/fma58601
#VHFRightEye,VH_F_corneo_scleral_junction_R,Right corneoscleral junction,FMA:58343,http://purl.org/sig/ont/fma/fma58343
#VHFRightEye,VH_F_lens_R,Right lens,FMA:58242,http://purl.org/sig/ont/fma/fma58242
#VHFRightEye,VH_F_schlemms_canal_R,Right scleral venous sinus,FMA:51874,http://purl.org/sig/ont/fma/fma51874
#VHFRightEye,VH_F_aqueous_humor_R,Aqueous humor of right eyeball,FMA:58820,http://purl.org/sig/ont/fma/fma58820
#VHFRightEye,VH_F_ciliary_body_R,Right ciliary body,FMA:58296,http://purl.org/sig/ont/fma/fma58296
#VHFRightEye,VH_F_ciliary_muscle_R,Right ciliary muscle,FMA:49152,http://purl.org/sig/ont/fma/fma49152
#VHFRightEye,VH_F_trabecular_meshwork_R,eye trabecular meshwork,UBERON:0005969,http://purl.obolibrary.org/obo/UBERON_0005969
#VHFRightEye,VH_F_iris_R,Right iris,FMA:58236,http://purl.org/sig/ont/fma/fma58236
#VHFRightEye,VH_F_bulbar_conjunctiva_R,Right bulbar conjunctiva,FMA:59028,http://purl.org/sig/ont/fma/fma59028
#VHFRightEye,VH_F_cornea_R,Right cornea,FMA:58239,http://purl.org/sig/ont/fma/fma58239
#VHFRightEye,VH_F_vitreous_humor_R,Humor of right vitreous body,FMA:261236,http://purl.org/sig/ont/fma/fma261236
