"Anatomical Structures, Cell Types and Biomarkers Table for Spinal Cord",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Vilas Menon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-4096-8601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Ellen M. Quardokus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM869.WZFK.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,"June 15, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/1/NOTE,AS/1/ABBR,AS/2,AS/2/LABEL,AS/2/ID,AS/2/NOTE,AS/2/ABBR,AS/3,AS/3/LABEL,AS/3/ID,AS/3/NOTE,AS/3/ABBR,AS/4,AS/4/LABEL,AS/4/ID,AS/4/NOTE,AS/4/ABBR,AS/5,AS/5/LABEL,AS/5/ID,AS/5/NOTE,AS/5/ABBR,CT/1,CT/1/LABEL,CT/1/ID,CT/1/NOTE,CT/1/ABBR,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/1/NOTE,BGene/1/ABBR,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/2/NOTE,BGene/2/ABBR,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/3/NOTE,BGene/3/ABBR,BProtein/1,BProtein/1/LABEL,BProtein/1/ID,BProtein/1/NOTE,BProtein/1/ABBR,REF/1,REF/1/DOI,REF/1/NOTES
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,UBERON:0014638,,,,,,,,Dorsal Excitatory Neuron 4,neuron,CL:0000540,,,MAFA,MAF bZIP transcription factor A,HGNC:23145,,,GABRB2,gamma-aminobutyric acid type A receptor subunit beta2,HGNC:4082,,,MAF,MAF bZIP transcription factor,HGNC:6776,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,UBERON:0014638,,,,,,,,Dorsal Excitatory Neuron 5,neuron,CL:0000540,,,RELN,reelin,HGNC:9957,,,PDE11A,phosphodiesterase 11A,HGNC:8773,,,IQGAP2,IQ motif containing GTPase activating protein 2,HGNC:6112,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,UBERON:0014638,,,,,,,,Dorsal Excitatory Neuron 6,neuron,CL:0000540,,,RELN,reelin,HGNC:9957,,,PDE11A,phosphodiesterase 11A,HGNC:8773,,,NMUR2,neuromedin U receptor 2,HGNC:16454,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,UBERON:0014638,,,,,,,,Dorsal Excitatory Neuron 7,neuron,CL:0000540,,,TAC1,tachykinin precursor 1,HGNC:11517,,,PDE11A,phosphodiesterase 11A,HGNC:8773,,,NMUR2,neuromedin U receptor 2,HGNC:16454,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,UBERON:0014638,,,,,,,,Dorsal Excitatory Neuron 8,neuron,CL:0000540,,,SOX5,SRY-box transcription factor 5,HGNC:11201,,,TAC1,tachykinin precursor 1,HGNC:11517,,,IGF1,insulin like growth factor 1,HGNC:5464,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,UBERON:0014638,,,,,,,,Dorsal Excitatory Neuron 9,neuron,CL:0000540,,,SOX5,SRY-box transcription factor 5,HGNC:11201,,,TAC1,tachykinin precursor 1,HGNC:11517,,,CARTPT,CART prepropeptide,HGNC:24323,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,UBERON:0014638,,,,,,,,Dorsal Excitatory Neuron 10,neuron,CL:0000540,,,SOX5,SRY-box transcription factor 5,HGNC:11201,,,TAC1,tachykinin precursor 1,HGNC:11517,,,LMO3,LIM domain only 3,HGNC:6643,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,UBERON:0014638,,,,,,,,Dorsal Excitatory Neuron 11,neuron,CL:0000540,,,SOX5,SRY-box transcription factor 5,HGNC:11201,,,NMU,neuromedin U,HGNC:7859,,,ISM1,isthmin 1,HGNC:16213,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,UBERON:0014638,,,,,,,,Dorsal Excitatory Neuron 12,neuron,CL:0000540,,,SOX5,SRY-box transcription factor 5,HGNC:11201,,,NMU,neuromedin U,HGNC:7859,,,CALCB,calcitonin related polypeptide beta,HGNC:1438,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,UBERON:0014638,,,,,,,,Dorsal Inhibitory Neuron 1,neuron,CL:0000540,,,NR2F2,nuclear receptor subfamily 2 group F member 2,HGNC:7976,,,CAPN8,calpain 8,HGNC:1485,,,LINC01197,lymphatic endothelial transcriptional regulator lncRNA 1,HGNC:49597,lncRNA (long non-coding RNA),,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,UBERON:0014638,,,,,,,,Dorsal Inhibitory Neuron 2,neuron,CL:0000540,,,PENK,proenkephalin,HGNC:8831,,,CAPN8,calpain 8,HGNC:1485,,,STK32B,serine/threonine kinase 32B,HGNC:14271,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,UBERON:0014638,,,,,,,,Dorsal Inhibitory Neuron 3,neuron,CL:0000540,,,RORB,RAR related orphan receptor B,HGNC:10259,,,P2RY1,purinergic receptor P2Y1,HGNC:8539,,,CBLN4,cerebellin 4 precursor,HGNC:16231,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,UBERON:0014638,,,,,,,,Dorsal Inhibitory Neuron 4,neuron,CL:0000540,,,ADARB2,adenosine deaminase RNA specific B2 (inactive),HGNC:227,,,CDHR3,cadherin related family member 3,HGNC:26308,,,NFATC1,nuclear factor of activated T cells 1,HGNC:7775,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,UBERON:0014638,,,,,,,,Dorsal Inhibitory Neuron 5,neuron,CL:0000540,,,ADARB2,adenosine deaminase RNA specific B2 (inactive),HGNC:227,,,CDHR3,cadherin related family member 3,HGNC:26308,,,CDH7,cadherin 7,HGNC:1766,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,UBERON:0014638,,,,,,,,Dorsal Inhibitory Neuron 6,neuron,CL:0000540,,,PDYN,prodynorphin,HGNC:8820,,,RORB,RAR related orphan receptor B,HGNC:10259,,,SULF1,sulfatase 1,HGNC:20391,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,UBERON:0014638,,,,,,,,Dorsal Inhibitory Neuron 7,neuron,CL:0000540,,,PDYN,prodynorphin,HGNC:8820,,,LEF1,lymphoid enhancer binding factor 1,HGNC:6551,,,CCK,cholecystokinin,HGNC:1569,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,UBERON:0014638,,,,,,,,Dorsal Inhibitory Neuron 8,neuron,CL:0000540,,,PDYN,prodynorphin,HGNC:8820,,,RORB,RAR related orphan receptor B,HGNC:10259,,,PROX1,prospero homeobox 1,HGNC:9459,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,UBERON:0014638,,,,,,,,Dorsal Inhibitory Neuron 9,neuron,CL:0000540,,,NPY,neuropeptide Y,HGNC:7955,,,SAMD3,sterile alpha motif domain containing 3,HGNC:21574,,,HMCN1,hemicentin 1,HGNC:19194,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,UBERON:0014638,,,,,,,,Oligodendrocyte,Oligodendrocyte,CL:0000128,,,MOG,myelin oligodendrocyte glycoprotein,HGNC:7197,,,,,,,,,,,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,UBERON:0014638,,,,,,,,Astrocyte,Astrocyte,CL:0000127,,,SLC14A1,solute carrier family 14 member 1 (Kidd blood group),HGNC:10918,,,,,,,,,,,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,UBERON:0014638,,,,,,,,Microglia,microglial cell,CL:0000129,,,AIF1,allograft inflammatory factor 1,HGNC:352,,,,,,,,,,,,,IBA1,ionized calcium-binding adapter molecule 1,HGNC:352,Protein for gene AIF1,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord dorsal horn,lumbar spinal cord dorsal horn,UBERON:0014638,,,,,,,,Endothelial Cell,Endothelial Cell,CL:0000115,,,CLDN5,claudin 5,HGNC:2047,,,,,,,,,,,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord ventral horn,lumbar spinal cord ventral horn,UBERON:0030276,,,,,,,,Ventral Excitatory Neuron 1,neuron,CL:0000540,,,ZFHX3,zinc finger homeobox 3,HGNC:777,,,POU6F2,POU class 6 homeobox 2,HGNC:21694,,,ONECUT2,one cut homeobox 2,HGNC:8139,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord ventral horn,lumbar spinal cord ventral horn,UBERON:0030276,,,,,,,,Ventral Excitatory Neuron 2,neuron,CL:0000540,,,ZFHX3,zinc finger homeobox 3,HGNC:777,,,FOXP2,forkhead box P2,HGNC:13875,,,RNF220,ring finger protein 220,HGNC:25552,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord ventral horn,lumbar spinal cord ventral horn,UBERON:0030276,,,,,,,,Ventral Excitatory Neuron 3,neuron,CL:0000540,,,ZFHX3,zinc finger homeobox 3,HGNC:777,,,CDH9,cadherin 9,HGNC:1768,,,NR4A2,nuclear receptor subfamily 4 group A member 2,HGNC:7981,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord ventral horn,lumbar spinal cord ventral horn,UBERON:0030276,,,,,,,,Ventral Excitatory Neuron 1,neuron,CL:0000540,,,ZFHX3,zinc finger homeobox 3,HGNC:777,,,POU6F2,POU class 6 homeobox 2,HGNC:21694,,,ONECUT2,one cut homeobox 2,HGNC:8139,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord ventral horn,lumbar spinal cord ventral horn,UBERON:0030276,,,,,,,,Ventral Inhibitory Neuron 1,neuron,CL:0000540,,,NFIX,nuclear factor I X,HGNC:7788,,,PROX1,prospero homeobox 1,HGNC:9459,,,,,,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord ventral horn,lumbar spinal cord ventral horn,UBERON:0030276,,,,,,,,Ventral Inhibitory Neuron 2,neuron,CL:0000540,,,ZFHX3,zinc finger homeobox 3,HGNC:777,,,FOXP2,forkhead box P2,HGNC:13875,,,GATA3,GATA binding protein 3,HGNC:4172,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord ventral horn,lumbar spinal cord ventral horn,UBERON:0030276,,,,,,,,Ventral Inhibitory Neuron 3,neuron,CL:0000540,,,ZFHX3,zinc finger homeobox 3,HGNC:777,,,ASAH2,N-acylsphingosine amidohydrolase 2,HGNC:18860,,,GAS1RR,GAS1 adjacent regulatory RNA,HGNC:52261,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord ventral horn,lumbar spinal cord ventral horn,UBERON:0030276,,,,,,,,motor neuron,motor neuron,CL:0000100,,,SNAP25,synaptosome associated protein 25,HGNC:11132,,,PRPH,peripherin,HGNC:9461,Gene + Protein in cell types,,,,,,,PRPH,peripherin,HGNC:9461,Gene + Protein in cell types,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord ventral horn,lumbar spinal cord ventral horn,UBERON:0030276,,,,,,,,Oligodendrocyte,Oligodendrocyte,CL:0000128,,,MOG,myelin oligodendrocyte glycoprotein,HGNC:7197,,,,,,,,,,,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord ventral horn,lumbar spinal cord ventral horn,UBERON:0030276,,,,,,,,Astrocyte,Astrocyte,CL:0000127,,,SLC14A1,solute carrier family 14 member 1 (Kidd blood group),HGNC:10918,,,,,,,,,,,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord ventral horn,lumbar spinal cord ventral horn,UBERON:0030276,,,,,,,,Microglia,microglial cell,CL:0000129,,,AIF1,allograft inflammatory factor 1,HGNC:352,,,,,,,,,,,,,IBA1,ionized calcium-binding adapter molecule 1,HGNC:352,Protein for gene AIF1,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord ventral horn,lumbar spinal cord ventral horn,UBERON:0030276,,,,,,,,Endothelial Cell,Endothelial Cell,CL:0000115,,,CLDN5,claudin 5,HGNC:2047,,,,,,,,,,,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord lateral horn,lumbar spinal cord lateral horn,UBERON:0031906,,,,,,,,Medial Excitatory Neuron 1,neuron,CL:0000540,,,ZFHX3,zinc finger homeobox 3,HGNC:777,,,TAC1,tachykinin precursor 1,HGNC:11517,,,LMX1B,LIM homeobox transcription factor 1 beta,HGNC:6654,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord lateral horn,lumbar spinal cord lateral horn,UBERON:0031906,,,,,,,,Medial Excitatory Neuron 2,neuron,CL:0000540,,,NFIX,nuclear factor I X,HGNC:7788,,,SATB2,SATB homeobox 2,HGNC:21637,,,TAC3,tachykinin precursor 3,HGNC:11521,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord lateral horn,lumbar spinal cord lateral horn,UBERON:0031906,,,,,,,,Medial Excitatory Neuron 3,neuron,CL:0000540,,,NFIX,nuclear factor I X,HGNC:7788,,,PRDM8,PR/SET domain 8,HGNC:13993,,,CDH23,cadherin related 23,HGNC:13733,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord lateral horn,lumbar spinal cord lateral horn,UBERON:0031906,,,,,,,,Medial Excitatory Neuron 4,neuron,CL:0000540,,,ZFHX3,zinc finger homeobox 3,HGNC:777,,,ISL1,ISL LIM homeobox 1,HGNC:6132,,,,,,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
spinal cord,spinal cord,UBERON:0002240,,,lumbar spinal cord,lumbar spinal cord,UBERON:0002792,,,lumbar spinal cord gray matter,lumbar spinal cord gray matter,UBERON:0029636,,,lumbar spinal cord lateral horn,lumbar spinal cord lateral horn,UBERON:0031906,,,,,,,,Medial Inhibitory Neuron 1,neuron,CL:0000540,,,GAD2,glutamate decarboxylase 2,HGNC:4093,,,TFAP2B,transcription factor AP-2 beta,HGNC:11743,,,,,,,,,,,,,10.1016/j.neuron.2023.01.007,10.1016/j.neuron.2023.01.007,"Yadav, Matson et al. (2023) https://doi.org/10.1016/j.neuron.2023.01.007"
