node_id,node_label,node_mapped_to,tissue_label,tissue_mapped_to,organ_label,organ_mapped_to
Pancreatic_A_Cell_1,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_2,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_3,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_4,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_5,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_6,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_7,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_8,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_9,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_10,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_11,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_12,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_13,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_14,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_15,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_16,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_17,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_18,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_19,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_20,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_21,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_22,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_23,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_24,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_25,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_26,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_27,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_28,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_29,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_30,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_31,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_32,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_33,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
Pancreatic_A_Cell_34,pancreatic A cell,CL:0000171,islet of Langerhans,UBERON:0000006,Pancreas,UBERON:0001264
