node_name,OntologyID,label
VH_M_spinal_cord,UBERON:0013754,integumentary system layer
VH_M_C1_segment_of_cervical_spinal_cord,UBERON:0013754,integumentary system layer
VH_M_C2_segment_of_cervical_spinal_cord,UBERON:0013754,integumentary system layer
VH_M_C3_segment_of_cervical_spinal_cord,UBERON:0013754,integumentary system layer
VH_M_C4_segment_of_cervical_spinal_cord,UBERON:0013754,integumentary system layer
VH_M_C5_segment_of_cervical_spinal_cord,UBERON:0013754,integumentary system layer
VH_M_C6_segment_of_cervical_spinal_cord,UBERON:0013754,integumentary system layer
VH_M_C7_segment_of_cervical_spinal_cord,UBERON:0013754,integumentary system layer
VH_M_C8_segment_of_cervical_spinal_cord,UBERON:0013754,integumentary system layer
VH_M_first_thoracic_spinal_cord_segment,UBERON:0013754,integumentary system layer
VH_M_second_thoracic_spinal_cord_segment,UBERON:0013754,integumentary system layer
VH_M_third_thoracic_spinal_cord_segment,UBERON:0013754,integumentary system layer
VH_M_fourth_thoracic_spinal_cord_segment,UBERON:0013754,integumentary system layer
VH_M_fifth_thoracic_spinal_cord_segment,UBERON:0013754,integumentary system layer
VH_M_sixth_thoracic_spinal_cord_segment,UBERON:0013754,integumentary system layer
VH_M_seventh_thoracic_spinal_cord_segment,UBERON:0013754,integumentary system layer
VH_M_eighth_thoracic_spinal_cord_segment,UBERON:0013754,integumentary system layer
VH_M_ninth_thoracic_spinal_cord_segment,UBERON:0013754,integumentary system layer
VH_M_tenth_thoracic_spinal_cord_segment,UBERON:0013754,integumentary system layer
VH_M_eleventh_thoracic_spinal_cord_segment,UBERON:0013754,integumentary system layer
VH_M_twelfth_thoracic_spinal_cord_segment,UBERON:0013754,integumentary system layer
VH_M_first_lumbar_spinal_cord_segment,UBERON:0013754,integumentary system layer
VH_M_second_lumbar_spinal_cord_segment,UBERON:0013754,integumentary system layer
VH_M_third_lumbar_spinal_cord_segment,UBERON:0013754,integumentary system layer
VH_M_fourth_lumbar_spinal_cord_segment,UBERON:0013754,integumentary system layer
VH_M_fifth_lumbar_spinal_cord_segment,UBERON:0013754,integumentary system layer
VH_M_first_sacral_spinal_cord_segment,UBERON:0013754,integumentary system layer
VH_M_second_sacral_spinal_cord_segment,UBERON:0013754,integumentary system layer
VH_M_third_sacral_spinal_cord_segment,UBERON:0013754,integumentary system layer
VH_M_fourth_sacral_spinal_cord_segment,UBERON:0013754,integumentary system layer
VH_M_fifth_sacral_spinal_cord_segment,UBERON:0013754,integumentary system layer
