node_name,OntologyID,label
Allen_brain,UBERON:0000955,brain
Allen_brain_hemisphere_L,UBERON:0002812,left cerebral hemisphere
Allen_olfactory_bulb_L,UBERON:0002264,olfactory bulb
Allen_anterior_olfactory_nucleus_L,UBERON:0002266,anterior olfactory nucleus
Allen_piriform_region_L,UBERON:0004725,piriform cortex
Allen_putamen_L,UBERON:0008884,left putamen
Allen_pineal_body_L,UBERON:0001905,pineal body
Allen_anterior_commissure_L,UBERON:0000935,anterior commissure
Allen_corpus_callosum_L,UBERON:0002336,corpus callosum
Allen_fornix_L,UBERON:0000052,fornix of brain
Allen_optic_tract_L,UBERON:0001908,optic tract
Allen_cerebellar_vermis_L,UBERON:0004720,cerebellar vermis
Allen_precentral_gyrus_L,UBERON:0002703,precentral gyrus
Allen_superior_frontal_gyrus_L,UBERON:0002661,superior frontal gyrus
Allen_middle_frontal_gyrus_L,UBERON:0002702,middle frontal gyrus
Allen_inferior_frontal_gyrus_triangular_part_L,UBERON:0002629,triangular part of inferior frontal gyrus
Allen_inferior_frontal_gyrus_opercular_part_L,UBERON:0002980,opercular part of inferior frontal gyrus
Allen_gyrus_rectus_straight_gyrus_L,UBERON:0004671,gyrus rectus
Allen_medial_orbital_gyrus_L,UBERON:0002570,medial orbital gyrus
Allen_anterior_intermediate_orbital_gyrus_L,UBERON:0002644,intermediate orbital gyrus
Allen_posterior_intermediate_orbital_gyrus_L,UBERON:0002644,intermediate orbital gyrus
Allen_lateral_orbital_gyrus_L,UBERON:0002564,lateral orbital gyrus
Allen_paracentral_lobule_rostral_part_L,UBERON:0035932,anterior segment of paracentral lobule
Allen_frontal_operculum_L,UBERON:0002947,frontal operculum
Allen_postcentral_gyrus_L,UBERON:0002581,postcentral gyrus
Allen_precuneus_L,UBERON:0006093,precuneus cortex
Allen_superior_temporal_gyrus_L,UBERON:0002769,superior temporal gyrus
Allen_middle_temporal_gyrus_L,UBERON:0002771,middle temporal gyrus
Allen_inferior_temporal_gyrus_L,UBERON:0002751,inferior temporal gyrus
Allen_planum_temporale_L,UBERON:0022268,planum temporale
Allen_temporal_pole_L,UBERON:0002576,temporal pole
Allen_planum_polare_L,UBERON:0023861,planum polare
Allen_occipital_pole_L,UBERON:0002902,occipital pole
Allen_cuneus_L,UBERON:0006092,cuneus cortex
Allen_lingual_gyrus_medial_occipitotemporal_gyrus_L,UBERON:0002943,lingual gyrus
Allen_lateral_occipitotemporal_fusiform_gyrus_occipital_part_L,UBERON:0022364,occipital fusiform gyrus
Allen_inferior_occipital_gyrus_L,UBERON:0014608,inferior occipital gyrus
Allen_superior_occipital_gyrus_L,UBERON:0002948,superior occipital gyrus
Allen_cingulate_gyrus_rostral_anterior_part_L,UBERON:0002756,anterior cingulate gyrus
Allen_cingulate_gyrus_caudal_posterior_part_L,UBERON:0002740,posterior cingulate gyrus
Allen_ingulo_parahippocampal_isthmus_L,UBERON:0002738,isthmus of cingulate gyrus
Allen_subcallosal_gyrus_parolfactory_gyrus_L,UBERON:0003020,subcallosal area
Allen_anterior_parahippocampal_gyrus_L,UBERON:0022383,anterior parahippocampal gyrus
Allen_posterior_parahippocampal_gyrus_L,UBERON:0002657,posterior parahippocampal gyrus
Allen_substantia_nigra_L,UBERON:0002038,substantia nigra
Allen_superior_colliculus_L,UBERON:0001945,superior colliculus
Allen_cerebral_peduncle_crus_cerebri_L,UBERON:0002623,cerebral peduncle
Allen_basilar_part_of_pons_L,UBERON:0002151,pontine nuclear group
Allen_pontine_tegmentum_L,UBERON:0003023,pontine tegmentum
Allen_fourth_ventricle_L,UBERON:0002422,fourth ventricle
Allen_parietal_operculum_L,UBERON:0002911,parietal operculum
Allen_optic_radiation_L,UBERON:0022264,optic radiation
Allen_brain_hemisphere_R,UBERON:0002813,right cerebral hemisphere
Allen_putamen_R,UBERON:0008885,right putamen
Allen_pineal_body_R,UBERON:0001905,pineal body
Allen_anterior_commissure_R,UBERON:0000935,anterior commissure
Allen_corpus_callosum_R,UBERON:0002336,corpus callosum
Allen_fornix_R,UBERON:0000052,fornix of brain
Allen_optic_tract_R,UBERON:0001908,optic tract
Allen_precentral_gyrus_R,UBERON:0002703,precentral gyrus
Allen_superior_frontal_gyrus_R,UBERON:0002661,superior frontal gyrus
Allen_middle_frontal_gyrus_R,UBERON:0002702,middle frontal gyrus
Allen_inferior_frontal_gyrus_triangular_part_R,UBERON:0002629,triangular part of inferior frontal gyrus
