"node_id","node_label","node_mapped_to","tissue_label","tissue_mapped_to","organ_label","organ_mapped_to"
"Thin_limb","descending thin limb of loop of Henle","http://purl.obolibrary.org/obo/UBERON_0001289","nephron","UBERON:0001285","Kidney","UBERON:0002113"
"Thin_limb","descending thin limb of loop of Henle","http://purl.obolibrary.org/obo/UBERON_0001289","nephron","UBERON:0001285","Kidney","UBERON:0002113"
"Thin_limb","ascending thin limb of loop of Henle","http://purl.obolibrary.org/obo/UBERON_0004193","nephron","UBERON:0001285","Kidney","UBERON:0002113"
"Thin_limb","ascending thin limb of loop of Henle","http://purl.obolibrary.org/obo/UBERON_0004193","nephron","UBERON:0001285","Kidney","UBERON:0002113"
"Connecting_Tubule","connecting tubule","http://purl.obolibrary.org/obo/UBERON_0005097","nephron","UBERON:0001285","Kidney","UBERON:0002113"
"Connecting_Tubule","connecting tubule","http://purl.obolibrary.org/obo/UBERON_0005097","nephron","UBERON:0001285","Kidney","UBERON:0002113"
"Cortical_Collecting_Duct","cortical collecting duct","http://purl.obolibrary.org/obo/UBERON_0004203","nephron","UBERON:0001285","Kidney","UBERON:0002113"
"Distal_Convoluted_Tubule","distal convoluted tubule","http://purl.obolibrary.org/obo/UBERON_0001292","nephron","UBERON:0001285","Kidney","UBERON:0002113"
"Distal_Convoluted_Tubule","distal convoluted tubule","http://purl.obolibrary.org/obo/UBERON_0001292","nephron","UBERON:0001285","Kidney","UBERON:0002113"
"Glomerulus","Renal Corpuscle","http://purl.obolibrary.org/obo/UBERON_0001229","nephron","UBERON:0001285","Kidney","UBERON:0002113"
"Glomerulus","Renal Corpuscle","http://purl.obolibrary.org/obo/UBERON_0001229","nephron","UBERON:0001285","Kidney","UBERON:0002113"
"Proximal_Tubule","proximal tubule","http://purl.obolibrary.org/obo/UBERON_0004134","nephron","UBERON:0001285","Kidney","UBERON:0002113"
"Proximal_Tubule","proximal tubule","http://purl.obolibrary.org/obo/UBERON_0004134","nephron","UBERON:0001285","Kidney","UBERON:0002113"
"Proximal_Tubule","proximal tubule","http://purl.obolibrary.org/obo/UBERON_0004134","nephron","UBERON:0001285","Kidney","UBERON:0002113"
"Proximal_Tubule","proximal tubule","http://purl.obolibrary.org/obo/UBERON_0004134","nephron","UBERON:0001285","Kidney","UBERON:0002113"
"Proximal_Tubule","proximal tubule","http://purl.obolibrary.org/obo/UBERON_0004134","nephron","UBERON:0001285","Kidney","UBERON:0002113"
"Proximal_Tubule","proximal tubule","http://purl.obolibrary.org/obo/UBERON_0004134","nephron","UBERON:0001285","Kidney","UBERON:0002113"
