node_id,node_label,node_mapped_to,tissue_label,tissue_mapped_to,organ_label,organ_mapped_to
Natural_Killer_Cell_1,natural killer cell,CL:0000623,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
Natural_Killer_Cell_2,natural killer cell,CL:0000623,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
Natural_Killer_Cell_3,natural killer cell,CL:0000623,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
Natural_Killer_Cell_4,natural killer cell,CL:0000623,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
Fibroblast_1,fibroblast,CL:0000057,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
Fibroblast_2,fibroblast,CL:0000057,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
Fibroblast_3,fibroblast,CL:0000057,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
Fibroblast_4,fibroblast,CL:0000057,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
Fibroblast_5,fibroblast,CL:0000057,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
Fibroblast_6,fibroblast,CL:0000057,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
Fibroblast_7,fibroblast,CL:0000057,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
Fibroblast_8,fibroblast,CL:0000057,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
Fibroblast_9,fibroblast,CL:0000057,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
Fibroblast_10,fibroblast,CL:0000057,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
Fibroblast_11,fibroblast,CL:0000057,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
Fibroblast_12,fibroblast,CL:0000057,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
Fibroblast_13,fibroblast,CL:0000057,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
Fibroblast_14,fibroblast,CL:0000057,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
Fibroblast_15,fibroblast,CL:0000057,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
Fibroblast_16,fibroblast,CL:0000057,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
Fibroblast_17,fibroblast,CL:0000057,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
Fibroblast_18,fibroblast,CL:0000057,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
Tuft_Cell_1,tuft cell of small intestine,CL:0009080,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
Tuft_Cell_2,tuft cell of small intestine,CL:0009080,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
Tuft_Cell_3,tuft cell of small intestine,CL:0009080,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
Tuft_Cell_4,tuft cell of small intestine,CL:0009080,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
Tuft_Cell_5,tuft cell of small intestine,CL:0009080,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
Tuft_Cell_6,tuft cell of small intestine,CL:0009080,intestinal villus,UBERON:0001213,Small Intestine,UBERON:0002108
