extraction_set_for,extraction_set_id,extraction_set_label,node_name,label
-,-,-,VH_M_spleen_extraction_sites,spleen extraction sites
-,-,-,VH_M_spleen_HuBMAP_extraction_sites,HuBMAP spleen extraction sites
-,-,-,VH_M_spleen_HuBMAP_CC,-
https://purl.humanatlas.io/ref-organ/spleen-male,#VHMSpleenHBMSet1,HuBMAP,VH_M_spleen_HuBMAP_CC3,CC3
https://purl.humanatlas.io/ref-organ/spleen-male,#VHMSpleenHBMSet1,HuBMAP,VH_M_spleen_HuBMAP_CC2,CC2
https://purl.humanatlas.io/ref-organ/spleen-male,#VHMSpleenHBMSet1,HuBMAP,VH_M_spleen_HuBMAP_CC1,CC1
-,-,-,VH_M_spleen_HuBMAP_2x3,-
-,-,-,VH_M_spleen_HuBMAP_CC1_2x3,-
-,-,-,VH_M_spleen_HuBMAP_CC1_1_2x3,-
-,-,-,VH_M_spleen_HuBMAP_CC1_2_2x3,-
-,-,-,VH_M_spleen_HuBMAP_CC1_3_2x3,-
-,-,-,VH_M_spleen_HuBMAP_CC1_4_2x3,-
-,-,-,VH_M_spleen_HuBMAP_CC1_5_2x3,-
-,-,-,VH_M_spleen_HuBMAP_CC1_6_2x3,-
-,-,-,VH_M_spleen_HuBMAP_CC2_2x3,-
-,-,-,VH_M_spleen_HuBMAP_CC2_1_2x3,-
-,-,-,VH_M_spleen_HuBMAP_CC2_2_2x3,-
-,-,-,VH_M_spleen_HuBMAP_CC2_3_2x3,-
-,-,-,VH_M_spleen_HuBMAP_CC2_4_2x3,-
-,-,-,VH_M_spleen_HuBMAP_CC2_5_2x3,-
-,-,-,VH_M_spleen_HuBMAP_CC2_6_2x3,-
-,-,-,VH_M_spleen_HuBMAP_CC3_2x3,-
-,-,-,VH_M_spleen_HuBMAP_CC3_1_2x3,-
-,-,-,VH_M_spleen_HuBMAP_CC3_2_2x3,-
-,-,-,VH_M_spleen_HuBMAP_CC3_3_2x3,-
-,-,-,VH_M_spleen_HuBMAP_CC3_4_2x3,-
-,-,-,VH_M_spleen_HuBMAP_CC3_5_2x3,-
-,-,-,VH_M_spleen_HuBMAP_CC3_6_2x3,-
-,-,-,VH_M_spleen_HuBMAP_1x6,-
-,-,-,VH_M_spleen_HuBMAP_CC1_1x6,-
-,-,-,VH_M_spleen_HuBMAP_CC1_1_1x6,-
-,-,-,VH_M_spleen_HuBMAP_CC1_2_1x6,-
-,-,-,VH_M_spleen_HuBMAP_CC1_3_1x6,-
-,-,-,VH_M_spleen_HuBMAP_CC1_4_1x6,-
-,-,-,VH_M_spleen_HuBMAP_CC1_5_1x6,-
-,-,-,VH_M_spleen_HuBMAP_CC1_6_1x6,-
-,-,-,VH_M_spleen_HuBMAP_CC2_1x6,-
-,-,-,VH_M_spleen_HuBMAP_CC2_1_1x6,-
-,-,-,VH_M_spleen_HuBMAP_CC2_2_1x6,-
-,-,-,VH_M_spleen_HuBMAP_CC2_3_1x6,-
-,-,-,VH_M_spleen_HuBMAP_CC2_4_1x6,-
-,-,-,VH_M_spleen_HuBMAP_CC2_5_1x6,-
-,-,-,VH_M_spleen_HuBMAP_CC2_6_1x6,-
-,-,-,VH_M_spleen_HuBMAP_CC3_1x6,-
-,-,-,VH_M_spleen_HuBMAP_CC3_2_1x6,-
-,-,-,VH_M_spleen_HuBMAP_CC3_3_1x6,-
-,-,-,VH_M_spleen_HuBMAP_CC3_4_1x6,-
-,-,-,VH_M_spleen_HuBMAP_CC3_5_1x6,-
-,-,-,VH_M_spleen_HuBMAP_CC3_6_1x6,-
-,-,-,VH_M_spleen_HuBMAP_CC3_1_1x6,-
