"Anatomical Structures, Cell Types and Biomarkers Table for Muscular System",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Katherine S Gustilo; Griffin Weber,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-5574-4272; 0000-0002-2597-881X,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM944.CLLD.594,,,,,,,,,,,,,,,,,,,,,,
Date:,"June 15, 2023",,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,CT/1,CT/1/LABEL,CT/1/ID,REF/1,REF/1/DOI,REF/1/NOTES,REF/2,REF/2/DOI,REF/2/NOTES
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,anterior compartment of forearm muscle,,,pronator teres muscle,,,ulnar head of pronator teres muscle,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,hand muscle,muscle of manus,UBERON:0001500,,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,hand muscle,muscle of manus,UBERON:0001500,dorsal interosseous of hand muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,hand muscle,muscle of manus,UBERON:0001500,lumbrical of hand muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,hand muscle,muscle of manus,UBERON:0001500,palmar interosseous muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,hypothenar compartment of hand muscle,,,,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,hypothenar compartment of hand muscle,,,flexor digiti minimi brevis muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,hypothenar compartment of hand muscle,,,opponens digiti minimi muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,hypothenar compartment of hand muscle,,,palmaris brevis muscle,palmaris brevis,UBERON:0036172,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,hypothenar hand muscle,,,,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,hypothenar hand muscle,,,abductor digiti minimi of hand muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,posterior compartment of arm muscle,,,,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,posterior compartment of arm muscle,,,anconeus muscle,anconeus muscle,UBERON:0002989,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,posterior compartment of arm muscle,,,triceps brachii muscle,triceps brachii,UBERON:0001509,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,posterior compartment of arm muscle,,,triceps brachii muscle,triceps brachii,UBERON:0001509,lateral head of triceps brachii muscle,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,posterior compartment of arm muscle,,,triceps brachii muscle,triceps brachii,UBERON:0001509,long head of triceps brachii muscle,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,posterior compartment of arm muscle,,,triceps brachii muscle,triceps brachii,UBERON:0001509,medial head of triceps brachii muscle,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,posterior compartment of forearm muscle,,,,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,posterior compartment of forearm muscle,,,abductor pollicis longus muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,posterior compartment of forearm muscle,,,brachioradialis muscle,brachioradialis,UBERON:0011011,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,posterior compartment of forearm muscle,,,extensor carpi radialis brevis muscle,extensor carpi radialis brevis muscle,UBERON:0001525,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,posterior compartment of forearm muscle,,,extensor carpi radialis longus muscle,extensor carpi radialis longus muscle,UBERON:0001524,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,posterior compartment of forearm muscle,,,extensor carpi ulnaris muscle,extensor carpi ulnaris muscle,UBERON:0001526,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,posterior compartment of forearm muscle,,,extensor carpi ulnaris muscle,extensor carpi ulnaris muscle,UBERON:0001526,humeral head of extensor carpi ulnaris muscle,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,posterior compartment of forearm muscle,,,extensor carpi ulnaris muscle,extensor carpi ulnaris muscle,UBERON:0001526,ulnar head of extensor carpi ulnaris muscle,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,posterior compartment of forearm muscle,,,extensor digiti minimi muscle,extensor digiti minimi muscle,UBERON:0007614,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,posterior compartment of forearm muscle,,,extensor digitorum muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,posterior compartment of forearm muscle,,,extensor indicis muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,posterior compartment of forearm muscle,,,extensor pollicis brevis muscle,extensor pollicis brevis muscle,UBERON:0017618,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,posterior compartment of forearm muscle,,,extensor pollicis longus muscle,extensor pollicis longus muscle,UBERON:0003234,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,posterior compartment of forearm muscle,,,supinator muscle,supinator muscle,UBERON:0003228,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,shoulder muscle,muscle of shoulder,UBERON:0001482,,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,shoulder muscle,muscle of shoulder,UBERON:0001482,deltoid muscle,deltoid,UBERON:0001476,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,shoulder muscle,muscle of shoulder,UBERON:0001482,deltoid muscle,deltoid,UBERON:0001476,acromial part of deltoid muscle,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,shoulder muscle,muscle of shoulder,UBERON:0001482,deltoid muscle,deltoid,UBERON:0001476,clavicular part of deltoid muscle,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,shoulder muscle,muscle of shoulder,UBERON:0001482,deltoid muscle,deltoid,UBERON:0001476,spinal part of deltoid muscle,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,shoulder muscle,muscle of shoulder,UBERON:0001482,infraspinatus muscle,infraspinatus muscle,UBERON:0001477,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,shoulder muscle,muscle of shoulder,UBERON:0001482,subscapularis muscle,subscapularis muscle,UBERON:0001129,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,shoulder muscle,muscle of shoulder,UBERON:0001482,supraspinatus muscle,supraspinatus muscle,UBERON:0002383,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,shoulder muscle,muscle of shoulder,UBERON:0001482,teres major muscle,teres major muscle,UBERON:0001478,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,shoulder muscle,muscle of shoulder,UBERON:0001482,teres minor muscle,teres minor muscle,UBERON:0010496,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,thenar compartment of hand muscle,,,,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,thenar compartment of hand muscle,,,abductor pollicis brevis muscle,abductor pollicis brevis muscle,UBERON:0008465,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,thenar compartment of hand muscle,,,adductor pollicis muscle,adductor pollicis muscle,UBERON:0002962,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,thenar compartment of hand muscle,,,adductor pollicis muscle,adductor pollicis muscle,UBERON:0002962,oblique head of adductor pollicis muscle,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,thenar compartment of hand muscle,,,adductor pollicis muscle,adductor pollicis muscle,UBERON:0002962,transverse head of adductor pollicis muscle,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,thenar compartment of hand muscle,,,flexor pollicis brevis muscle,flexor pollicis brevis muscle,UBERON:0011012,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,thenar compartment of hand muscle,,,flexor pollicis brevis muscle,flexor pollicis brevis muscle,UBERON:0011012,deep head of flexor pollicis brevis muscle,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,thenar compartment of hand muscle,,,flexor pollicis brevis muscle,flexor pollicis brevis muscle,UBERON:0011012,superficial head of flexor pollicis brevis muscle,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,thenar compartment of hand muscle,,,opponens pollicis muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,back muscle,muscle of back,UBERON:0002324,,,,,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,back muscle,muscle of back,UBERON:0002324,erector spinae muscle,,,,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,back muscle,muscle of back,UBERON:0002324,erector spinae muscle,,,iliocostalis cervicalis muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,back muscle,muscle of back,UBERON:0002324,erector spinae muscle,,,iliocostalis lumborum muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,back muscle,muscle of back,UBERON:0002324,erector spinae muscle,,,iliocostalis thoracis muscle,iliocostalis thoracis muscle,UBERON:0001400,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,back muscle,muscle of back,UBERON:0002324,erector spinae muscle,,,longissimus capitis muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,back muscle,muscle of back,UBERON:0002324,erector spinae muscle,,,longissimus cervicis muscle,longissimus cervicis muscle,UBERON:0001402,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,back muscle,muscle of back,UBERON:0002324,erector spinae muscle,,,longissimus thoracis muscle,longissimus thoracis muscle,UBERON:0001401,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,back muscle,muscle of back,UBERON:0002324,erector spinae muscle,,,spinalis capitis muscle,spinalis capitis muscle,UBERON:0011014,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,back muscle,muscle of back,UBERON:0002324,erector spinae muscle,,,spinalis cervicis muscle,spinalis cervicis muscle,UBERON:0011218,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,back muscle,muscle of back,UBERON:0002324,erector spinae muscle,,,spinalis thoracis muscle,spinalis thoracis muscle,UBERON:0001405,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
