"Anatomical Structures, Cell Types and Biomarkers Table for Muscular System",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Katherine S Gustilo; Griffin Weber,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-5574-4272; 0000-0002-2597-881X,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.; Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM944.CLLD.594,,,,,,,,,,,,,,,,,,,,,,
Date:,"June 15, 2023",,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,CT/1,CT/1/LABEL,CT/1/ID,REF/1,REF/1/DOI,REF/1/NOTES,REF/2,REF/2/DOI,REF/2/NOTES
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,pelvic floor muscle,,,iliococcygeus muscle,iliococcygeus muscle,UBERON:0011511,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,pelvic floor muscle,,,puboanalis muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,pelvic floor muscle,,,pubococcygeus muscle,pubococcygeus muscle,UBERON:0011528,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,pelvic floor muscle,,,puboperineales muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,,,
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,pelvic floor muscle,,,puboprostaticus muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,,,
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,pelvic floor muscle,,,puborectalis muscle,puborectalis muscle,UBERON:0011512,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,,,
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,pelvic floor muscle,,,pubovaginalis,female pubococcygeus muscle,UBERON:0011532,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,,,
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,perineal muscle,perineal muscle,UBERON:0002379,,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,perineal muscle,perineal muscle,UBERON:0002379,bulbospongiosus muscle,bulbospongiosus muscle,UBERON:0011389,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,perineal muscle,perineal muscle,UBERON:0002379,compressor urethrae muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,perineal muscle,perineal muscle,UBERON:0002379,deep transverse perineal muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,perineal muscle,perineal muscle,UBERON:0002379,external anal sphincter muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,perineal muscle,perineal muscle,UBERON:0002379,external anal sphincter muscle,,,deep part of external anal sphincter muscle,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,perineal muscle,perineal muscle,UBERON:0002379,external anal sphincter muscle,,,subcutaneous part of external anal sphincter muscle,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,perineal muscle,perineal muscle,UBERON:0002379,external anal sphincter muscle,,,superficial part of external anal sphincter muscle,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,perineal muscle,perineal muscle,UBERON:0002379,ischiocavernosus muscle,ischiocavernosus muscle,UBERON:0001339,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,perineal muscle,perineal muscle,UBERON:0002379,sphincter urethrae muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,perineal muscle,perineal muscle,UBERON:0002379,sphincter urethrovaginalis muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,perineal muscle,perineal muscle,UBERON:0002379,superficial transverse perineal muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,posterior abdominal wall muscle,,,,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,posterior abdominal wall muscle,,,quadratus lumborum muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,posterior abdominal wall muscle,,,respiratory diaphragm muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,posterior abdominal wall muscle,,,respiratory diaphragm muscle,,,costal part of respiratory diaphragm muscle,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,posterior abdominal wall muscle,,,respiratory diaphragm muscle,,,left crus of lumbar part of respiratory diaphragm muscle,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,posterior abdominal wall muscle,,,respiratory diaphragm muscle,,,right crus of lumbar part of respiratory diaphragm muscle,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,posterior abdominal wall muscle,,,respiratory diaphragm muscle,,,sternal part of respiratory diaphragm muscle,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,spermatic cord muscle,,,,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,abdomen muscle,muscle of abdomen,UBERON:0002378,spermatic cord muscle,,,cremaster muscle,cremaster muscle,UBERON:0008488,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,,,,,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,,,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,anterior compartment of arm muscle,,,,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,,,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,anterior compartment of arm muscle,,,articularis cubiti muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,,,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,anterior compartment of arm muscle,,,biceps brachii muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,anterior compartment of arm muscle,,,biceps brachii muscle,,,long head of biceps brachii muscle,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,anterior compartment of arm muscle,,,biceps brachii muscle,,,short head of biceps brachii muscle,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,anterior compartment of arm muscle,,,brachialis muscle,brachialis muscle,UBERON:0001506,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,anterior compartment of arm muscle,,,coracobrachialis muscle,coracobrachialis muscle,UBERON:0001505,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,anterior compartment of forearm muscle,,,,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,anterior compartment of forearm muscle,,,flexor carpi radialis muscle,flexor carpi radialis muscle,UBERON:0001521,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,anterior compartment of forearm muscle,,,flexor carpi ulnaris muscle,flexor carpi ulnaris muscle,UBERON:0001522,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,anterior compartment of forearm muscle,,,flexor carpi ulnaris muscle,flexor carpi ulnaris muscle,UBERON:0001522,humeral head of flexor carpi ulnaris muscle,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,anterior compartment of forearm muscle,,,flexor carpi ulnaris muscle,flexor carpi ulnaris muscle,UBERON:0001522,ulnar head of flexor carpi ulnaris muscle,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,anterior compartment of forearm muscle,,,flexor digitorum profundus muscle,flexor digitorum profundus,UBERON:0001523,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,anterior compartment of forearm muscle,,,flexor digitorum superficialis muscle,flexor digitorum superficialis,UBERON:0003222,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,anterior compartment of forearm muscle,,,flexor digitorum superficialis muscle,flexor digitorum superficialis,UBERON:0003222,humero-ulnar head of flexor digitorum superficialis muscle,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,anterior compartment of forearm muscle,,,flexor digitorum superficialis muscle,flexor digitorum superficialis,UBERON:0003222,radial head of flexor digitorum superficialis muscle,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,anterior compartment of forearm muscle,,,flexor pollicis longus muscle,flexor pollicis longus muscle,UBERON:0008446,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,anterior compartment of forearm muscle,,,palmaris longus muscle,palmaris longus muscle,UBERON:0016493,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,anterior compartment of forearm muscle,,,pronator quadratus muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,anterior compartment of forearm muscle,,,pronator teres muscle,,,,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
muscular system,musculature of body,UBERON:0000383,arm muscle,muscle of arm,UBERON:0001499,anterior compartment of forearm muscle,,,pronator teres muscle,,,humeral head of pronator teres muscle,,,skeletal muscle cell,cell of skeletal muscle,CL:0000188,FIPAT. Terminologia Anatomica. 2nd ed. FIPAT.library.dal.ca. Federative International Programme for Anatomical Terminology. 2019.,,,"Netter FH. Atlas of human anatomy, 7th ed. Elsevier. 2018.",,
