anatomical_structure_of,node_name,label,OntologyID,representation_of
#VHFHeartV1.1,VH_F_heart,heart,UBERON:0000948,http://purl.obolibrary.org/obo/UBERON_0000948
#VHFHeartV1.1,VH_F_interventricular_septum,interventricular septum,UBERON:0002094,http://purl.obolibrary.org/obo/UBERON_0002094
#VHFHeartV1.1,VH_F_left_cardiac_atrium,left cardiac atrium,UBERON:0002079,http://purl.obolibrary.org/obo/UBERON_0002079
#VHFHeartV1.1,VH_F_left_ventricle,heart left ventricle,UBERON:0002084,http://purl.obolibrary.org/obo/UBERON_0002084
#VHFHeartV1.1,VH_F_right_cardiac_atrium,right cardiac atrium,UBERON:0002078,http://purl.obolibrary.org/obo/UBERON_0002078
#VHFHeartV1.1,VH_F_right_ventricle,heart right ventricle,UBERON:0002080,http://purl.obolibrary.org/obo/UBERON_0002080
#VHFHeartV1.1,VH_F_papillary_muscle_of_heart,papillary muscle of heart,UBERON:0002494,http://purl.obolibrary.org/obo/UBERON_0002494
#VHFHeartV1.1,VH_F_papillary_muscle_of_heart_ant,Anterior papillary muscle of left ventricle,FMA:7264,http://purl.org/sig/ont/fma/fma7264
#VHFHeartV1.1,VH_F_papillary_muscle_of_heart_antlat,Anterolateral head of lateral papillary muscle of left ventricle,FMA:7265,http://purl.org/sig/ont/fma/fma7265
#VHFHeartV1.1,VH_F_papillary_muscle_of_heart_med,Septal papillary muscle of right ventricle,FMA:7262,http://purl.org/sig/ont/fma/fma7262
#VHFHeartV1.1,VH_F_papillary_muscle_of_heart_pos,Posterior papillary muscle of right ventricle,FMA:7261,http://purl.org/sig/ont/fma/fma7261
#VHFHeartV1.1,VH_F_papillary_muscle_of_heart_posmed,Posteromedial head of posterior papillary muscle of left ventricle,FMA:7267,http://purl.org/sig/ont/fma/fma7267
#VHFHeartV1.1,VH_F_valve,valve,UBERON:0003978,http://purl.obolibrary.org/obo/UBERON_0003978
#VHFHeartV1.1,VH_F_aortic_valve,aortic valve,UBERON:0002137,http://purl.obolibrary.org/obo/UBERON_0002137
#VHFHeartV1.1,VH_F_pulmonary_valve,pulmonary valve,UBERON:0002146,http://purl.obolibrary.org/obo/UBERON_0002146
#VHFHeartV1.1,VH_F_mitral_valve,mitral valve,UBERON:0002135,http://purl.obolibrary.org/obo/UBERON_0002135
#VHFHeartV1.1,VH_F_tricuspid_valve,tricuspid valve,UBERON:0002134,http://purl.obolibrary.org/obo/UBERON_0002134
