"Anatomical Structures, Cell Types and Biomarkers Table for Oral Cavity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Kevin M. Byrd; Ellen M. Quardokus; Angelo Rosso Llantada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-5565-0524; 0000-0001-7655-4833; 0000-0003-3541-867X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Griffin M Weber; Jie Zheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0002-2597-881X; 0000-0002-2999-0103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"Easter QT, et al. Single-cell and spatially resolved interactomics of tooth-associated keratinocytes in periodontitis. Nat Commun. 2024 Jun 14;15(1):5016. doi: 10.1038/s41467-024-49037-y. PMID: 38876998; PMCID: PMC11178863.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,"June 15, 2026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,AS/6,AS/6/LABEL,AS/6/ID,AS/7,AS/7/LABEL,AS/7/ID,CT/1,CT/1/LABEL,CT/1/ID,FTU/1,FTU/1/LABEL,FTU/1/ID,FTU/1/NOTES,REF/1,REF/1/ID,REF/1/NOTES
mouth,mouth,UBERON:0000165,mouth mucosa,mouth mucosa,UBERON:0003729,gingiva,gingiva,UBERON:0001828,gingival attachment,dentogingival junction,UBERON:8000014,,,,,,,,,,keratinocyte,keratinocyte,CL:0000312,gingival attachment,dentogingival junction,UBERON:8000014,,,,
mouth,mouth,UBERON:0000165,mouth mucosa,mouth mucosa,UBERON:0003729,gingiva,gingiva,UBERON:0001828,gingival attachment,dentogingival junction,UBERON:8000014,,,,,,,,,,dendritic cell,dendritic cell,CL:0000451,gingival attachment,dentogingival junction,UBERON:8000014,,,,
mouth,mouth,UBERON:0000165,mouth mucosa,mouth mucosa,UBERON:0003729,gingiva,gingiva,UBERON:0001828,gingival attachment,dentogingival junction,UBERON:8000014,,,,,,,,,,Langerhans cell,Langerhans cell,CL:0000453,gingival attachment,dentogingival junction,UBERON:8000014,,,,
mouth,mouth,UBERON:0000165,mouth mucosa,mouth mucosa,UBERON:0003729,gingiva,gingiva,UBERON:0001828,gingival attachment,dentogingival junction,UBERON:8000014,,,,,,,,,,NK (natural killer) cells,natural killer cell,CL:0000623,gingival attachment,dentogingival junction,UBERON:8000014,,,,
mouth,mouth,UBERON:0000165,mouth mucosa,mouth mucosa,UBERON:0003729,gingiva,gingiva,UBERON:0001828,gingival attachment,dentogingival junction,UBERON:8000014,,,,,,,,,,neutrophil,neutrophil,CL:0000775,gingival attachment,dentogingival junction,UBERON:8000014,,,,
mouth,mouth,UBERON:0000165,mouth mucosa,mouth mucosa,UBERON:0003729,gingiva,gingiva,UBERON:0001828,gingival attachment,dentogingival junction,UBERON:8000014,,,,,,,,,,plasma cell,plasma cell,CL:0000786,gingival attachment,dentogingival junction,UBERON:8000014,,,,
mouth,mouth,UBERON:0000165,mouth mucosa,mouth mucosa,UBERON:0003729,gingiva,gingiva,UBERON:0001828,gingival attachment,dentogingival junction,UBERON:8000014,,,,,,,,,,regulatory T cell (Treg),regulatory T cell,CL:0000815,gingival attachment,dentogingival junction,UBERON:8000014,,,,
mouth,mouth,UBERON:0000165,mouth mucosa,mouth mucosa,UBERON:0003729,gingiva,gingiva,UBERON:0001828,gingival attachment,dentogingival junction,UBERON:8000014,,,,,,,,,,innate lymphoid cell,innate lymphoid cell,CL:0001065,gingival attachment,dentogingival junction,UBERON:8000014,,,,
mouth,mouth,UBERON:0000165,mouth mucosa,mouth mucosa,UBERON:0003729,gingiva,gingiva,UBERON:0001828,gingival attachment,dentogingival junction,UBERON:8000014,,,,,,,,,,junctional epithelium cell,junctional epithelial cell,CL:9900004,gingival attachment,dentogingival junction,UBERON:8000014,,,,
mouth,mouth,UBERON:0000165,mouth mucosa,mouth mucosa,UBERON:0003729,buccal mucosa,buccal mucosa,UBERON:0006956,,,,,,,,,,,,,,,,,,,,,,
mouth,mouth,UBERON:0000165,mouth mucosa,mouth mucosa,UBERON:0003729,mucosa of the lip,mucosa of the lip,UBERON:0004923,,,,,,,,,,,,,,,,,,,,,,
mouth,mouth,UBERON:0000165,mouth mucosa,mouth mucosa,UBERON:0003729,alveolar mucosa,alveolar mucosa,UBERON:0035967,,,,,,,,,,,,,,,,,,,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,parotid gland,parotid gland,UBERON:0001831,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,adipocyte,adipocyte,CL:0000136,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,parotid gland,parotid gland,UBERON:0001831,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,basal ductal cell,basal duct cell of salivary gland,CL:9900002,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,parotid gland,parotid gland,UBERON:0001831,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,dendritic cell,dendritic cell,CL:0000451,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,parotid gland,parotid gland,UBERON:0001831,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,endothelial cell,endothelial cell,CL:0000115,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,parotid gland,parotid gland,UBERON:0001831,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,helper T,helper T cell,CL:0000912,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,parotid gland,parotid gland,UBERON:0001831,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,IgA secreting plasma cell,IgA plasma cell,CL:0000987,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,parotid gland,parotid gland,UBERON:0001831,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,ionocyte,ionocyte of salivary gland,CL:9900007,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,parotid gland,parotid gland,UBERON:0001831,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,macrophage,macrophage,CL:0000235,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,parotid gland,parotid gland,UBERON:0001831,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,mast cell,mast cell,CL:0000097,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,parotid gland,parotid gland,UBERON:0001831,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,myoepithelial cell,myoepithelial cell of salivary gland,CL:9900008,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,parotid gland,parotid gland,UBERON:0001831,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,periacinar fibroblast,periductal fibroblast of salivary gland,CL:0000057,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,parotid gland,parotid gland,UBERON:0001831,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,pericyte,pericyte,CL:0000669,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,parotid gland,parotid gland,UBERON:0001831,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,periductal fibroblast,periductal fibroblast of salivary gland,CL:9900003,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,parotid gland,parotid gland,UBERON:0001831,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,serous acinar cell,serous acinar cell of salivary gland,CL:4052065,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,parotid gland,parotid gland,UBERON:0001831,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,smooth muscle cell,smooth muscle cell,CL:0000192,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,parotid gland,parotid gland,UBERON:0001831,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,tuft cell,tuft cell of parotid gland,CL:9900005,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,parotid gland,parotid gland,UBERON:0001831,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,excretory duct,parotid gland excretory duct,UBERON:0035048,excretory duct epithelial cell,,,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,parotid gland,parotid gland,UBERON:0001831,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,intercalated duct,parotid gland intercalated duct,UBERON:0035046,intercalated duct epithelial cell,intercalated cell of salivary gland,CL:4052048,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,parotid gland,parotid gland,UBERON:0001831,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,striated duct,parotid gland striated duct,UBERON:0035047,striated duct epithelial cell,striated cell of salivary gland,CL:4052049,parotid gland ducto-acinar,parotid gland ducto-acinar unit,UBERON:8000011,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,sublingual gland,sublingual gland,UBERON:0001832,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,demilune acinar cell,serous demilune cell of salivary gland,CL:9900001,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,sublingual gland,sublingual gland,UBERON:0001832,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,dendritic cell,dendritic cell,CL:0000451,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,sublingual gland,sublingual gland,UBERON:0001832,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,endothelial cell,endothelial cell,CL:0000115,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,sublingual gland,sublingual gland,UBERON:0001832,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,helper T,helper T cell,CL:0000912,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,sublingual gland,sublingual gland,UBERON:0001832,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,IgA secreting plasma cell,IgA plasma cell,CL:0000987,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,sublingual gland,sublingual gland,UBERON:0001832,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,ionocyte,ionocyte of salivary gland,CL:9900007,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,sublingual gland,sublingual gland,UBERON:0001832,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,macrophage,macrophage,CL:0000235,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,sublingual gland,sublingual gland,UBERON:0001832,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,mast cell,mast cell,CL:0000097,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,sublingual gland,sublingual gland,UBERON:0001832,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,mucous acinar cell,,,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,sublingual gland,sublingual gland,UBERON:0001832,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,myoepithelial cell,myoepithelial cell of salivary gland,CL:9900008,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,sublingual gland,sublingual gland,UBERON:0001832,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,periacinar fibroblast,periductal fibroblast of salivary gland,CL:0000057,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,sublingual gland,sublingual gland,UBERON:0001832,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,pericyte,pericyte,CL:0000669,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,sublingual gland,sublingual gland,UBERON:0001832,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,periductal fibroblast,periductal fibroblast of salivary gland,CL:9900003,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,sublingual gland,sublingual gland,UBERON:0001832,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,seromucosal acinar cell,seromucous acinar cell of salivary gland,CL:4052067,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,sublingual gland,sublingual gland,UBERON:0001832,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,smooth muscle cell,smooth muscle cell,CL:0000192,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,sublingual gland,sublingual gland,UBERON:0001832,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,intercalated duct,sublingual duct,UBERON:0001838,intercalated duct epithelial cell,intercalated cell of salivary gland,CL:4052048,sublingual gland ducto-acinar,sublingual gland ducto-acinar unit,UBERON:8000012,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,submandibular gland,submandibular gland,UBERON:0001736,submandibular gland ducto-acinar,submandibular gland ducto-acinar unit,UBERON:8000013,,,,basal ductal cell,basal duct cell of salivary gland,CL:9900002,submandibular gland ducto-acinar,submandibular gland ducto-acinar unit,UBERON:8000013,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,submandibular gland,submandibular gland,UBERON:0001736,submandibular gland ducto-acinar,submandibular gland ducto-acinar unit,UBERON:8000013,,,,demilune acinar cell,serous demilune cell of salivary gland,CL:9900001,submandibular gland ducto-acinar,submandibular gland ducto-acinar unit,UBERON:8000013,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,submandibular gland,submandibular gland,UBERON:0001736,submandibular gland ducto-acinar,submandibular gland ducto-acinar unit,UBERON:8000013,,,,dendritic cell,dendritic cell,CL:0000451,submandibular gland ducto-acinar,submandibular gland ducto-acinar unit,UBERON:8000013,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,submandibular gland,submandibular gland,UBERON:0001736,submandibular gland ducto-acinar,submandibular gland ducto-acinar unit,UBERON:8000013,,,,endothelial cell,endothelial cell,CL:0000115,submandibular gland ducto-acinar,submandibular gland ducto-acinar unit,UBERON:8000013,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,submandibular gland,submandibular gland,UBERON:0001736,submandibular gland ducto-acinar,submandibular gland ducto-acinar unit,UBERON:8000013,,,,helper T,helper T cell,CL:0000912,submandibular gland ducto-acinar,submandibular gland ducto-acinar unit,UBERON:8000013,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,submandibular gland,submandibular gland,UBERON:0001736,submandibular gland ducto-acinar,submandibular gland ducto-acinar unit,UBERON:8000013,,,,IgA secreting plasma cell,IgA plasma cell,CL:0000987,submandibular gland ducto-acinar,submandibular gland ducto-acinar unit,UBERON:8000013,,,,
mouth,mouth,UBERON:0000165,oral gland,oral gland,UBERON:0010047,saliva-secreting gland,saliva-secreting gland,UBERON:0001044,major salivary gland,major salivary gland,UBERON:0001829,submandibular gland,submandibular gland,UBERON:0001736,submandibular gland ducto-acinar,submandibular gland ducto-acinar unit,UBERON:8000013,,,,ionocyte,ionocyte of salivary gland,CL:9900007,submandibular gland ducto-acinar,submandibular gland ducto-acinar unit,UBERON:8000013,,,,
