node_id,node_group,node_label,node_mapped_to,tissue_label,tissue_mapped_to,organ_label,organ_mapped_to
Ductal_Epithelial_Cell_1,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_2,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_3,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_4,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_5,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_6,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_7,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_8,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_9,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_10,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_11,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_12,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_13,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_14,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_15,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
Centroacinar_Cell_1,Centroacinar_Cell,pancreatic centro-acinar cell,CL:0002080,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
Centroacinar_Cell_2,Centroacinar_Cell,pancreatic centro-acinar cell,CL:0002080,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_16,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_17,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_18,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_19,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_20,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_21,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_22,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_23,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_24,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_25,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
intercalated_duct,intercalated_duct,intercalated duct of pancreas,UBERON:0014726,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
Pancreatic_Acinar_Cell,Pancreatic_Acinar_Cell,pancreatic acinus,UBERON:0001263,intercalated duct of pancreas,UBERON:0014726,Pancreas,UBERON:0001264
