node_id,node_group,node_label,node_mapped_to,tissue_label,tissue_mapped_to,organ_label,organ_mapped_to
Cortical_collecting_duct_AS,Collecting_Duct,cortical collecting duct,UBERON:0004203,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_1,Collecting_Duct,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_2,Collecting_Duct,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_3,Collecting_Duct,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_4,Collecting_Duct,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_5,Collecting_Duct,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_6,Collecting_Duct,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_7,Collecting_Duct,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_8,Collecting_Duct,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_9,Collecting_Duct,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_10,Collecting_Duct,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_11,Collecting_Duct,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_12,Collecting_Duct,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_13,Collecting_Duct,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_14,Collecting_Duct,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_15,Collecting_Duct,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Proximal_Tubule_S3,Proximal_Tubule,proximal straight tubule,UBERON:0001290,nephron,UBERON:0001285,Kidney,UBERON:0002113
Proximal_Tubule_S2,Proximal_Tubule,proximal convoluted tubule segment 2,UBERON:0004197,nephron,UBERON:0001285,Kidney,UBERON:0002113
Proximal_Tubule_S1,Proximal_Tubule,proximal convoluted tubule segment 1,UBERON:0004196,nephron,UBERON:0001285,Kidney,UBERON:0002113
Proximal_Tubule_S1_Cell_1,Proximal_Tubule,epithelial cell of proximal tubule segment 1,CL:4030009,nephron,UBERON:0001285,Kidney,UBERON:0002113
Proximal_Tubule_S1_Cell_2,Proximal_Tubule,epithelial cell of proximal tubule segment 1,CL:4030009,nephron,UBERON:0001285,Kidney,UBERON:0002113
Proximal_Tubule_S1_Cell_3,Proximal_Tubule,epithelial cell of proximal tubule segment 1,CL:4030009,nephron,UBERON:0001285,Kidney,UBERON:0002113
Proximal_Tubule_S1_Cell_4,Proximal_Tubule,epithelial cell of proximal tubule segment 1,CL:4030009,nephron,UBERON:0001285,Kidney,UBERON:0002113
Proximal_Tubule_S1_Cell_5,Proximal_Tubule,epithelial cell of proximal tubule segment 1,CL:4030009,nephron,UBERON:0001285,Kidney,UBERON:0002113
Proximal_Tubule_S1_Cell_6,Proximal_Tubule,epithelial cell of proximal tubule segment 1,CL:4030009,nephron,UBERON:0001285,Kidney,UBERON:0002113
Proximal_Tubule_S1_Cell_7,Proximal_Tubule,epithelial cell of proximal tubule segment 1,CL:4030009,nephron,UBERON:0001285,Kidney,UBERON:0002113
Proximal_Tubule_S1_Cell_8,Proximal_Tubule,epithelial cell of proximal tubule segment 1,CL:4030009,nephron,UBERON:0001285,Kidney,UBERON:0002113
Proximal_Tubule_S1_Cell_9,Proximal_Tubule,epithelial cell of proximal tubule segment 1,CL:4030009,nephron,UBERON:0001285,Kidney,UBERON:0002113
Proximal_Tubule_S1_Cell_10,Proximal_Tubule,epithelial cell of proximal tubule segment 1,CL:4030009,nephron,UBERON:0001285,Kidney,UBERON:0002113
Proximal_Tubule_S1_Cell_11,Proximal_Tubule,epithelial cell of proximal tubule segment 1,CL:4030009,nephron,UBERON:0001285,Kidney,UBERON:0002113
