node_id,node_group,node_label,node_mapped_to,tissue_label,tissue_mapped_to,organ_label,organ_mapped_to
Macrophage_1,Macrophage,macrophage,CL:0000235,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Mast_Cell,Mast_Cell,mast cell,CL:0000097,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Endothelial_Cell_1,Endothelial_Cell,endothelial cell,CL:0000115,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Endothelial_Cell_2,Endothelial_Cell,endothelial cell,CL:0000115,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Endothelial_Cell_3,Endothelial_Cell,endothelial cell,CL:0000115,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_1,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_2,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_3,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_4,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_5,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_6,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_7,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_8,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_9,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_10,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_11,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_12,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_13,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_14,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_15,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_16,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_17,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_18,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_19,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_20,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_21,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_22,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_23,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_24,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_25,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_26,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_27,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
Intercalated_duct_epithelial_cell_28,Intercalated_duct_epithelial_cell,intercalated cell of salivary gland,CL:4052048,sublingual gland,UBERON:0001832,Mouth,UBERON:0000165
