node_name,OntologyID,label
VH_F_liver,UBERON:0002107,liver
VH_F_right_hepatic_duct,UBERON:0001176,right hepatic duct
VH_F_left_hepatic_duct,UBERON:0001177,left hepatic duct
VH_F_common_hepatic_duct,UBERON:0001175,common hepatic duct
VH_F_gastric_impression_of_liver,FMA:14487,gastric impression of liver
VH_F_suprarenal_impression_of_liver,FMA:14489,Suprarenal impression of liver
VH_F_renal_impression_of_liver,FMA:14488,renal impression of liver
VH_F_duodenal_impression_of_liver,FMA:14485,duodenal impression of liver
VH_F_esophageal_impression_of_liver,FMA:14486,esophageal impression of liver
VH_F_porta_hepatis,FMA:15758,porta hepatis
VH_F_colic_impression_of_liver,FMA:14484,colic impression of liver
VH_F_capsule_of_the_liver,UBERON:0016479,capsule of the liver
VH_F_bare_area_of_liver,UBERON:0001149,bare area of liver
VH_F_diaphragmatic_surface_of_liver,FMA:15729,diaphragmatic surface of liver
VH_F_left_lobe_of_liver,UBERON:0001115,left lobe of liver
VH_F_liver_left_lateral_lobe,UBERON:0006727,liver left lateral lobe
VH_F_liver_left_medial_lobe,UBERON:0006728,liver left medial lobe
VH_F_quadrate_lobe,UBERON:0001116,quadrate lobe of liver
VH_F_right_lobe_of_liver,UBERON:0001114,right lobe of liver
VH_F_caudate_lobe,UBERON:0001117,caudate lobe of liver
VH_F_coronary_ligament_of_liver,UBERON:0013138,coronary ligament of liver
VH_F_falciform_ligament,UBERON:0001247,falciform ligament
VH_F_triangular_ligament_of_liver,UBERON:0035444,triangular ligament of liver
VH_F_ligamentum_venosum,UBERON:0006587,ligamentum venosum
VH_F_round_ligament_of_liver,UBERON:0006588,round ligament of liver
VH_F_hepataduodenal_ligament,UBERON:0012472,hepatoduodenal ligament
