node_id,node_label,node_mapped_to,tissue_label,tissue_mapped_to,organ_label,organ_mapped_to
CD14_Positive_1,"CD14-positive, CD16-low monocyte",CL:0001055,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
CD14_Positive_2,"CD14-positive, CD16-low monocyte",CL:0001055,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Follicular_Dendritic_Cell_1,follicular dendritic cell,CL:0000442,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Follicular_Dendritic_Cell_2,follicular dendritic cell,CL:0000442,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Follicular_Dendritic_Cell_3,follicular dendritic cell,CL:0000442,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Follicular_Dendritic_Cell_4,follicular dendritic cell,CL:0000442,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Follicular_Dendritic_Cell_5,follicular dendritic cell,CL:0000442,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Follicular_Dendritic_Cell_6,follicular dendritic cell,CL:0000442,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Follicular_Dendritic_Cell_7,follicular dendritic cell,CL:0000442,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
plasmablast_1,plasmablast,CL:0000980,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
plasmablast_2,plasmablast,CL:0000980,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
plasmablast_3,plasmablast,CL:0000980,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Neutrophil_1,neutrophil,CL:0000775,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Neutrophil_2,neutrophil,CL:0000775,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Neutrophil_3,neutrophil,CL:0000775,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Splenic_Tingible_Body_Macrophage_1,splenic tingible body macrophage,CL:0000877,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Splenic_Tingible_Body_Macrophage_2,splenic tingible body macrophage,CL:0000877,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Splenic_Tingible_Body_Macrophage_3,splenic tingible body macrophage,CL:0000877,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Splenic_Tingible_Body_Macrophage_4,splenic tingible body macrophage,CL:0000877,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Splenic_Tingible_Body_Macrophage_5,splenic tingible body macrophage,CL:0000877,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Splenic_Tingible_Body_Macrophage_6,splenic tingible body macrophage,CL:0000877,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Splenic_Marginal_Zone_Macrophage_1,splenic marginal zone macrophage,CL:0000872,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Splenic_Marginal_Zone_Macrophage_2,splenic marginal zone macrophage,CL:0000872,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Splenic_Red_Pulp_Macrophage_1,splenic red pulp macrophage,CL:0000874,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Splenic_Red_Pulp_Macrophage_2,splenic red pulp macrophage,CL:0000874,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Splenic_Red_Pulp_Macrophage_3,splenic red pulp macrophage,CL:0000874,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Splenic_Red_Pulp_Macrophage_4,splenic red pulp macrophage,CL:0000874,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Splenic_Red_Pulp_Macrophage_5,splenic red pulp macrophage,CL:0000874,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Splenic_Red_Pulp_Macrophage_6,splenic red pulp macrophage,CL:0000874,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Splenic_Red_Pulp_Macrophage_7,splenic red pulp macrophage,CL:0000874,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Splenic_Red_Pulp_Macrophage_8,splenic red pulp macrophage,CL:0000874,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Splenic_Red_Pulp_Macrophage_9,splenic red pulp macrophage,CL:0000874,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Splenic_Red_Pulp_Macrophage_10,splenic red pulp macrophage,CL:0000874,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Splenic_Red_Pulp_Macrophage_11,splenic red pulp macrophage,CL:0000874,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Splenic_Red_Pulp_Macrophage_12,splenic red pulp macrophage,CL:0000874,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Dendritic_Cell_1,"dendritic cell, human",CL:0001056,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Dendritic_Cell_2,"dendritic cell, human",CL:0001056,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Dendritic_Cell_3,"dendritic cell, human",CL:0001056,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Dendritic_Cell_4,"dendritic cell, human",CL:0001056,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Dendritic_Cell_5,"dendritic cell, human",CL:0001056,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Dendritic_Cell_6,"dendritic cell, human",CL:0001056,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Dendritic_Cell_7,"dendritic cell, human",CL:0001056,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Dendritic_Cell_8,"dendritic cell, human",CL:0001056,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
CD14_Positive_3,"CD14-positive, CD16-low monocyte",CL:0001055,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Hematopoetic_Stem_Cell_1,hematopoetic stem cell,CL:0000037,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Hematopoetic_Stem_Cell_2,hematopoetic stem cell,CL:0000037,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Hematopoetic_Stem_Cell_3,hematopoetic stem cell,CL:0000037,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Hematopoetic_Stem_Cell_4,hematopoetic stem cell,CL:0000037,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Hematopoetic_Stem_Cell_5,hematopoetic stem cell,CL:0000037,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Hematopoetic_Stem_Cell_6,hematopoetic stem cell,CL:0000037,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Hematopoetic_Stem_Cell_7,hematopoetic stem cell,CL:0000037,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
