"node_id","node_label","node_mapped_to","tissue_label","tissue_mapped_to","organ_label","organ_mapped_to"
"Prickle_Cell","prickle cell","http://purl.obolibrary.org/obo/CL_0000649","epidermal ridge of digit","UBERON:0013487","Skin","UBERON:0002097"
"Epidermal_Langerhans_Cell_1","epidermal Langerhans cell","http://purl.obolibrary.org/obo/CL_0002457","epidermal ridge of digit","UBERON:0013487","Skin","UBERON:0002097"
"Epidermal_Langerhans_Cell_2","epidermal Langerhans cell","http://purl.obolibrary.org/obo/CL_0002457","epidermal ridge of digit","UBERON:0013487","Skin","UBERON:0002097"
"Epidermal_Langerhans_Cell_3","epidermal Langerhans cell","http://purl.obolibrary.org/obo/CL_0002457","epidermal ridge of digit","UBERON:0013487","Skin","UBERON:0002097"
"Basal_Cell_1","basal cell","http://purl.obolibrary.org/obo/CL_0000646","epidermal ridge of digit","UBERON:0013487","Skin","UBERON:0002097"
"Basal_Cell_2","basal cell","http://purl.obolibrary.org/obo/CL_0000646","epidermal ridge of digit","UBERON:0013487","Skin","UBERON:0002097"
"Basal_Cell_3","basal cell","http://purl.obolibrary.org/obo/CL_0000646","epidermal ridge of digit","UBERON:0013487","Skin","UBERON:0002097"
"Basal_Cell_4","basal cell","http://purl.obolibrary.org/obo/CL_0000646","epidermal ridge of digit","UBERON:0013487","Skin","UBERON:0002097"
"Basal_Cell_5","basal cell","http://purl.obolibrary.org/obo/CL_0000646","epidermal ridge of digit","UBERON:0013487","Skin","UBERON:0002097"
"Basal_Cell_6","basal cell","http://purl.obolibrary.org/obo/CL_0000646","epidermal ridge of digit","UBERON:0013487","Skin","UBERON:0002097"
"Basal_Cell_7","basal cell","http://purl.obolibrary.org/obo/CL_0000646","epidermal ridge of digit","UBERON:0013487","Skin","UBERON:0002097"
"Basal_Cell_8","basal cell","http://purl.obolibrary.org/obo/CL_0000646","epidermal ridge of digit","UBERON:0013487","Skin","UBERON:0002097"
"Basal_Cell_9","basal cell","http://purl.obolibrary.org/obo/CL_0000646","epidermal ridge of digit","UBERON:0013487","Skin","UBERON:0002097"
