node_id,node_group,node_label,node_mapped_to,tissue_label,tissue_mapped_to,organ_label,organ_mapped_to
Follicular_Dendritic_Cell_1,Follicular_Dendritic_Cell,follicular dendritic cell,CL:0000442,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Follicular_Dendritic_Cell_2,Follicular_Dendritic_Cell,follicular dendritic cell,CL:0000442,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Follicular_Dendritic_Cell_3,Follicular_Dendritic_Cell,follicular dendritic cell,CL:0000442,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Follicular_Dendritic_Cell_4,Follicular_Dendritic_Cell,follicular dendritic cell,CL:0000442,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Follicular_Dendritic_Cell_5,Follicular_Dendritic_Cell,follicular dendritic cell,CL:0000442,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Follicular_Dendritic_Cell_6,Follicular_Dendritic_Cell,follicular dendritic cell,CL:0000442,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Follicular_Dendritic_Cell_7,Follicular_Dendritic_Cell,follicular dendritic cell,CL:0000442,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Plasmablast_1,Plasmablast,plasmablast,CL:0000980,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Plasmablast_2,Plasmablast,plasmablast,CL:0000980,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Plasmablast_3,Plasmablast,plasmablast,CL:0000980,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Plasmablast_4,Plasmablast,plasmablast,CL:0000980,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Plasmablast_5,Plasmablast,plasmablast,CL:0000980,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Plasmablast_6,Plasmablast,plasmablast,CL:0000980,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Neutrophil_1,Neutrophil,neutrophil,CL:0000775,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Neutrophil_2,Neutrophil,neutrophil,CL:0000775,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Neutrophil_3,Neutrophil,neutrophil,CL:0000775,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Neutrophil_4,Neutrophil,neutrophil,CL:0000775,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Neutrophil_5,Neutrophil,neutrophil,CL:0000775,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Splenic_Tingible_Body_Macrophage_1,Splenic_Tingible_Body_Macrophage,splenic tingible body macrophage,CL:0000877,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Splenic_Tingible_Body_Macrophage_2,Splenic_Tingible_Body_Macrophage,splenic tingible body macrophage,CL:0000877,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
Splenic_Tingible_Body_Macrophage_3,Splenic_Tingible_Body_Macrophage,splenic tingible body macrophage,CL:0000877,red pulp of spleen,UBERON:0001250,Spleen,UBERON:0002106
