"node_id","node_label","node_mapped_to","tissue_label","tissue_mapped_to","organ_label","organ_mapped_to"
"Alpha_Beta_Thymocyte_1","double-positive, alpha-beta thymocyte","http://purl.obolibrary.org/obo/CL_0000809","thymus lobule","UBERON:0002125","Thymus","UBERON:0002370"
"Alpha_Beta_Thymocyte_2","double-positive, alpha-beta thymocyte","http://purl.obolibrary.org/obo/CL_0000809","thymus lobule","UBERON:0002125","Thymus","UBERON:0002370"
"Alpha_Beta_Thymocyte_3","double-positive, alpha-beta thymocyte","http://purl.obolibrary.org/obo/CL_0000809","thymus lobule","UBERON:0002125","Thymus","UBERON:0002370"
"Alpha_Beta_Thymocyte_4","double-positive, alpha-beta thymocyte","http://purl.obolibrary.org/obo/CL_0000809","thymus lobule","UBERON:0002125","Thymus","UBERON:0002370"
"Alpha_Beta_Thymocyte_5","double-positive, alpha-beta thymocyte","http://purl.obolibrary.org/obo/CL_0000809","thymus lobule","UBERON:0002125","Thymus","UBERON:0002370"
"Alpha_Beta_Thymocyte_6","double-positive, alpha-beta thymocyte","http://purl.obolibrary.org/obo/CL_0000809","thymus lobule","UBERON:0002125","Thymus","UBERON:0002370"
"Alpha_Beta_Thymocyte_7","double-positive, alpha-beta thymocyte","http://purl.obolibrary.org/obo/CL_0000809","thymus lobule","UBERON:0002125","Thymus","UBERON:0002370"
"Alpha_Beta_Thymocyte_8","double-positive, alpha-beta thymocyte","http://purl.obolibrary.org/obo/CL_0000809","thymus lobule","UBERON:0002125","Thymus","UBERON:0002370"
"Alpha_Beta_Thymocyte_9","double-positive, alpha-beta thymocyte","http://purl.obolibrary.org/obo/CL_0000809","thymus lobule","UBERON:0002125","Thymus","UBERON:0002370"
"Alpha_Beta_Thymocyte_10","double-positive, alpha-beta thymocyte","http://purl.obolibrary.org/obo/CL_0000809","thymus lobule","UBERON:0002125","Thymus","UBERON:0002370"
"Alpha_Beta_Thymocyte_11","double-positive, alpha-beta thymocyte","http://purl.obolibrary.org/obo/CL_0000809","thymus lobule","UBERON:0002125","Thymus","UBERON:0002370"
"Alpha_Beta_Thymocyte_12","double-positive, alpha-beta thymocyte","http://purl.obolibrary.org/obo/CL_0000809","thymus lobule","UBERON:0002125","Thymus","UBERON:0002370"
"Alpha_Beta_Thymocyte_13","double-positive, alpha-beta thymocyte","http://purl.obolibrary.org/obo/CL_0000809","thymus lobule","UBERON:0002125","Thymus","UBERON:0002370"
