anatomical_structure_of,node_name,label,OntologyID,representation_of
#VHMLungV1.1,VH_M_right_lateral_bronchopulmonary_segment,Right Lateral Bronchopulmonary Segment,FMA:7361,http://purl.org/sig/ont/fma/fma7361
#VHMLungV1.1,VH_M_right_medial_bronchopulmonary_segment,Right Medial Bronchopulmonary Segment,FMA:7360,http://purl.org/sig/ont/fma/fma7360
#VHMLungV1.1,VH_M_hilum_middle_R,right lung hilus,UBERON:0004888,http://purl.obolibrary.org/obo/UBERON_0004888
#VHMLungV1.1,VH_M_lungs_R_lower_lobe,Lower Lobe of Right Lung,UBERON:0002171,http://purl.obolibrary.org/obo/UBERON_0002171
#VHMLungV1.1,VH_M_hilum_lower_R,right lung hilus,UBERON:0004888,http://purl.obolibrary.org/obo/UBERON_0004888
#VHMLungV1.1,VH_M_right_anterior_basal_bronchopulmonary_segment,Right anterior basal bronchopulmonary segment,FMA:7364,http://purl.org/sig/ont/fma/fma7364
#VHMLungV1.1,VH_M_right_lateral_basal_bronchopulmonary_segment,Right Lateral Basal Bronchopulmonary Segment,FMA:7363,http://purl.org/sig/ont/fma/fma7363
#VHMLungV1.1,VH_M_right_medial_basal_bronchopulmonary_segment,Right Medial Basal Bronchopulmonary Segment,FMA:7365,http://purl.org/sig/ont/fma/fma7365
#VHMLungV1.1,VH_M_right_posterior_basal_bronchopulmonary_segment,Right Posterior Basal Bronchopulmonary Segment,FMA:7362,http://purl.org/sig/ont/fma/fma7362
#VHMLungV1.1,VH_M_right_superior_bronchopulmonary_segment,Right Superior Bronchopulmonary Segment,FMA:7366,http://purl.org/sig/ont/fma/fma7366
#VHMLungV1.1,VH_M_lungs_R_upper_lobe,Upper Lobe of Right Lung,UBERON:0002170,http://purl.obolibrary.org/obo/UBERON_0002170
#VHMLungV1.1,VH_M_right_apical_bronchopulmonary_segment,Right Apical Bronchopulmonary Segment,FMA:7338,http://purl.org/sig/ont/fma/fma7338
#VHMLungV1.1,VH_M_right_posterior_bronchopulmonary_segment,Right Posterior Bronchopulmonary Segment,FMA:7339,http://purl.org/sig/ont/fma/fma7339
#VHMLungV1.1,VH_M_right_anterior_bronchopulmonary_segment,Right Anterior Bronchopulmonary Segment,FMA:7359,http://purl.org/sig/ont/fma/fma7359
#VHMLungV1.1,VH_M_hilum_upper_R,right lung hilus,UBERON:0004888,http://purl.obolibrary.org/obo/UBERON_0004888
#VHMLungV1.1,VH_M_bronchi,bronchus,UBERON:0002185,http://purl.obolibrary.org/obo/UBERON_0002185
#VHMLungV1.1,VH_M_cartilage_of_the_lobar_bronchus_L,Cartilage of lobar bronchus,FMA:62659,http://purl.org/sig/ont/fma/fma62659
#VHMLungV1.1,VH_M_cartilage_of_the_tertiary_bronchus_L,Cartilage of segmental bronchus,FMA:62662,http://purl.org/sig/ont/fma/fma62662
#VHMLungV1.1,VH_M_lobar_bronchus_L,lobar bronchus of left lung,UBERON:0003405,http://purl.obolibrary.org/obo/UBERON_0003405
#VHMLungV1.1,VH_M_left_superior_lobar_bronchus,lobar bronchus of left lung upper lobe,UBERON:0012065,http://purl.obolibrary.org/obo/UBERON_0012065
#VHMLungV1.1,VH_M_left_inferior_lobar_bronchus,lobar bronchus of left lung lower lobe,UBERON:0012066,http://purl.obolibrary.org/obo/UBERON_0012066
#VHMLungV1.1,VH_M_tertiary_bronchi_L,Segmental bronchus,UBERON:0002184,http://purl.obolibrary.org/obo/UBERON_0002184
#VHMLungV1.1,VH_M_left_superior_bronchus,Left superior segmental bronchus,FMA:7504,http://purl.org/sig/ont/fma/fma7504
#VHMLungV1.1,VH_M_left_posterior_basal_bronchus,Left posterior basal segmental bronchus,FMA:7508,http://purl.org/sig/ont/fma/fma7508
#VHMLungV1.1,VH_M_left_medial_basal_bronchus,Left medial basal segmental bronchus,FMA:7505,http://purl.org/sig/ont/fma/fma7505
#VHMLungV1.1,VH_M_left_apical_bronchus,Left apical segmental bronchus,FMA:7426,http://purl.org/sig/ont/fma/fma7426
#VHMLungV1.1,VH_M_left_anterior_bronchus,Left anterior segmental bronchus,FMA:7428,http://purl.org/sig/ont/fma/fma7428
#VHMLungV1.1,VH_M_left_lingula_superior_bronchus,Superior lingular bronchus,FMA:7430,http://purl.org/sig/ont/fma/fma7430
#VHMLungV1.1,VH_M_left_lingula_inferior_bronchus,Inferior lingular bronchus,FMA:7431,http://purl.org/sig/ont/fma/fma7431
#VHMLungV1.1,VH_M_left_lateral_basal_bronchus,Left lateral basal segmental bronchus,FMA:7507,http://purl.org/sig/ont/fma/fma7507
#VHMLungV1.1,VH_M_left_anterior_basal_bronchus,Left anterior basal segmental bronchus,FMA:7506,http://purl.org/sig/ont/fma/fma7506
#VHMLungV1.1,VH_M_cartilage_of_the_lobar_bronchus_R,Cartilage of lobar bronchus,FMA:62659,http://purl.org/sig/ont/fma/fma62659
#VHMLungV1.1,VH_M_cartilage_of_the_tertiary_bronchus_R,Cartilage of segmental bronchus,FMA:62662,http://purl.org/sig/ont/fma/fma62662
#VHMLungV1.1,VH_M_lobar_bronchi_R,lobar bronchus of right lung,UBERON:0003404,http://purl.obolibrary.org/obo/UBERON_0003404
#VHMLungV1.1,VH_M_right_intermediate_bronchus,Interlobar bronchus,FMA:7415,http://purl.org/sig/ont/fma/fma7415
#VHMLungV1.1,VH_M_right_middle_lobar_bronchus,Middle lobar bronchus,FMA:7401,http://purl.org/sig/ont/fma/fma7401
#VHMLungV1.1,VH_M_right_superior_lobar_bronchus,Right superior lobar bronchus,FMA:7397,http://purl.org/sig/ont/fma/fma7397
#VHMLungV1.1,VH_M_tertiary_bronchi_R,Segmental bronchus,UBERON:0002184,http://purl.obolibrary.org/obo/UBERON_0002184
#VHMLungV1.1,VH_M_right_anterior_bronchus,Right anterior segmental bronchus,FMA:7400,http://purl.org/sig/ont/fma/fma7400
#VHMLungV1.1,VH_M_right_lateral_basal_bronchus,Right lateral basal segmental bronchus,FMA:7419,http://purl.org/sig/ont/fma/fma7419
#VHMLungV1.1,VH_M_right_lateral_bronchus,Lateral segmental bronchus,FMA:7402,http://purl.org/sig/ont/fma/fma7402
#VHMLungV1.1,VH_M_right_lower_lobar_bronchus,Right inferior lobar bronchus,FMA:7404,http://purl.org/sig/ont/fma/fma7404
#VHMLungV1.1,VH_M_right_medial_basal_bronchus,Right medial basal segmental bronchus,FMA:7417,http://purl.org/sig/ont/fma/fma7417
#VHMLungV1.1,VH_M_right_medial_bronchus,Medial segmental bronchus,FMA:7403,http://purl.org/sig/ont/fma/fma7403
#VHMLungV1.1,VH_M_right_posterior_basal,Right posterior basal segmental bronchus,FMA:7420,http://purl.org/sig/ont/fma/fma7420
#VHMLungV1.1,VH_M_right_posterior_bronchus,Right posterior segmental bronchus,FMA:7399,http://purl.org/sig/ont/fma/fma7399
#VHMLungV1.1,VH_M_right_superior_bronchus,Right superior segmental bronchus,FMA:7416,http://purl.org/sig/ont/fma/fma7416
#VHMLungV1.1,VH_M_right_apical_bronchus,Right superior segmental bronchus,FMA:7416,http://purl.org/sig/ont/fma/fma7416
#VHMLungV1.1,VH_M_right_anterior_basal_bronchus,Right posterior segmental bronchus,FMA:7399,http://purl.org/sig/ont/fma/fma7399
#VHMLungV1.1,VH_M_bronchus,bronchus,UBERON:0002185,http://purl.obolibrary.org/obo/UBERON_0002185
