node_id,node_group,node_label,node_mapped_to,tissue_label,tissue_mapped_to,organ_label,organ_mapped_to
Prickle_Cell_1,Prickle_Cell,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_2,Prickle_Cell,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_3,Prickle_Cell,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_4,Prickle_Cell,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_5,Prickle_Cell,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_6,Prickle_Cell,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_7,Prickle_Cell,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_8,Prickle_Cell,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_9,Prickle_Cell,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_10,Prickle_Cell,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_11,Prickle_Cell,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_12,Prickle_Cell,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_13,Prickle_Cell,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_14,Prickle_Cell,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_15,Prickle_Cell,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_16,Prickle_Cell,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_17,Prickle_Cell,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_18,Prickle_Cell,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_19,Prickle_Cell,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_20,Prickle_Cell,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_21,Prickle_Cell,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_22,Prickle_Cell,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
