asct-b-2d-models-crosswalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anatomical Structures, Cell Types and Biomarkers (ASCT+B) Tables to 2D Reference Object Library Mapping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Supriya Bidanta; Ellen M. Quardokus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-2142-983X; 0000-0001-7655-4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Katy Börnerr; Rachel Bajema; Bruce W. Herr II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0002-3321-6137; 0000-0002-3775-8574; 0000-0002-6703-7647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM475.RXGX.435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,6/15/26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
organ_label,organ_id,anatomical_structure_of,source_spatial_entity,node_group,node_name,label,OntologyID,representation_of,svg file of single 2DFTU,exist_asctb,type,REF/1,REF/1/ID,REF/1/NOTES,REF/2,REF/2/ID,REF/2/NOTES,REF/3,REF/3/ID,REF/3/NOTES,REF/4,REF4/ID,REF/4/NOTES,REF/5,REF/5/ID,REF/5/NOTES,REF/6,REF/6/ID,REF/6/NOTES,Inset #
Kidney,UBERON:0002113,#FTURenalCorpuscle,#2DRefObjects,Afferent_Arteriole_Endothelial_Cell,Afferent_Arteriole_Endothelial_Cell_10,afferent arteriole endothelial cell,CL:1001096,http://purl.obolibrary.org/obo/CL_1001096,2d-ftu-kidney-renal-corpuscle,1,CT,https://doi.org/ 10.1111/j.1469-7580.2007.00715.x,https://doi.org/ 10.1111/j.1469-7580.2007.00715.x,,,,,,,,,,,,,,,,,
Kidney,UBERON:0002113,#FTURenalCorpuscle,#2DRefObjects,Afferent_Arteriole_Endothelial_Cell,Afferent_Arteriole_Endothelial_Cell_11,afferent arteriole endothelial cell,CL:1001096,http://purl.obolibrary.org/obo/CL_1001096,2d-ftu-kidney-renal-corpuscle,1,CT,https://doi.org/ 10.1111/j.1469-7580.2007.00715.x,https://doi.org/ 10.1111/j.1469-7580.2007.00715.x,,,,,,,,,,,,,,,,,
Kidney,UBERON:0002113,#FTURenalCorpuscle,#2DRefObjects,Afferent_Arteriole_Endothelial_Cell,Afferent_Arteriole_Endothelial_Cell_12,afferent arteriole endothelial cell,CL:1001096,http://purl.obolibrary.org/obo/CL_1001096,2d-ftu-kidney-renal-corpuscle,1,CT,https://doi.org/ 10.1111/j.1469-7580.2007.00715.x,https://doi.org/ 10.1111/j.1469-7580.2007.00715.x,,,,,,,,,,,,,,,,,
Kidney,UBERON:0002113,#FTURenalCorpuscle,#2DRefObjects,Afferent_Arteriole_Endothelial_Cell,Afferent_Arteriole_Endothelial_Cell_13,afferent arteriole endothelial cell,CL:1001096,http://purl.obolibrary.org/obo/CL_1001096,2d-ftu-kidney-renal-corpuscle,1,CT,https://doi.org/ 10.1111/j.1469-7580.2007.00715.x,https://doi.org/ 10.1111/j.1469-7580.2007.00715.x,,,,,,,,,,,,,,,,,
Kidney,UBERON:0002113,#FTURenalCorpuscle,#2DRefObjects,Afferent_Arteriole_Endothelial_Cell,Afferent_Arteriole_Endothelial_Cell_14,afferent arteriole endothelial cell,CL:1001096,http://purl.obolibrary.org/obo/CL_1001096,2d-ftu-kidney-renal-corpuscle,1,CT,https://doi.org/ 10.1111/j.1469-7580.2007.00715.x,https://doi.org/ 10.1111/j.1469-7580.2007.00715.x,,,,,,,,,,,,,,,,,
Kidney,UBERON:0002113,#FTURenalCorpuscle,#2DRefObjects,Afferent_Arteriole_Endothelial_Cell,Afferent_Arteriole_Endothelial_Cell_15,afferent arteriole endothelial cell,CL:1001096,http://purl.obolibrary.org/obo/CL_1001096,2d-ftu-kidney-renal-corpuscle,1,CT,https://doi.org/ 10.1111/j.1469-7580.2007.00715.x,https://doi.org/ 10.1111/j.1469-7580.2007.00715.x,,,,,,,,,,,,,,,,,
Kidney,UBERON:0002113,#FTURenalCorpuscle,#2DRefObjects,Afferent_Arteriole_Endothelial_Cell,Afferent_Arteriole_Endothelial_Cell_16,afferent arteriole endothelial cell,CL:1001096,http://purl.obolibrary.org/obo/CL_1001096,2d-ftu-kidney-renal-corpuscle,1,CT,https://doi.org/ 10.1111/j.1469-7580.2007.00715.x,https://doi.org/ 10.1111/j.1469-7580.2007.00715.x,,,,,,,,,,,,,,,,,
Kidney,UBERON:0002113,#FTURenalCorpuscle,#2DRefObjects,Afferent_Arteriole_Endothelial_Cell,Afferent_Arteriole_Endothelial_Cell_17,afferent arteriole endothelial cell,CL:1001096,http://purl.obolibrary.org/obo/CL_1001096,2d-ftu-kidney-renal-corpuscle,1,CT,https://doi.org/ 10.1111/j.1469-7580.2007.00715.x,https://doi.org/ 10.1111/j.1469-7580.2007.00715.x,,,,,,,,,,,,,,,,,
Kidney,UBERON:0002113,#FTURenalCorpuscle,#2DRefObjects,Afferent_Arteriole_Endothelial_Cell,Afferent_Arteriole_Endothelial_Cell_18,afferent arteriole endothelial cell,CL:1001096,http://purl.obolibrary.org/obo/CL_1001096,2d-ftu-kidney-renal-corpuscle,1,CT,https://doi.org/ 10.1111/j.1469-7580.2007.00715.x,https://doi.org/ 10.1111/j.1469-7580.2007.00715.x,,,,,,,,,,,,,,,,,
Kidney,UBERON:0002113,#FTURenalCorpuscle,#2DRefObjects,Afferent_Arteriole_Endothelial_Cell,Afferent_Arteriole_Endothelial_Cell_19,afferent arteriole endothelial cell,CL:1001096,http://purl.obolibrary.org/obo/CL_1001096,2d-ftu-kidney-renal-corpuscle,1,CT,https://doi.org/ 10.1111/j.1469-7580.2007.00715.x,https://doi.org/ 10.1111/j.1469-7580.2007.00715.x,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell,Goblet_Cell_1,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell,Goblet_Cell_2,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_1,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_2,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell,Goblet_Cell_3,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_3,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_4,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_5,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_6,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_7,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_8,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_9,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell,Goblet_Cell_4,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_10,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_11,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_12,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_13,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_14,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_15,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_16,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_17,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_18,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_19,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell,Goblet_Cell_5,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_20,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_21,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_22,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_23,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_24,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_25,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_26,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell,Goblet_Cell_6,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_27,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_28,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_29,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_30,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_31,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell,Goblet_Cell_7,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_32,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell,Goblet_Cell_8,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_33,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_34,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_35,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_36,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_37,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_38,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_39,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_40,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_41,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_42,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_43,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_44,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_45,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_46,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_47,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_48,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_49,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_50,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Goblet_Cell,Goblet_Cell_9,large intestine crypt goblet cell,CL:1000321,http://purl.obolibrary.org/obo/CL_1000321,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_51,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_52,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_53,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_54,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_55,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_56,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_57,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_58,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_59,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
Large Intestine,UBERON:0000059,#FTUCryptOfLieberkuhn,#2DRefObjects,Absorptive_Cell,Absorptive_Cell_60,enterocyte of epithelium of large intestine,CL:0002071,http://purl.obolibrary.org/obo/CL_0002071,2d-ftu-large-intestine-crypt-lieberkuhn,1,CT,,,,,,,,,,,,,,,,,,,
