Peripheral Nervous System Organ Crosswalk,,,,,,,,,,,,
,,,,,,,,,,,,
Author Name(s):,Katherine S Gustilo; Ilias Ziogas; Fahim Imam,,,,,,,,,,,
Author ORCID(s):,0000-0002-5574-4272; 0000-0002-9210-2455; 0000-0003-4752-543X,,,,,,,,,,,
Reviewer(s):,Griffin Weber,,,,,,,,,,,
Reviewer ORCID(s):,0000-0002-2597-881X,,,,,,,,,,,
General Publication(s):,"Netter FH. Atlas of human anatomy. Philadelphia, PA: Saunders/Elsevier. 2006.; Gray H. Gray's Anatomy: The Anatomical Basis of Clinical Practice (40th ed.). Churchill-Livingstone, Elsevier. 2008.",,,,,,,,,,,
Eleventh intercostal nerve,FMA:8611,innervates,rectus abdominis muscle,UBERON:0002382,999,muscular system,UBERON:0000383,,,,,
Twelfth thoracic nerve,FMA:6167,innervates,rectus abdominis muscle,UBERON:0002382,999,muscular system,UBERON:0000383,,,,,
Twelfth thoracic nerve,FMA:6167,innervates,pyramidalis muscle,UBERON:0011016,999,muscular system,UBERON:0000383,,,,,
First lumbar nerve,FMA:6172,innervates,psoas major muscle,UBERON:0001298,999,muscular system,UBERON:0000383,,,,,
Second lumbar nerve,FMA:6176,innervates,psoas major muscle,UBERON:0001298,999,muscular system,UBERON:0000383,,,,,
First lumbar nerve,FMA:6172,innervates,psoas minor muscle,UBERON:0001372,999,muscular system,UBERON:0000383,,,,,
Twelfth thoracic nerve,FMA:6167,innervates,quadratus lumborum,UBERON:0001220,999,muscular system,UBERON:0000383,,,,,
First lumbar nerve,FMA:6172,innervates,quadratus lumborum,UBERON:0001220,999,muscular system,UBERON:0000383,,,,,
Second lumbar nerve,FMA:6176,innervates,quadratus lumborum,UBERON:0001220,999,muscular system,UBERON:0000383,,,,,
Third lumbar nerve,FMA:6414,innervates,quadratus lumborum,UBERON:0001220,999,muscular system,UBERON:0000383,,,,,
Fourth lumbar nerve,FMA:6415,innervates,quadratus lumborum,UBERON:0001220,999,muscular system,UBERON:0000383,,,,,
femoral nerve,UBERON:0001267,innervates,iliacus muscle,UBERON:0001369,999,muscular system,UBERON:0000383,,,,,
Thoracodorsal nerve component of C7 nerve,FMA:308692,innervates,latissimus dorsi muscle,UBERON:0001112,999,muscular system,UBERON:0000383,,,,,
Second intercostal nerve,FMA:8602,innervates,serratus posterior superior muscle,ILX:0794989,999,muscular system,UBERON:0000383,,,,,
Third intercostal nerve,FMA:8603,innervates,serratus posterior superior muscle,ILX:0794989,999,muscular system,UBERON:0000383,,,,,
Fourth intercostal nerve,FMA:8604,innervates,serratus posterior superior muscle,ILX:0794989,999,muscular system,UBERON:0000383,,,,,
Fifth intercostal nerve,FMA:8605,innervates,serratus posterior superior muscle,ILX:0794989,999,muscular system,UBERON:0000383,,,,,
Ninth intercostal nerve,FMA:8609,innervates,serratus dorsalis muscle,UBERON:0011217,999,muscular system,UBERON:0000383,,,,,
Tenth intercostal nerve,FMA:8610,innervates,serratus dorsalis muscle,UBERON:0011217,999,muscular system,UBERON:0000383,,,,,
Eleventh intercostal nerve,FMA:8611,innervates,serratus dorsalis muscle,UBERON:0011217,999,muscular system,UBERON:0000383,,,,,
Twelfth thoracic nerve,FMA:6167,innervates,serratus dorsalis muscle,UBERON:0011217,999,muscular system,UBERON:0000383,,,,,
Posterior ramus of third cervical nerve,FMA:8792,innervates,splenius capitis muscle,UBERON:0000711,999,muscular system,UBERON:0000383,,,,,
Posterior ramus of fourth cervical nerve,FMA:8789,innervates,splenius capitis muscle,UBERON:0000711,999,muscular system,UBERON:0000383,,,,,
posterior rami lower cervical nerves,ILX:0794959,innervates,splenius cervicis,UBERON:0008544,999,muscular system,UBERON:0000383,,,,,
Suboccipital nerve,ILX:0795006,innervates,rectus capitis posterior major muscle,UBERON:0008454,999,muscular system,UBERON:0000383,,,,,
Suboccipital nerve,ILX:0795006,innervates,rectus capitis posterior minor muscle,UBERON:0008455,999,muscular system,UBERON:0000383,,,,,
Suboccipital nerve,ILX:0795006,innervates,obliquus capitis superior muscle,ILX:0794956,999,muscular system,UBERON:0000383,,,,,
Suboccipital nerve,ILX:0795006,innervates,obliquus capitis inferior muscle,ILX:0794957,999,muscular system,UBERON:0000383,,,,,
nerve to obturator internus,ILX:0794988,innervates,gemellus superior muscle,UBERON:0019203,999,muscular system,UBERON:0000383,,,,,
nerve to quadratus femoris,UBERON:0034984 ,innervates,gemellus inferior muscle,UBERON:0019202,999,muscular system,UBERON:0000383,,,,,
nerve to quadratus femoris,UBERON:0034984 ,innervates,quadratus femoris muscle,UBERON:0008537,999,muscular system,UBERON:0000383,,,,,
superior gluteal nerve,ILX:0794990,innervates,gluteus minimus muscle,UBERON:0008521,999,muscular system,UBERON:0000383,,,,,
superior gluteal nerve,ILX:0794990,innervates,gluteus medius muscle,UBERON:0001371,999,muscular system,UBERON:0000383,,,,,
inferior gluteal nerve,ILX:0794991,innervates,gluteus maximus muscle,UBERON:0001370,999,muscular system,UBERON:0000383,,,,,
superior gluteal nerve,ILX:0794990,innervates,tensor fasciae latae muscle,UBERON:0001376,999,muscular system,UBERON:0000383,,,,,
femoral nerve,UBERON:0001267,innervates,iliacus muscle,UBERON:0001267,999,muscular system,UBERON:0000383,,,,,
femoral nerve,UBERON:0001267,innervates,vastus medialis muscle,UBERON:0001380,999,muscular system,UBERON:0000383,,,,,
femoral nerve,UBERON:0001267,innervates,vastus intermedius muscle,UBERON:0014847,999,muscular system,UBERON:0000383,,,,,
femoral nerve,UBERON:0001267,innervates,vastus lateralis muscle,UBERON:0001379,999,muscular system,UBERON:0000383,,,,,
femoral nerve,UBERON:0001267,innervates,rectus femoris muscle,UBERON:0001378,999,muscular system,UBERON:0000383,,,,,
femoral nerve,UBERON:0001267,innervates,sartorius muscle,UBERON:0001373,999,muscular system,UBERON:0000383,,,,,
obturator nerve,UBERON:0005465,innervates,gracilis muscle,UBERON:0000950,999,muscular system,UBERON:0000383,,,,,
femoral nerve,UBERON:0001267,innervates,pectineus muscle,UBERON:0001382,999,muscular system,UBERON:0000383,,,,,
obturator nerve,UBERON:0005465,innervates,adductor longus muscle,UBERON:0000303,999,muscular system,UBERON:0000383,,,,,
obturator nerve,UBERON:0005465,innervates,adductor brevis muscle,UBERON:0000368,999,muscular system,UBERON:0000383,,,,,
obturator nerve,UBERON:0005465,innervates,adductor magnus muscle,UBERON:0000370,999,muscular system,UBERON:0000383,,,,,
sciatic nerve,UBERON:0001322,innervates,adductor magnus muscle,UBERON:0000370,999,muscular system,UBERON:0000383,,,,,
obturator nerve,UBERON:0005465,innervates,obturator externus,UBERON:0001368,999,muscular system,UBERON:0000383,,,,,
sciatic nerve,UBERON:0001322,innervates,biceps femoris muscle,UBERON:0001374,999,muscular system,UBERON:0000383,,,,,
sciatic nerve,UBERON:0001322,innervates,semitendinosus muscle,UBERON:0001375,999,muscular system,UBERON:0000383,,,,,
sciatic nerve,UBERON:0001322,innervates,semimembranosus muscle,UBERON:0001381,999,muscular system,UBERON:0000383,,,,,
tibial nerve,UBERON:0001323,innervates,gastrocnemius muscle,UBERON:0001388,999,muscular system,UBERON:0000383,,,,,
tibial nerve,UBERON:0001323,innervates,plantaris muscle,UBERON:0011905,999,muscular system,UBERON:0000383,,,,,
tibial nerve,UBERON:0001323,innervates,soleus muscle,UBERON:0001389,999,muscular system,UBERON:0000383,,,,,
tibial nerve,UBERON:0001323,innervates,popliteus muscle,UBERON:0001391,999,muscular system,UBERON:0000383,,,,,
tibial nerve,UBERON:0001323,innervates,flexor hallucis longus muscle,UBERON:0001392,999,muscular system,UBERON:0000383,,,,,
tibial nerve,UBERON:0001323,innervates,flexor digitorum longus muscle,UBERON:0001666,999,muscular system,UBERON:0000383,,,,,
tibial nerve,UBERON:0001323,innervates,tibialis posterium muscle,UBERON:0001667,999,muscular system,UBERON:0000383,,,,,
superficial fibular nerve,UBERON:0035526,innervates,fibularis longus muscle,UBERON:0001387,999,muscular system,UBERON:0000383,,,,,
common fibular nerve,UBERON:0001324,innervates,fibularis longus muscle,UBERON:0001387,999,muscular system,UBERON:0000383,,,,,
superficial fibular nerve,UBERON:0035526,innervates,fibularis brevis muscle,UBERON:0010526,999,muscular system,UBERON:0000383,,,,,
common fibular nerve,UBERON:0001324,innervates,fibularis brevis muscle,UBERON:0010526,999,muscular system,UBERON:0000383,,,,,
deep fibular nerve,UBERON:0035207,innervates,tibialis anterior muscle,UBERON:0001385,999,muscular system,UBERON:0000383,,,,,
common fibular nerve,UBERON:0001324,innervates,tibialis anterior muscle,UBERON:0001385,999,muscular system,UBERON:0000383,,,,,
deep fibular nerve,UBERON:0035207,innervates,extensor hallucis longus muscle,ILX:0794992,999,muscular system,UBERON:0000383,,,,,
common fibular nerve,UBERON:0001324,innervates,extensor hallucis longus muscle,ILX:0794992,999,muscular system,UBERON:0000383,,,,,
deep fibular nerve,UBERON:0035207,innervates,extensor digitorum longus muscle,UBERON:0001386,999,muscular system,UBERON:0000383,,,,,
common fibular nerve,UBERON:0001324,innervates,extensor digitorum longus muscle,UBERON:0001386,999,muscular system,UBERON:0000383,,,,,
deep fibular nerve,UBERON:0035207,innervates,fabularis tertius muscle,UBERON:0010524,999,muscular system,UBERON:0000383,,,,,
common fibular nerve,UBERON:0001324,innervates,fabularis tertius muscle,UBERON:0010524,999,muscular system,UBERON:0000383,,,,,
deep fibular nerve,UBERON:0035207,innervates,extensor hallucis longus muscle,ILX:0794992,999,muscular system,UBERON:0000383,,,,,
common fibular nerve,UBERON:0001324,innervates,extensor digitorum brevis pes muscle,UBERON:0000372,999,muscular system,UBERON:0000383,,,,,
medial plantar nerve,UBERON:0035111,innervates,abductor hallucis muscle,UBERON:0008464,999,muscular system,UBERON:0000383,,,,,
tibial nerve,UBERON:0001323,innervates,abductor hallucis muscle,UBERON:0008464,999,muscular system,UBERON:0000383,,,,,
medial plantar nerve,UBERON:0035111,innervates,flexor digitorum muscle,UBERON:0001666,999,muscular system,UBERON:0000383,,,,,
tibial nerve,UBERON:0001323,innervates,flexor digitorum muscle,UBERON:0001666,999,muscular system,UBERON:0000383,,,,,
lateral plantar nerve,UBERON:0035110,innervates,abductor digiti minimi muscle,ILX:0794993,999,muscular system,UBERON:0000383,,,,,
tibial nerve,UBERON:0001323,innervates,abductor digiti minimi muscle,ILX:0794993,999,muscular system,UBERON:0000383,,,,,
lateral plantar nerve,UBERON:0035110,innervates,quadratus plantae muscle,ILX:0794995,999,muscular system,UBERON:0000383,,,,,
tibial nerve,UBERON:0001323,innervates,quadratus plantae muscle,ILX:0794995,999,muscular system,UBERON:0000383,,,,,
medial plantar nerve,UBERON:0035111,innervates,lumbrical muscle of pes (1st lumbrical muscle),UBERON:0001504,999,muscular system,UBERON:0000383,,,,,
tibial nerve,UBERON:0001323,innervates,lumbrical muscle of pes (1st lumbrical muscle),UBERON:0001504,999,muscular system,UBERON:0000383,,,,,
lateral plantar nerve,UBERON:0035110,innervates,lumbrical muscle of pes (2nd-4th lumbrical muscles),UBERON:0001504,999,muscular system,UBERON:0000383,,,,,
tibial nerve,UBERON:0001323,innervates,lumbrical muscle of pes (2nd-4th lumbrical muscles),UBERON:0001504,999,muscular system,UBERON:0000383,,,,,
medial plantar nerve,UBERON:0035111,innervates,flexor hallucis brevis muscle,UBERON:0011022,999,muscular system,UBERON:0000383,,,,,
tibial nerve,UBERON:0001323,innervates,flexor hallucis brevis muscle,UBERON:0011022,999,muscular system,UBERON:0000383,,,,,
lateral plantar nerve,UBERON:0035110,innervates,adductor hallucis muscle,UBERON:0014379,999,muscular system,UBERON:0000383,,,,,
tibial nerve,UBERON:0001323,innervates,adductor hallucis muscle,UBERON:0014379,999,muscular system,UBERON:0000383,,,,,
lateral plantar nerve,UBERON:0035110,innervates,Flexor digiti minimi brevis of the foot,ILX:0794958,999,muscular system,UBERON:0000383,,,,,
tibial nerve,UBERON:0001323,innervates,Flexor digiti minimi brevis of the foot,ILX:0794958,999,muscular system,UBERON:0000383,,,,,
deep fibular nerve,UBERON:0035207,innervates,dorsal pes interosseous muscle,UBERON:0006499,999,muscular system,UBERON:0000383,,,,,
lateral plantar nerve,UBERON:0035110,innervates,dorsal pes interosseous muscle,UBERON:0006499,999,muscular system,UBERON:0000383,,,,,
tibial nerve,UBERON:0001323,innervates,dorsal pes interosseous muscle,UBERON:0006499,999,muscular system,UBERON:0000383,,,,,
lateral plantar nerve,UBERON:0035110,innervates,plantar interosseous muscle of pes,UBERON:0006502,999,muscular system,UBERON:0000383,,,,,
tibial nerve,UBERON:0001323,innervates,plantar interosseous muscle of pes,UBERON:0006502,999,muscular system,UBERON:0000383,,,,,
femoral nerve,UBERON:0001267,innervates,iliacus muscle,UBERON:0001369,999,muscular system,UBERON:0000383,,,,,
