"Anatomical Structures, Cell Types and Biomarkers (ASCT+B) Tables to 3D Reference Object Library Mapping v1.0",,,,,,
,,,,,,
Author Name(s):,"Quardokus, E., Browne, K., Bueckle, A., Herr II, B., Börner, K.",,,,,
Author ORCID(s):,"0000-0001-7655-4833, 0000-0003-4066-7531, 0000-0002-8977-498X, 0000-0002-6703-7647, 0000-0002-3321-6137",,,,,
Reviewer(s):,,,,,,
General Publication(s):,https://www.biorxiv.org/content/10.1101/2021.05.31.446440v1,,,,,
Data DOI:,10.48539/HBM527.RCXM.366,,,,,
Date:,7/28/2021,,,,,
Version Number:,v1.0,,,,,
,,,,,,
anatomical_structure_of,source_spatial_entity,node_name,label,OntologyID,representation_of,glb file of single organs
#VHFAllenBrain,#VHFemaleOrgans,Allen_anterior_cortical_nucleus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_posterior_cortical_nucleus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_medial_nucleus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_amygdalohippocampal_area_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_bed_nucleus_of_stria_terminalis_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_thalamus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_anterior_nuclear_complex_of_thalamus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_lateral_dorsal_nucleus_of_thalamus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_mediodorsal_nucleus_of_thalamus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_reuniens_nucleus_medioventral_nucleus_of_thalamus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_lateral_posterior_nucleus_of_thalamus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_pulvinar_of_thalamus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_ventral_anterior_nucleus_of_thalamus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_ventral_lateral_nucleus_of_thalamus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_ventral_posterior_lateral_nucleus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_ventral_posterior_medial_nucleus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_dorsal_lateral_geniculate_nucleus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_medial_geniculate_nuclei_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_centromedian_nucleus_of_thalamus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_parafascicular_nucleus_of_thalamus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_habenular_nuclei_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_pineal_body_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_zona_incerta_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_subthalamic_nucleus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_hypothalamus_L,hypothalamus,UBERON:0001898,http://purl.obolibrary.org/obo/UBERON_0001898,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_preoptic_region_of_HTH_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_supraoptic_region_of_HTH_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_tuberal_region_of_HTH_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_mammillary_region_of_HTH_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_white_matter_of_forebrain_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_anterior_commissure_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_corpus_callosum_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_fornix_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_mammillothalamic_tract_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_optic_tract_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_anterior_horn_of_lateral_ventricle_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_body_of_lateral_ventricle_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_posterior_horn_of_lateral_ventricle_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_inferior_horn_of_lateral_ventricle_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_third_ventricle_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_cerebellar_vermis_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_cerebellar_deep_nuclei_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_white_matter_of_hindbrain_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_olfactory_tract_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_precentral_gyrus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_superior_frontal_gyrus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_middle_frontal_gyrus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_inferior_frontal_gyrus_triangular_part_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_inferior_frontal_gyrus_opercular_part_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_gyrus_rectus_straight_gyrus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_medial_orbital_gyrus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_anterior_intermediate_orbital_gyrus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_posterior_intermediate_orbital_gyrus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_lateral_orbital_gyrus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_paracentral_lobule_rostral_part_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_frontal_operculum_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_postcentral_gyrus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_supraparietal_lobule_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_supramarginal_gyrus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_angular_gyrus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_precuneus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_paracentral_lobule_caudal_part_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_superior_temporal_gyrus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_middle_temporal_gyrus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_inferior_temporal_gyrus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_occipitotemporal_fusiform_gyrus_temporal_part_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_planum_temporale_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_temporal_pole_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_planum_polare_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_occipital_pole_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_cuneus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_lingual_gyrus_medial_occipitotemporal_gyrus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_lateral_occipitotemporal_fusiform_gyrus_occipital_part_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_inferior_occipital_gyrus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_superior_occipital_gyrus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_cingulate_gyrus_rostral_anterior_part_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_cingulate_gyrus_caudal_posterior_part_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_ingulo_parahippocampal_isthmus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_subcallosal_gyrus_parolfactory_gyrus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_anterior_parahippocampal_gyrus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_posterior_parahippocampal_gyrus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_gyrus_ambiens_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_head_of_hippocampus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_body_of_hippocampus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_tail_of_hippocampus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_long_insular_gyri_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_short_insular_gyri_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_limen_insula_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_pretectal_region_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_midbrain_tegmentum_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_red_nucleus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_substantia_nigra_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_superior_colliculus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_inferior_colliculus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_cerebral_peduncle_crus_cerebri_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_superior_cerebellar_peduncle_brachium_conjunctivum_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_cerebral_aqueduct_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_paravermis_of_cerebellum_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_lateral_hemisphere_of_cerebellum_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_basilar_part_of_pons_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_pontine_tegmentum_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_pyramidal_part_of_medulla_oblongata_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_tegmentum_of_medulla_oblongata_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_inferior_olive_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_inferior_cerebellar_peduncle_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_middle_cerebellar_peduncle_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_fourth_ventricle_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_central_canal_of_medulla_oblongata_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_midline_nuclear_complex_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_lateral_olfactory_gyrus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_parietal_operculum_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_optic_ratiation_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_posteroventral_putamen_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_atrium_of_lateral_ventricle_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_paracingulate_gyrus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_rostral_gyrus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_frontomarginal_gyrus_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_frontal_pole_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_perirhinal_gyrus_rostral_part_of_FuGt_L,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_hemisphere_R,right cerebral hemisphere,UBERON:0002813,http://purl.obolibrary.org/obo/UBERON_0002813,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_olfactory_bulb_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_anterior_olfactory_nucleus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_piriform_region_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_frontal_agranular_insular_cortex_area_Fl_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_temporal_agranular_insular_cortex_area_Tl_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_head_of_caudate_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_body_of_caudate_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_tail_of_caudate_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_putamen_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_nucleus_accumbens_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_external_segment_of_globus_pallidus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_internal_segment_of_globus_pallidus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_claustrum_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_basal_forebrain_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_septal_nuclei_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_amygdaloid_complex_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_anterior_amygdaloid_area_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_central_nuclear_group_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_lateral_nucleus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_basolateral_nucleus_basal_nucleus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_basomedial_nucleus_accessory_basal_nucleus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_anterior_cortical_nucleus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_posterior_cortical_nucleus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_medial_nucleus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_amygdalohippocampal_area_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_bed_nucleus_of_stria_terminalis_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_thalamus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_anterior_nuclear_complex_of_thalamus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_lateral_dorsal_nucleus_of_thalamus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_mediodorsal_nucleus_of_thalamus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_reuniens_nucleus_medioventral_nucleus_of_thalamus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_lateral_posterior_nucleus_of_thalamus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_pulvinar_of_thalamus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_ventral_anterior_nucleus_of_thalamus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_ventral_lateral_nucleus_of_thalamus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_ventral_posterior_lateral_nucleus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_ventral_posterior_medial_nucleus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_dorsal_lateral_geniculate_nucleus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_medial_geniculate_nuclei_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_centromedian_nucleus_of_thalamus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_parafascicular_nucleus_of_thalamus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_habenular_nuclei_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_pineal_body_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_zona_incerta_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_subthalamic_nucleus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_hypothalamus_R,hypothalamus,UBERON:0001898,http://purl.obolibrary.org/obo/UBERON_0001898,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_preoptic_region_of_HTH_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_supraoptic_region_of_HTH_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_tuberal_region_of_HTH_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_mammillary_region_of_HTH_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_white_matter_of_forebrain_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_anterior_commissure_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_corpus_callosum_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_fornix_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_mammillothalamic_tract_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_optic_tract_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_anterior_horn_of_lateral_ventricle_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_body_of_lateral_ventricle_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_posterior_horn_of_lateral_ventricle_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_inferior_horn_of_lateral_ventricle_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_third_ventricle_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_cerebellar_vermis_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_cerebellar_deep_nuclei_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_white_matter_of_hindbrain_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_olfactory_tract_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_precentral_gyrus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_superior_frontal_gyrus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_middle_frontal_gyrus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_inferior_frontal_gyrus_triangular_part_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_inferior_frontal_gyrus_opercular_part_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_gyrus_rectus_straight_gyrus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_medial_orbital_gyrus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_anterior_intermediate_orbital_gyrus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_posterior_intermediate_orbital_gyrus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_lateral_orbital_gyrus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_paracentral_lobule_rostral_part_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_frontal_operculum_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_postcentral_gyrus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_supraparietal_lobule_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_supramarginal_gyrus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_angular_gyrus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_precuneus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_paracentral_lobule_caudal_part_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_superior_temporal_gyrus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_middle_temporal_gyrus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_inferior_temporal_gyrus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_occipitotemporal_fusiform_gyrus_temporal_part_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_transverse_temporal_gyrus_Heschls_gyrus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_planum_temporale_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_temporal_pole_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_planum_polare_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_occipital_pole_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_cuneus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_lingual_gyrus_medial_occipitotemporal_gyrus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_lateral_occipitotemporal_fusiform_gyrus_occipital_part_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_inferior_occipital_gyrus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_superior_occipital_gyrus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_cingulate_gyrus_rostral_anterior_part_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_cingulate_gyrus_caudal_posterior_part_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_ingulo_parahippocampal_isthmus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_subcallosal_gyrus_parolfactory_gyrus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_anterior_parahippocampal_gyrus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_posterior_parahippocampal_gyrus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_gyrus_ambiens_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_head_of_hippocampus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_body_of_hippocampus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_tail_of_hippocampus_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_long_insular_gyri_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_short_insular_gyri_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_limen_insula_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_pretectal_region_R,,,,Allen_F_Brain.glb
#VHFAllenBrain,#VHFemaleOrgans,Allen_midbrain_tegmentum_R,,,,Allen_F_Brain.glb
