"Anatomical Structures, Cell Types and Biomarkers (ASCT+B) Tables to 3D Reference Object Library Mapping v1.0",,,,,,
,,,,,,
Author Name(s):,"Quardokus, E., Browne, K., Bueckle, A., Herr II, B., Börner, K.",,,,,
Author ORCID(s):,"0000-0001-7655-4833, 0000-0003-4066-7531, 0000-0002-8977-498X, 0000-0002-6703-7647, 0000-0002-3321-6137",,,,,
Reviewer(s):,,,,,,
General Publication(s):,https://www.biorxiv.org/content/10.1101/2021.05.31.446440v1,,,,,
Data DOI:,10.48539/HBM527.RCXM.366,,,,,
Date:,7/28/2021,,,,,
Version Number:,v1.0,,,,,
,,,,,,
anatomical_structure_of,source_spatial_entity,node_name,label,OntologyID,representation_of,glb file of single organs
#VHFSpleen,#VHFemaleOrgans,VHF_gastric_surface_of_spleen,gastric surface of spleen,fma:fma15837,http://purl.org/sig/ont/fma/fma15837,
#VHFSpleen,#VHFemaleOrgans,VHF_diaphragmatic_surface_of_spleen,diaphragmatic surface of spleen,fma:fma15828,http://purl.org/sig/ont/fma/fma15828,
#VHFSpleen,#VHFemaleOrgans,VHF_colic_surface_of_spleen,colic surface of spleen,fma:fma15838,http://purl.org/sig/ont/fma/fma15838,
#VHFSpleen,#VHFemaleOrgans,VHF_hilum_of_spleen,hilum of spleen,UBERON:0001248,http://purl.obolibrary.org/obo/UBERON_0001248,
#VHFSpleen,#VHFemaleOrgans,VHF_renal_surface_of_spleen,renal surface of spleen,fma:fma15839,http://purl.org/sig/ont/fma/fma15839,
,,Yao_lymph_node,lymph node,UBERON:0000029,http://purl.obolibrary.org/obo/UBERON_0000029,
#VHFLeftLymphNode,#VHFemaleOrgans,Yao_lymph_node_a,lymph node,UBERON:0000029,http://purl.obolibrary.org/obo/UBERON_0000029,NIH_F_Lymph_Node
#VHFLeftLymphNode,#VHFemaleOrgans,Yao_afferent_lymphatic_vessel_a,afferent lymphatic vessel,UBERON:0010396,http://purl.obolibrary.org/obo/UBERON_0010396,NIH_F_Lymph_Node
#VHFLeftLymphNode,#VHFemaleOrgans,Yao_capsule_of_lymph_node_a,capsule of lymph node,UBERON:0002194,http://purl.obolibrary.org/obo/UBERON_0002194,NIH_F_Lymph_Node
#VHFLeftLymphNode,#VHFemaleOrgans,Yao_follicles_a,lymph node follicle,UBERON:0010748,http://purl.obolibrary.org/obo/UBERON_0010748,NIH_F_Lymph_Node
#VHFLeftLymphNode,#VHFemaleOrgans,Yao_efferent_lymph_node_a,efferent lymphatic vessel,UBERON:0010397,http://purl.obolibrary.org/obo/UBERON_0010397,NIH_F_Lymph_Node
#VHFLeftLymphNode,#VHFemaleOrgans,Yao_medulla_of_lymph_node_a,medulla of lymph node,UBERON:0002007,http://purl.obolibrary.org/obo/UBERON_0002007,NIH_F_Lymph_Node
#VHFLeftLymphNode,#VHFemaleOrgans,Yao_paracortex_a,lymph node T cell domain,UBERON:0010417,http://purl.obolibrary.org/obo/UBERON_0010417,NIH_F_Lymph_Node
#VHFLeftLymphNode,#VHFemaleOrgans,Yao_vasculature_a,,,,NIH_F_Lymph_Node
#VHFRightLymphNode,#VHFemaleOrgans,Yao_lymph_node_b,lymph node,UBERON:0000029,http://purl.obolibrary.org/obo/UBERON_0000029,NIH_F_Lymph_Node
#VHFRightLymphNode,#VHFemaleOrgans,Yao_afferent_lymphatic_vessel_b,afferent lymphatic vessel,UBERON:0010396,http://purl.obolibrary.org/obo/UBERON_0010396,NIH_F_Lymph_Node
#VHFRightLymphNode,#VHFemaleOrgans,Yao_capsule_of_lymph_node_b,capsule of lymph node,UBERON:0002194,http://purl.obolibrary.org/obo/UBERON_0002194,NIH_F_Lymph_Node
#VHFRightLymphNode,#VHFemaleOrgans,Yao_follicles_b,lymph node follicle,UBERON:0010748,http://purl.obolibrary.org/obo/UBERON_0010748,NIH_F_Lymph_Node
#VHFRightLymphNode,#VHFemaleOrgans,Yao_efferent_lymph_node_b,efferent lymphatic vessel,UBERON:0010397,http://purl.obolibrary.org/obo/UBERON_0010397,NIH_F_Lymph_Node
#VHFRightLymphNode,#VHFemaleOrgans,Yao_medulla_of_lymph_node_b,medulla of lymph node,UBERON:0002007,http://purl.obolibrary.org/obo/UBERON_0002007,NIH_F_Lymph_Node
#VHFRightLymphNode,#VHFemaleOrgans,Yao_paracortex_b,lymph node T cell domain,UBERON:0010417,http://purl.obolibrary.org/obo/UBERON_0010417,NIH_F_Lymph_Node
#VHFRightLymphNode,#VHFemaleOrgans,Yao_vasculature_b,,,,NIH_F_Lymph_Node
#VHFThymus,#VHFemaleOrgans,VHF_thymus,thymus,UBERON:0002370,http://purl.obolibrary.org/obo/UBERON_0002370,
#VHFThymus,#VHFemaleOrgans,VHF_thymus_lobe_L,left thymus lobe,UBERON:0005457,http://purl.obolibrary.org/obo/UBERON_0005457,
#VHFThymus,#VHFemaleOrgans,VHF_thymus_lobe_R,right thymus lobe,UBERON:0005469,http://purl.obolibrary.org/obo/UBERON_0005469,
,,scene-0,ugh,,,
#VHFLung,#VHFemaleOrgans,VHF_respiratory_system,respiratory system,UBERON:0001004,http://purl.obolibrary.org/obo/UBERON_0001004,
#VHFLung,#VHFemaleOrgans,VHF_trachea,trachea,UBERON:0003126,http://purl.obolibrary.org/obo/UBERON_0003126,
#VHFLung,#VHFemaleOrgans,VHF_cartilage,cartilage of respiratory system,UBERON:0003406,http://purl.obolibrary.org/obo/UBERON_0003406,
,,VHF_cricoid_cartilage,Cricoid cartilage,fma:fma9615,http://purl.org/sig/ont/fma/fma9615,
,,VHF_epiglotic_cartilage,Epiglottic cartilage,fma:fma55112,http://purl.org/sig/ont/fma/fma55112,
,,VHF_thyroid_cartilage,Thyroid cartilage,fma:fma55099,http://purl.org/sig/ont/fma/fma55099,
,,VHF_arytenoid_cartilage,arytenoid cartilage,UBERON:0001740,http://purl.obolibrary.org/obo/UBERON_0001740,
,,VHF_arytenoid_cartilage_L,Left arytenoid cartilage,fma:fma:55114,http://purl.org/sig/ont/fma/fma55114,
,,VHF_arytenoid_cartilage_R,Right arytenoid cartilage,fma:fma55113,http://purl.org/sig/ont/fma/fma55113,
,,VHF_corniculate_cartilage,Corniculate cartilage,fma:fma55110,http://purl.org/sig/ont/fma/fma55110,
,,VHF_corniculate_cartilage_L,Left corniculate cartilage,fma:fma55116,http://purl.org/sig/ont/fma/fma55116,
,,VHF_corniculate_cartilage_R,Right corniculate cartilage,fma:fma55115,http://purl.org/sig/ont/fma/fma55115,
,,VHF_bronchial_cartilage,Cartilage of bronchus,fma:fma62649,http://purl.org/sig/ont/fma/fma62649,
,,VHF_tracheal_cartilage,Tracheal cartilage,fma:fma7434,http://purl.org/sig/ont/fma/fma7434,
,,VHF_carina,Carina of trachea,fma:fma7465,http://purl.org/sig/ont/fma/fma7465,
#VHFLung,#VHFemaleOrgans,VHF_bronchi,bronchus,UBERON:0002185,http://purl.obolibrary.org/obo/UBERON_0002185,
,,VHF_bronchi_L,,,,
,,VHF_lungs_left_main_bronchus,Left Main Bronchus,UBERON:0002178,http://purl.obolibrary.org/obo/UBERON_0002178,
,,VHF_lobar_bronchi_L,lobar bronchus of left lung,UBERON:0003405,http://purl.obolibrary.org/obo/UBERON_0003405,
,,VHF_left_superior_lobar_bronchus,lobar bronchus of left lung upper lobe,UBERON:0012065,http://purl.obolibrary.org/obo/UBERON_0012065,
,,VHF_left_inferior_lobar_bronchus,lobar bronchus of left lung lower lobe,UBERON:0012066,http://purl.obolibrary.org/obo/UBERON_0012066,
,,VHF_tertiary_bronchi_L,Segmental bronchus,UBERON:0002184,http://purl.obolibrary.org/obo/UBERON_0002184,
,,VHF_left_anterior_basal_bronchus,Left anterior basal segmental bronchus,fma:fma7506,http://purl.org/sig/ont/fma/fma7506,
,,VHF_left_lingula_superior_bronchus,Superior lingular bronchus,fma:fma7430,http://purl.org/sig/ont/fma/fma7430,
,,VHF_left_apical_bronchus,Left apical segmental bronchus,fma:fma7426,http://purl.org/sig/ont/fma/fma7426,
,,VHF_left_posterior_basal_bronchus,Left posterior basal segmental bronchus,fma:fma7508,http://purl.org/sig/ont/fma/fma7508,
,,VHF_left_medial_basal_bronchus,Left medial basal segmental bronchus,fma:fma7505,http://purl.org/sig/ont/fma/fma7505,
,,VHF_left_superior_bronchus,Left superior segmental bronchus,fma:fma7504,http://purl.org/sig/ont/fma/fma7504,
,,VHF_left_anterior_bronchus,Left anterior segmental bronchus,fma:fma7428,http://purl.org/sig/ont/fma/fma7428,
,,VHF_left_posterior_bronchus,Left posterior segmental bronchus,fma:fma7427,http://purl.org/sig/ont/fma/fma7427,
,,VHF_left_lateral_basal_bronchus,Left lateral basal segmental bronchus,fma:fma7507,http://purl.org/sig/ont/fma/fma7507,
,,VHF_left_lingula_inferior_bronchi,Inferior lingular bronchus,fma:fma7431,http://purl.org/sig/ont/fma/fma7431,
,,VHF_bronchi_R,,,,
,,VHF_right_main_lobar_bronchus,Right Main Bronchus,UBERON:0002177,http://purl.obolibrary.org/obo/UBERON_0002177,
,,VHF_lobar_bronchus_R,lobar bronchus of right lung,UBERON:0003404,http://purl.obolibrary.org/obo/UBERON_0003404,
,,VHF_right_middle_lobar_bronchus,Middle lobar bronchus,fma:fma7401,http://purl.org/sig/ont/fma/fma7401,
,,VHF_right_superior_lobar_bronchus,Right superior lobar bronchus,fma:fma7397,http://purl.org/sig/ont/fma/fma7397,
,,VHF_right_inferior_lobar_bronchus,Right inferior lobar bronchus,fma:fma7404,http://purl.org/sig/ont/fma/fma7404,
,,VHF_tertiary_bronchi_R,Segmental bronchus,UBERON:0002184,http://purl.obolibrary.org/obo/UBERON_0002184,
,,VHF_right_anterior_basal_bronchus,Right anterior basal segmental bronchus,fma:fma7418,http://purl.org/sig/ont/fma/fma7418,
,,VHF_right_medial_basal_bronchus,Right medial basal segmental bronchus,fma:fma7417,http://purl.org/sig/ont/fma/fma7417,
,,VHF_right_apical_bronchus,Right apical segmental bronchus,fma:fma7398,http://purl.org/sig/ont/fma/fma7398,
,,VHF_right_posterior_basal_bronchus,Right posterior basal segmental bronchus,fma:fma7420,http://purl.org/sig/ont/fma/fma7420,
,,VHF_right_medial_bronchus,Medial segmental bronchus,fma:fma7403,http://purl.org/sig/ont/fma/fma7403,
,,VHF_right_lateral_bronchus,Lateral segmental bronchus,fma:fma7402,http://purl.org/sig/ont/fma/fma7402,
,,VHF_right_anterior_bronchus,Right anterior segmental bronchus,fma:fma7400,http://purl.org/sig/ont/fma/fma7400,
,,VHF_right_lateral_basal_bronchus,Right lateral basal segmental bronchus,fma:fma7419,http://purl.org/sig/ont/fma/fma7419,
,,VHF_right_superior_bronchus,Right superior segmental bronchus,fma:fma7416,http://purl.org/sig/ont/fma/fma7416,
,,VHF_right_posterior_bronchus,Right posterior segmental bronchus,fma:fma7399,http://purl.org/sig/ont/fma/fma7399,
#VHFLung,#VHFemaleOrgans,VHF_lungs,lung,UBERON:0002048,http://purl.obolibrary.org/obo/UBERON_0002048,
,,VHF_left_lungs_L,left lung,UBERON:0002168,http://purl.obolibrary.org/obo/UBERON_0002168,
,,VHF_hilum_L,left lung hilus,UBERON:0004887,http://purl.obolibrary.org/obo/UBERON_0004887,
,,VHF_L_lung_upper_lobe,Upper Lobe of Left Lung,Uberon:0008952,http://purl.obolibrary.org/obo/UBERON_0008952,
,,VHF_hilum_upper_L,left lung hilus,UBERON:0004887,http://purl.obolibrary.org/obo/UBERON_0004887,
,,VHF_lingula_superior_bronchopulmonary_segment,Superior lingular bronchopulmonary segment,fma:fma:7374,http://purl.org/sig/ont/fma/fma7374,
,,VHF_left_anterior_bronchopulmonary_segment,Left Anterior Bronchopulmonary Segment,fma:fma:ID:7373,http://purl.org/sig/ont/fma/fma7373,
,,VHF_left_apical_bronchopulmonary_segment,Left apical bronchopulmonary segment,fma:fma:7385,http://purl.org/sig/ont/fma/fma7385,
,,VHF_left_posterior_bronchopulmonary_segment,Left posterior bronchopulmonary segment,fma:fma:7386,http://purl.org/sig/ont/fma/fma7386,
,,VHF_lingula_inferior_bronchopulmonary_segment,Inferior lingular bronchopulmonary segment,fma:fma:7375,http://purl.org/sig/ont/fma/fma7375,
,,VHF_L_lung_lower_lobe,Lower Lobe of Left Lung,Uberon:0008953,http://purl.obolibrary.org/obo/UBERON_0008953,
,,VHF_left_superior_bronchopulmonary_segment,Left superior bronchopulmonary segment,fma:fma:7376,http://purl.org/sig/ont/fma/fma7376,
,,VHF_left_posterior_basal_bronchopulmonary_segment,Left posterior basal bronchopulmonary segment,fma:fma:ID:7380,http://purl.org/sig/ont/fma/fma7380,
,,VHF_left_anterior_basal_bronchopulmonary_segment,left anterior basal bronchopulmonary segment,fma:fma:ID:7378,http://purl.org/sig/ont/fma/fma7378,
,,VHF_left_lateral_basal_bronchopulmonary_segment,left Lateral Basal Bronchopulmonary Segment,fma:fma:ID:7379,http://purl.org/sig/ont/fma/fma7379,
,,VHF_left_medial_basal_bronchopulmonary_segment,Left Medial Basal Bronchopulmonary Segment,fma:fma:ID:7377,http://purl.org/sig/ont/fma/fma7377,
,,VHF_hilum_lower_L,left lung hilus,UBERON:0004887,http://purl.obolibrary.org/obo/UBERON_0004887,
,,VHF_lungs_R,right lung,UBERON:0002167,http://purl.obolibrary.org/obo/UBERON_0002167,
,,VHF_hilum_R,right lung hilus,UBERON:0004888,http://purl.obolibrary.org/obo/UBERON_0004888,
,,VHF_R_lung_lower_lobe,Lower Lobe of Right Lung,UBERON:0002171,http://purl.obolibrary.org/obo/UBERON_0002171,
,,VHF_right_medial_basal_bronchopulmonary_segment,Right Medial Basal Bronchopulmonary Segment,fma:fma:7365,http://purl.org/sig/ont/fma/fma7365,
,,VHF_right_posterior_basal_bronchopulmonary_segment,Right Posterior Basal Bronchopulmonary Segment,fma:fma:7362,http://purl.org/sig/ont/fma/fma7362,
,,VHF_right_anterior_basal_bronchopulmonary_segment,Right anterior basal bronchopulmonary segment,fma:fma:7364,http://purl.org/sig/ont/fma/fma7364,
,,VHF_right_lateral_basal_bronchopulmonary_segment,Right Lateral Basal Bronchopulmonary Segment,fma:fma:7363,http://purl.org/sig/ont/fma/fma7363,
,,VHF_right_superior_bronchopulmonary_segment,Right Superior Bronchopulmonary Segment,fma:fma:7366,http://purl.org/sig/ont/fma/fma7366,
,,VHF_hilum_lower_R,right lung hilus,UBERON:0004888,http://purl.obolibrary.org/obo/UBERON_0004888,
,,VHF_R_lung_middle_lobe,Middle Lobe of Right Lung,UBERON:0002174,http://purl.obolibrary.org/obo/UBERON_0002174,
,,VHF_right_medial_bronchopulmonary_segment,Right Medial Bronchopulmonary Segment,fma:fma:7360,http://purl.org/sig/ont/fma/fma7360,
,,VHF_right_lateral_bronchopulmonary_segmennt,Right Lateral Bronchopulmonary Segment,fma:fma:7361,http://purl.org/sig/ont/fma/fma7361,
,,VHF_hilum_middle_R,right lung hilus,UBERON:0004888,http://purl.obolibrary.org/obo/UBERON_0004888,
,,VHF_R_lung_upper_lobe,Upper Lobe of Right Lung,UBERON:0002170,http://purl.obolibrary.org/obo/UBERON_0002170,
,,VHF_right_anterior_bronchopulmonary_segm,Right Anterior Bronchopulmonary Segment,fma:fma:7359,http://purl.org/sig/ont/fma/fma7359,
,,VHF_right_apical_bronchopulmonary_segment,Right Apical Bronchopulmonary Segment,fma:fma:7338,http://purl.org/sig/ont/fma/fma7338,
,,VHF_right_posterior_bronchopulmonary_segment,Right Posterior Bronchopulmonary Segment,fma:fma:7339,http://purl.org/sig/ont/fma/fma7339,
,,VHF_hilum_upper_R,right lung hilus,UBERON:0004888,http://purl.obolibrary.org/obo/UBERON_0004888,
#VHMBody,#VHMaleOrgans,VHM,,,,
#VHMCirculatorySystem,#VHMaleOrgans,VHM_circulatory_system,circulatory system,UBERON:0001009,http://purl.obolibrary.org/obo/UBERON_0001009,
#VHMHeart,#VHMaleOrgans,VHM_heart,heart,UBERON:0000948,http://purl.obolibrary.org/obo/UBERON_0000948,VH_M_Heart.glb
#VHMHeart,#VHMaleOrgans,VHM_heart_valve,valve,UBERON:0003978,http://purl.obolibrary.org/obo/UBERON_0003978,VH_M_Heart.glb
#VHMHeart,#VHMaleOrgans,VHM_mitral_valve,mitral valve,UBERON:0002135,http://purl.obolibrary.org/obo/UBERON_0002135,VH_M_Heart.glb
#VHMHeart,#VHMaleOrgans,VHM_tricuspid_valve,tricuspid valve,UBERON:0002134,http://purl.obolibrary.org/obo/UBERON_0002134,VH_M_Heart.glb
#VHMHeart,#VHMaleOrgans,VHM_aortic_valve,aortic valve,UBERON:0002137,http://purl.obolibrary.org/obo/UBERON_0002137,VH_M_Heart.glb
#VHMHeart,#VHMaleOrgans,VHM_pulmonary_valve,pulmonary valve,UBERON:0002146,http://purl.obolibrary.org/obo/UBERON_0002146,VH_M_Heart.glb
#VHMHeart,#VHMaleOrgans,VHM_papillary_muscle_of_heart,papillary muscle of heart,UBERON:0002494,http://purl.obolibrary.org/obo/UBERON_0002494,VH_M_Heart.glb
#VHMHeart,#VHMaleOrgans,VHM_papillary_muscle_of_heart_anterior,Anterior papillary muscle of left ventricle,fma:fma:7264,http://purl.org/sig/ont/fma/fma7264,VH_M_Heart.glb
#VHMHeart,#VHMaleOrgans,VHM_papillary_muscle_of_heart_anterolateral,Anterolateral head of lateral papillary muscle of left ventricle,fma:fma:7265,http://purl.org/sig/ont/fma/fma72655,VH_M_Heart.glb
#VHMHeart,#VHMaleOrgans,VHM_papillary_muscle_of_heart_medial,Septal papillary muscle of right ventricle,fma:fma:7262,http://purl.org/sig/ont/fma/fma7262,VH_M_Heart.glb
#VHMHeart,#VHMaleOrgans,VHM_papillary_muscle_of_heart_posterior,Posterior papillary muscle of right ventricle,fma:fma:7261,http://purl.org/sig/ont/fma/fma72611,VH_M_Heart.glb
#VHMHeart,#VHMaleOrgans,VHM_papillary_muscle_of_heart_posteromedial,Posteromedial head of posterior papillary muscle of left ventricle,fma:fma:7267,http://purl.org/sig/ont/fma/fma7267,VH_M_Heart.glb
,,VHM_cardiac_chamber,,,,VH_M_Heart.glb
#VHMHeart,#VHMaleOrgans,VHM_left_cardiac_atrium,left cardiac atrium,UBERON:0002079,http://purl.obolibrary.org/obo/UBERON_0002079,VH_M_Heart.glb
#VHMHeart,#VHMaleOrgans,VHM_right_cardiac_atrium,right cardiac atrium,UBERON:0002078,http://purl.obolibrary.org/obo/UBERON_0002078,VH_M_Heart.glb
#VHMHeart,#VHMaleOrgans,VHM_heart_right_ventricle,heart right ventricle,UBERON:0002080,http://purl.obolibrary.org/obo/UBERON_0002080,VH_M_Heart.glb
#VHMHeart,#VHMaleOrgans,VHM_interventricular_septum,interventricular septum,UBERON:0002094,http://purl.obolibrary.org/obo/UBERON_0002094,VH_M_Heart.glb
#VHMHeart,#VHMaleOrgans,VHM_heart_left_ventricle,heart left ventricle,UBERON:0002084,http://purl.obolibrary.org/obo/UBERON_0002084,VH_M_Heart.glb
#VHMVasculature,#VHMaleOrgans,VHM_vasculature,vasculature,UBERON:0002049,http://purl.obolibrary.org/obo/UBERON_0002049,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_artery,artery,UBERON:0001637,http://purl.obolibrary.org/obo/UBERON_0001637,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_inferior_mesenteric_artery,inferior mesenteric artery,UBERON:0001183,http://purl.obolibrary.org/obo/UBERON_0001183,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_splenic_artery,splenic artery,UBERON:0001194,http://purl.obolibrary.org/obo/UBERON_0001194,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_superior_mesenteric_artery,superior mesenteric artery,UBERON:0001182,http://purl.obolibrary.org/obo/UBERON_0001182,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_celiac_artery,celiac artery,UBERON:0001640,http://purl.obolibrary.org/obo/UBERON_0001640,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_aorta,aorta,UBERON:0000947,http://purl.obolibrary.org/obo/UBERON_0000947,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_aortic_arch,arch of aorta,UBERON:0001508,http://purl.obolibrary.org/obo/UBERON_0001508,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_ascending_aorta,ascending aorta,UBERON:0001496,http://purl.obolibrary.org/obo/UBERON_0001496,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_brachiocephalic_artery,brachiocephalic artery,UBERON:0001529,http://purl.obolibrary.org/obo/UBERON_0001529,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_brachiocephalic_artery_b,brachiocephalic artery,UBERON:0001529,http://purl.obolibrary.org/obo/UBERON_0001529,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_brachiocephalic_artery_a,brachiocephalic artery,UBERON:0001529,http://purl.obolibrary.org/obo/UBERON_0001529,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_left_common_carotid_artery,left common carotid artery plus branches,UBERON:0001536,http://purl.obolibrary.org/obo/UBERON_0001536,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_left_common_carotid_artery_a,left common carotid artery plus branches,UBERON:0001536,http://purl.obolibrary.org/obo/UBERON_0001536,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_left_common_carotid_artery_b,left common carotid artery plus branches,UBERON:0001536,http://purl.obolibrary.org/obo/UBERON_0001536,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_left_subclavian_artery,left subclavian artery,UBERON:0001584,http://purl.obolibrary.org/obo/UBERON_0001584,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_left_subclavian_artery_a,left subclavian artery,UBERON:0001584,http://purl.obolibrary.org/obo/UBERON_0001584,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_left_subclavian_artery_b,left subclavian artery,UBERON:0001584,http://purl.obolibrary.org/obo/UBERON_0001584,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_descending_aorta,descending aorta,UBERON:0001514,http://purl.obolibrary.org/obo/UBERON_0001514,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_descending_aorta_a,descending aorta,UBERON:0001514,http://purl.obolibrary.org/obo/UBERON_0001514,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_descending_aorta_b,descending aorta,UBERON:0001514,http://purl.obolibrary.org/obo/UBERON_0001514,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_cardiac_artery,,,,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_left_anterior_descending_artery,Anterior descending branch of left pulmonary artery,fma:fma8636,http://purl.org/sig/ont/fma/fma8636,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_right_marginal_artery,marginal branch of right coronary artery,fma:fma3818,http://purl.org/sig/ont/fma/fma3818,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_right_posterior_descending_artery,Posterior interventricular branch of right coronary artery,fma:fma3840,http://purl.org/sig/ont/fma/fma3840,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_diagonal_branch_of_anterior_descending_branch_of_left_coronary_artery,Diagonal branch of anterior descending branch of left coronary artery,fma:fma3860,http://purl.org/sig/ont/fma/fma3860,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_left_coronary_artery,left coronary artery,UBERON:0001626,http://purl.obolibrary.org/obo/UBERON_0001626,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_right_coronary_artery,right coronary artery,UBERON:0001625,http://purl.obolibrary.org/obo/UBERON_0001625,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_diagonal_branch_of_left_anterior_descending_artery,Diagonal branch of anterior descending branch of left coronary artery,fma:fma3860,http://purl.org/sig/ont/fma/fma3860,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_left_marginal_branch,Left marginal artery,fma:fma3902,http://purl.org/sig/ont/fma/fma3902,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_pulmonary_artery,pulmonary artery,UBERON:0002012,http://purl.obolibrary.org/obo/UBERON_0002012,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_pulmonary_artery_L,left pulmonary artery,UBERON:0001652,http://purl.obolibrary.org/obo/UBERON_0001652,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_pulmonary_artery_R,right pulmonary artery,UBERON:0001651,http://purl.obolibrary.org/obo/UBERON_0001651,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_pulmonary_trunk,pulmonary trunk,UBERON:0002333,http://purl.obolibrary.org/obo/UBERON_0002333,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_renal_artery,renal artery,UBERON:0001184,http://purl.obolibrary.org/obo/UBERON_0001184,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_left_renal_artery,left renal artery,UBERON:0001186,http://purl.obolibrary.org/obo/UBERON_0001186,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_right_renal_artery,right renal artery,UBERON:0001185,http://purl.obolibrary.org/obo/UBERON_0001185,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_sigmoid_artery,sigmoid artery,UBERON:0035180,http://purl.obolibrary.org/obo/UBERON_0035180,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_sigmoid_artery_a,sigmoid artery,UBERON:0035180,http://purl.obolibrary.org/obo/UBERON_0035180,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_sigmoid_artery_b,sigmoid artery,UBERON:0035180,http://purl.obolibrary.org/obo/UBERON_0035180,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_sigmoid_artery_c,sigmoid artery,UBERON:0035180,http://purl.obolibrary.org/obo/UBERON_0035180,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_colic_artery,colic artery,UBERON:0035548,http://purl.obolibrary.org/obo/UBERON_0035548,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_right_colic_artery,Right colic artery,fma:fma14811,http://purl.org/sig/ont/fma/fma14811,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_middle_colic_artery,middle colic artery,UBERON:0001196,http://purl.obolibrary.org/obo/UBERON_0001196,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_left_colic_artery,Left colic artery,fma:fma14826,http://purl.org/sig/ont/fma/fma14826,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_ileocolic_artery,ileocolic artery,UBERON:0035548,http://purl.obolibrary.org/obo/UBERON_0001197,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_marginal_artery_of_Drummond,marginal colic artery,fma:fma14824,http://purl.org/sig/ont/fma/fma14824,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_vein,vein,UBERON:0001638,http://purl.obolibrary.org/obo/UBERON_0001638,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_inferior_mesenteric_vein,inferior mesenteric vein,UBERON:0001215,http://purl.obolibrary.org/obo/UBERON_0001215,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_median_sacral_vein,median sacral vein,UBERON:0006687,http://purl.obolibrary.org/obo/UBERON_0006687,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_hepatic_portal_vein,hepatic portal vein,UBERON:0001639,http://purl.obolibrary.org/obo/UBERON_0001639,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_sigmoid_vein,sigmoid vein,fma:fma15395,http://purl.org/sig/ont/fma/fma15395,VH_M_Vasculature
