node_id,node_group,node_label,node_mapped_to,tissue_label,tissue_mapped_to,organ_label,organ_mapped_to
Ductal_Epithelial_Cell_1,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_2,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_3,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_4,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_5,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_6,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_7,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_8,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_9,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_10,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_11,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_12,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_13,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
Ductal_Epithelial_Cell_14,Ductal_Epithelial_Cell,epithelial cell of exocrine pancreas,CL:1001433,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
Pancreatic_Acinar_Cell_1,Pancreatic_Acinar_Cell,pancreatic acinar cell,CL:0002064,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
Pancreatic_Acinar_Cell_2,Pancreatic_Acinar_Cell,pancreatic acinar cell,CL:0002064,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
Pancreatic_Acinar_Cell_3,Pancreatic_Acinar_Cell,pancreatic acinar cell,CL:0002064,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
Pancreatic_Acinar_Cell_4,Pancreatic_Acinar_Cell,pancreatic acinar cell,CL:0002064,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
Pancreatic_Acinar_Cell_5,Pancreatic_Acinar_Cell,pancreatic acinar cell,CL:0002064,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
Pancreatic_Acinar_Cell_6,Pancreatic_Acinar_Cell,pancreatic acinar cell,CL:0002064,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
Pancreatic_Acinar_Cell_7,Pancreatic_Acinar_Cell,pancreatic acinar cell,CL:0002064,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
Pancreatic_Acinar_Cell_8,Pancreatic_Acinar_Cell,pancreatic acinar cell,CL:0002064,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
Pancreatic_Acinar_Cell_9,Pancreatic_Acinar_Cell,pancreatic acinar cell,CL:0002064,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
Centroacinar_Cell_1,Centroacinar_Cell,pancreatic centro-acinar cell,CL:0002080,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
Centroacinar_Cell_2,Centroacinar_Cell,pancreatic centro-acinar cell,CL:0002080,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
Tuft_Cell,Tuft_Cell,intestinal tuft cell,CL:0019032,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
Pancreatic_Goblet_Cell,Pancreatic_Goblet_Cell,pancreatic goblet cell,CL:1000322,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
Intercalated_Duct,Intercalated_Duct,intercalated duct of pancreas,UBERON:0014726,pancreatic acinus,UBERON:0001263,Pancreas,UBERON:0001264
