node_id,node_label,node_mapped_to,tissue_label,tissue_mapped_to,organ_label,organ_mapped_to
Cortical_collecting_duct_AS,cortical collecting duct,UBERON:0004203,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_1,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_2,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_3,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_4,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_5,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_6,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_7,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_8,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_9,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_10,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_11,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_12,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_13,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_14,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Cortical_Collecting_Duct_Cell_15,kidney cortex collecting duct principal cell,CL:1000714,nephron,UBERON:0001285,Kidney,UBERON:0002113
Proximal_Tubule_S3,proximal straight tubule,UBERON:0001290,nephron,UBERON:0001285,Kidney,UBERON:0002113
