node_id,node_group,node_label,node_mapped_to,tissue_label,tissue_mapped_to,organ_label,organ_mapped_to
Hepatic_Portal_Fibroblast_1,Hepatic_Portal_Fibroblast,hepatic portal fibroblast,CL:0009100,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Hepatic_Portal_Fibroblast_2,Hepatic_Portal_Fibroblast,hepatic portal fibroblast,CL:0009100,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Hepatic_Portal_Fibroblast_3,Hepatic_Portal_Fibroblast,hepatic portal fibroblast,CL:0009100,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Hepatic_Portal_Fibroblast_4,Hepatic_Portal_Fibroblast,hepatic portal fibroblast,CL:0009100,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Blood_Vessel_Smooth_Muscle_Cell_1,Blood_Vessel_Smooth_Muscle_Cell,blood vessel smooth muscle cell,CL:0019018,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Blood_Vessel_Smooth_Muscle_Cell_2,Blood_Vessel_Smooth_Muscle_Cell,blood vessel smooth muscle cell,CL:0019018,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Blood_Vessel_Smooth_Muscle_Cell_3,Blood_Vessel_Smooth_Muscle_Cell,blood vessel smooth muscle cell,CL:0019018,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Blood_Vessel_Smooth_Muscle_Cell_4,Blood_Vessel_Smooth_Muscle_Cell,blood vessel smooth muscle cell,CL:0019018,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Blood_Vessel_Smooth_Muscle_Cell_5,Blood_Vessel_Smooth_Muscle_Cell,blood vessel smooth muscle cell,CL:0019018,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Blood_Vessel_Smooth_Muscle_Cell_6,Blood_Vessel_Smooth_Muscle_Cell,blood vessel smooth muscle cell,CL:0019018,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Blood_Vessel_Smooth_Muscle_Cell_7,Blood_Vessel_Smooth_Muscle_Cell,blood vessel smooth muscle cell,CL:0019018,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Blood_Vessel_Smooth_Muscle_Cell_8,Blood_Vessel_Smooth_Muscle_Cell,blood vessel smooth muscle cell,CL:0019018,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Endothelial_Cell_1,Endothelial_Cell,endothelial cell of artery,CL:1000413,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Endothelial_Cell_2,Endothelial_Cell,endothelial cell of artery,CL:1000413,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Endothelial_Cell_3,Endothelial_Cell,endothelial cell of artery,CL:1000413,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Endothelial_Cell_4,Endothelial_Cell,endothelial cell of artery,CL:1000413,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Stratified_Cuboidal_Epithelial_Cell_1,Stratified_Cuboidal_Epithelial_Cell,stratified cuboidal epithelial cell,CL:0000241,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Stratified_Cuboidal_Epithelial_Cell_2,Stratified_Cuboidal_Epithelial_Cell,stratified cuboidal epithelial cell,CL:0000241,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Stratified_Cuboidal_Epithelial_Cell_3,Stratified_Cuboidal_Epithelial_Cell,stratified cuboidal epithelial cell,CL:0000241,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Stratified_Cuboidal_Epithelial_Cell_4,Stratified_Cuboidal_Epithelial_Cell,stratified cuboidal epithelial cell,CL:0000241,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Stratified_Cuboidal_Epithelial_Cell_5,Stratified_Cuboidal_Epithelial_Cell,stratified cuboidal epithelial cell,CL:0000241,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Stratified_Cuboidal_Epithelial_Cell_6,Stratified_Cuboidal_Epithelial_Cell,stratified cuboidal epithelial cell,CL:0000241,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Stratified_Cuboidal_Epithelial_Cell_7,Stratified_Cuboidal_Epithelial_Cell,stratified cuboidal epithelial cell,CL:0000241,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Columnar_Cuboidal_epithelial_Cell_1,Columnar_Cuboidal_epithelial_Cell,columnar/cuboidal epithelial cell,CL:0000075,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Columnar_Cuboidal_epithelial_Cell_2,Columnar_Cuboidal_epithelial_Cell,columnar/cuboidal epithelial cell,CL:0000075,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Columnar_Cuboidal_epithelial_Cell_3,Columnar_Cuboidal_epithelial_Cell,columnar/cuboidal epithelial cell,CL:0000075,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Columnar_Cuboidal_epithelial_Cell_4,Columnar_Cuboidal_epithelial_Cell,columnar/cuboidal epithelial cell,CL:0000075,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Columnar_Cuboidal_epithelial_Cell_5,Columnar_Cuboidal_epithelial_Cell,columnar/cuboidal epithelial cell,CL:0000075,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Columnar_Cuboidal_epithelial_Cell_6,Columnar_Cuboidal_epithelial_Cell,columnar/cuboidal epithelial cell,CL:0000075,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Columnar_Cuboidal_epithelial_Cell_7,Columnar_Cuboidal_epithelial_Cell,columnar/cuboidal epithelial cell,CL:0000075,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Columnar_Cuboidal_epithelial_Cell_8,Columnar_Cuboidal_epithelial_Cell,columnar/cuboidal epithelial cell,CL:0000075,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Columnar_Cuboidal_epithelial_Cell_9,Columnar_Cuboidal_epithelial_Cell,columnar/cuboidal epithelial cell,CL:0000075,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Vein_Endothelial_Cell_1,Vein_Endothelial_Cell,vein endothelial cell,CL:0002543,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Vein_Endothelial_Cell_2,Vein_Endothelial_Cell,vein endothelial cell,CL:0002543,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Vein_Endothelial_Cell_3,Vein_Endothelial_Cell,vein endothelial cell,CL:0002543,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Vein_Endothelial_Cell_4,Vein_Endothelial_Cell,vein endothelial cell,CL:0002543,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Vein_Endothelial_Cell_5,Vein_Endothelial_Cell,vein endothelial cell,CL:0002543,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Vein_Endothelial_Cell_6,Vein_Endothelial_Cell,vein endothelial cell,CL:0002543,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Vein_Endothelial_Cell_7,Vein_Endothelial_Cell,vein endothelial cell,CL:0002543,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Vein_Endothelial_Cell_8,Vein_Endothelial_Cell,vein endothelial cell,CL:0002543,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Vein_Endothelial_Cell_9,Vein_Endothelial_Cell,vein endothelial cell,CL:0002543,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Vein_Endothelial_Cell_10,Vein_Endothelial_Cell,vein endothelial cell,CL:0002543,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Vein_Endothelial_Cell_11,Vein_Endothelial_Cell,vein endothelial cell,CL:0002543,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Vein_Endothelial_Cell_12,Vein_Endothelial_Cell,vein endothelial cell,CL:0002543,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Vein_Endothelial_Cell_13,Vein_Endothelial_Cell,vein endothelial cell,CL:0002543,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Hepatic_Progenitor_Cell_1,Hepatic_Progenitor_Cell,Hepatic oval stem cell,CL:0002196,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Hepatic_Progenitor_Cell_2,Hepatic_Progenitor_Cell,Hepatic oval stem cell,CL:0002196,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Hepatic_Progenitor_Cell_3,Hepatic_Progenitor_Cell,Hepatic oval stem cell,CL:0002196,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Hepatic_Progenitor_Cell_4,Hepatic_Progenitor_Cell,Hepatic oval stem cell,CL:0002196,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Hepatic_Progenitor_Cell_5,Hepatic_Progenitor_Cell,Hepatic oval stem cell,CL:0002196,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Hepatic_Progenitor_Cell_6,Hepatic_Progenitor_Cell,Hepatic oval stem cell,CL:0002196,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Hepatic_Progenitor_Cell_7,Hepatic_Progenitor_Cell,Hepatic oval stem cell,CL:0002196,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Hepatic_Progenitor_Cell_8,Hepatic_Progenitor_Cell,Hepatic oval stem cell,CL:0002196,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Hepatic_Progenitor_Cell_9,Hepatic_Progenitor_Cell,Hepatic oval stem cell,CL:0002196,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Hepatic_Progenitor_Cell_10,Hepatic_Progenitor_Cell,Hepatic oval stem cell,CL:0002196,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Hepatic_Progenitor_Cell_11,Hepatic_Progenitor_Cell,Hepatic oval stem cell,CL:0002196,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Hepatic_Progenitor_Cell_12,Hepatic_Progenitor_Cell,Hepatic oval stem cell,CL:0002196,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Hepatic_Progenitor_Cell_13,Hepatic_Progenitor_Cell,Hepatic oval stem cell,CL:0002196,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Hepatic_Progenitor_Cell_14,Hepatic_Progenitor_Cell,Hepatic oval stem cell,CL:0002196,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Hepatic_Progenitor_Cell_15,Hepatic_Progenitor_Cell,Hepatic oval stem cell,CL:0002196,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Hepatic_Progenitor_Cell_16,Hepatic_Progenitor_Cell,Hepatic oval stem cell,CL:0002196,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Hepatic_Progenitor_Cell_17,Hepatic_Progenitor_Cell,Hepatic oval stem cell,CL:0002196,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Hepatic_Progenitor_Cell_18,Hepatic_Progenitor_Cell,Hepatic oval stem cell,CL:0002196,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Endothelial_Cell_Of_Hepatic_Sinusoid_1,Endothelial_Cell_Of_Hepatic_Sinusoid,endothelial cell of hepatic sinusoid,CL:1000398,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Endothelial_Cell_Of_Hepatic_Sinusoid_2,Endothelial_Cell_Of_Hepatic_Sinusoid,endothelial cell of hepatic sinusoid,CL:1000398,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Endothelial_Cell_Of_Hepatic_Sinusoid_3,Endothelial_Cell_Of_Hepatic_Sinusoid,endothelial cell of hepatic sinusoid,CL:1000398,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Endothelial_Cell_Of_Hepatic_Sinusoid_4,Endothelial_Cell_Of_Hepatic_Sinusoid,endothelial cell of hepatic sinusoid,CL:1000398,liver lobule,UBERON:0004647,Liver,UBERON:0002107
Endothelial_Cell_Of_Hepatic_Sinusoid_5,Endothelial_Cell_Of_Hepatic_Sinusoid,endothelial cell of hepatic sinusoid,CL:1000398,liver lobule,UBERON:0004647,Liver,UBERON:0002107
