"node_id","node_label","node_mapped_to","tissue_label","tissue_mapped_to","organ_label","organ_mapped_to"
"Cortical_Collecting_Duct_Principal_Cell_1","kidney cortex collecting duct principal cell","http://purl.obolibrary.org/obo/CL_1000714","Cortical Collecting Duct","UBERON:0004203","Kidney","UBERON:0002113"
"Cortical_Collecting_Duct_Principal_Cell_2","kidney cortex collecting duct principal cell","http://purl.obolibrary.org/obo/CL_1000714","Cortical Collecting Duct","UBERON:0004203","Kidney","UBERON:0002113"
"Cortical_Collecting_Duct_Principal_Cell_3","kidney cortex collecting duct principal cell","http://purl.obolibrary.org/obo/CL_1000714","Cortical Collecting Duct","UBERON:0004203","Kidney","UBERON:0002113"
"Cortical_Collecting_Duct_Principal_Cell_4","kidney cortex collecting duct principal cell","http://purl.obolibrary.org/obo/CL_1000714","Cortical Collecting Duct","UBERON:0004203","Kidney","UBERON:0002113"
"Cortical_Collecting_Duct_Principal_Cell_5","kidney cortex collecting duct principal cell","http://purl.obolibrary.org/obo/CL_1000714","Cortical Collecting Duct","UBERON:0004203","Kidney","UBERON:0002113"
"Cortical_Collecting_Duct_Principal_Cell_6","kidney cortex collecting duct principal cell","http://purl.obolibrary.org/obo/CL_1000714","Cortical Collecting Duct","UBERON:0004203","Kidney","UBERON:0002113"
"Cortical_Collecting_Duct_Principal_Cell_7","kidney cortex collecting duct principal cell","http://purl.obolibrary.org/obo/CL_1000714","Cortical Collecting Duct","UBERON:0004203","Kidney","UBERON:0002113"
"Cortical_Collecting_Duct_Principal_Cell_8","kidney cortex collecting duct principal cell","http://purl.obolibrary.org/obo/CL_1000714","Cortical Collecting Duct","UBERON:0004203","Kidney","UBERON:0002113"
"Cortical_Collecting_Duct_Principal_Cell_9","kidney cortex collecting duct principal cell","http://purl.obolibrary.org/obo/CL_1000714","Cortical Collecting Duct","UBERON:0004203","Kidney","UBERON:0002113"
"Cortical_Collecting_Duct_Intercalated_Cell_Type_B_1","connecting tubule intercalated cell type B","http://purl.obolibrary.org/obo/CL_4030021","Cortical Collecting Duct","UBERON:0004203","Kidney","UBERON:0002113"
"Cortical_Collecting_Duct_Intercalated_Cell_Type_B_2","connecting tubule intercalated cell type B","http://purl.obolibrary.org/obo/CL_4030021","Cortical Collecting Duct","UBERON:0004203","Kidney","UBERON:0002113"
"Cortical_Collecting_Duct_Intercalted_Cell_Type_A_1","connecting tubule intercalated cell type A","http://purl.obolibrary.org/obo/CL_4030020","Cortical Collecting Duct","UBERON:0004203","Kidney","UBERON:0002113"
"Cortical_Collecting_Duct_Intercalted_Cell_Type_A_2","connecting tubule intercalated cell type A","http://purl.obolibrary.org/obo/CL_4030020","Cortical Collecting Duct","UBERON:0004203","Kidney","UBERON:0002113"
"Cortical_Collecting_Duct_Intercalted_Cell_Type_A_3","connecting tubule intercalated cell type A","http://purl.obolibrary.org/obo/CL_4030020","Cortical Collecting Duct","UBERON:0004203","Kidney","UBERON:0002113"
"Cortical_Collecting_Duct_Intercalted_Cell_Type_A_4","connecting tubule intercalated cell type A","http://purl.obolibrary.org/obo/CL_4030020","Cortical Collecting Duct","UBERON:0004203","Kidney","UBERON:0002113"
"Endothelium_Peritubular_Capillary","peritubular capillary endothelial cell","http://purl.obolibrary.org/obo/CL_1001033","Cortical Collecting Duct","UBERON:0004203","Kidney","UBERON:0002113"
