node_name,OntologyID,label
VH_F_larynx,UBERON:0001737,larynx
VH_F_laryngeal_cartilage,UBERON:0001739,laryngeal cartilage
VH_F_arytenoid_cartilage,UBERON:0001740,arytenoid cartilage
VH_F_arytenoid_cartilage_R,FMA:55113,Right arytenoid cartilage
VH_F_arytenoid_cartilage_L,FMA:55114,Left arytenoid cartilage
VH_F_epiglotic_cartilage,UBERON:0001742,epiglottic cartilage
VH_F_cricoid_cartilage,UBERON:0002375,cricoid cartilage
VH_F_thyroid_cartilage,UBERON:0001738,thyroid cartilage
VH_F_corniculate_cartilage,UBERON:0001741,corniculate cartilage
VH_F_corniculate_cartilage_L,FMA:55116,Left corniculate cartilage
VH_F_corniculate_cartilage_R,FMA:55115,Right corniculate cartilage
