"node_id","node_label","node_mapped_to","tissue_label","tissue_mapped_to","organ_label","organ_mapped_to"
"Thick_Ascending_Limb_Cell_1","kidney loop of Henle thick ascending limb epithelial cell","http://purl.obolibrary.org/obo/CL_1001106","thick ascending limb of loop of Henle","UBERON:0001291","Kidney","UBERON:0002113"
"Thick_Ascending_Limb_Cell_2","kidney loop of Henle thick ascending limb epithelial cell","http://purl.obolibrary.org/obo/CL_1001106","thick ascending limb of loop of Henle","UBERON:0001291","Kidney","UBERON:0002113"
"Thick_Ascending_Limb_Cell_3","kidney loop of Henle thick ascending limb epithelial cell","http://purl.obolibrary.org/obo/CL_1001106","thick ascending limb of loop of Henle","UBERON:0001291","Kidney","UBERON:0002113"
"Thick_Ascending_Limb_Cell_4","kidney loop of Henle thick ascending limb epithelial cell","http://purl.obolibrary.org/obo/CL_1001106","thick ascending limb of loop of Henle","UBERON:0001291","Kidney","UBERON:0002113"
"Thick_Ascending_Limb_Cell_5","kidney loop of Henle thick ascending limb epithelial cell","http://purl.obolibrary.org/obo/CL_1001106","thick ascending limb of loop of Henle","UBERON:0001291","Kidney","UBERON:0002113"
"Thick_Ascending_Limb_Cell_6","kidney loop of Henle thick ascending limb epithelial cell","http://purl.obolibrary.org/obo/CL_1001106","thick ascending limb of loop of Henle","UBERON:0001291","Kidney","UBERON:0002113"
"Thick_Ascending_Limb_Cell_7","kidney loop of Henle thick ascending limb epithelial cell","http://purl.obolibrary.org/obo/CL_1001106","thick ascending limb of loop of Henle","UBERON:0001291","Kidney","UBERON:0002113"
"Thick_Ascending_Limb_Cell_8","kidney loop of Henle thick ascending limb epithelial cell","http://purl.obolibrary.org/obo/CL_1001106","thick ascending limb of loop of Henle","UBERON:0001291","Kidney","UBERON:0002113"
"Thick_Ascending_Limb_Cell_9","kidney loop of Henle thick ascending limb epithelial cell","http://purl.obolibrary.org/obo/CL_1001106","thick ascending limb of loop of Henle","UBERON:0001291","Kidney","UBERON:0002113"
"Endothelium_Peritubular_Capillary","peritubular capillary endothelial cell","http://purl.obolibrary.org/obo/CL_1001033","thick ascending limb of loop of Henle","UBERON:0001291","Kidney","UBERON:0002113"
