anatomical_structure_of,node_name,label,OntologyID,representation_of
#VHFLungV1.2,VH_F_respiratory_system,respiratory system,UBERON:0001004,http://purl.obolibrary.org/obo/UBERON_0001004
#VHFLungV1.2,VH_F_lungs,lung,UBERON:0002048,http://purl.obolibrary.org/obo/UBERON_0002048
#VHFLungV1.2,VH_F_left_lungs_L,left lung,UBERON:0002168,http://purl.obolibrary.org/obo/UBERON_0002168
#VHFLungV1.2,VH_F_hilum_L,left lung hilus,UBERON:0004887,http://purl.obolibrary.org/obo/UBERON_0004887
#VHFLungV1.2,VH_F_L_lung_upper_lobe,Upper Lobe of Left Lung,UBERON:0008952,http://purl.obolibrary.org/obo/UBERON_0008952
#VHFLungV1.2,VH_F_hilum_upper_L,left lung hilus,UBERON:0004887,http://purl.obolibrary.org/obo/UBERON_0004887
#VHFLungV1.2,VH_F_lingula_superior_bronchopulmonary_segment,Superior lingular bronchopulmonary segment,FMA:7374,http://purl.org/sig/ont/fma/fma7374
#VHFLungV1.2,VH_F_left_anterior_bronchopulmonary_segment,Left Anterior Bronchopulmonary Segment,FMA:7373,http://purl.org/sig/ont/fma/fma7373
#VHFLungV1.2,VH_F_left_apical_bronchopulmonary_segment,Left apical bronchopulmonary segment,FMA:7385,http://purl.org/sig/ont/fma/fma7385
#VHFLungV1.2,VH_F_left_posterior_bronchopulmonary_segment,Left posterior bronchopulmonary segment,FMA:7386,http://purl.org/sig/ont/fma/fma7386
#VHFLungV1.2,VH_F_lingula_inferior_bronchopulmonary_segment,Inferior lingular bronchopulmonary segment,FMA:7375,http://purl.org/sig/ont/fma/fma7375
#VHFLungV1.2,VH_F_L_lung_lower_lobe,Lower Lobe of Left Lung,UBERON:0008953,http://purl.obolibrary.org/obo/UBERON_0008953
#VHFLungV1.2,VH_F_left_superior_bronchopulmonary_segment,Left superior bronchopulmonary segment,FMA:7376,http://purl.org/sig/ont/fma/fma7376
#VHFLungV1.2,VH_F_left_posterior_basal_bronchopulmonary_segment,Left posterior basal bronchopulmonary segment,FMA:7380,http://purl.org/sig/ont/fma/fma7380
#VHFLungV1.2,VH_F_left_anterior_basal_bronchopulmonary_segment,left anterior basal bronchopulmonary segment,FMA:7378,http://purl.org/sig/ont/fma/fma7378
#VHFLungV1.2,VH_F_left_lateral_basal_bronchopulmonary_segment,left Lateral Basal Bronchopulmonary Segment,FMA:7379,http://purl.org/sig/ont/fma/fma7379
#VHFLungV1.2,VH_F_left_medial_basal_bronchopulmonary_segment,Left Medial Basal Bronchopulmonary Segment,FMA:7377,http://purl.org/sig/ont/fma/fma7377
#VHFLungV1.2,VH_F_hilum_lower_L,left lung hilus,UBERON:0004887,http://purl.obolibrary.org/obo/UBERON_0004887
#VHFLungV1.2,VH_F_lungs_R,right lung,UBERON:0002167,http://purl.obolibrary.org/obo/UBERON_0002167
#VHFLungV1.2,VH_F_hilum_R,right lung hilus,UBERON:0004888,http://purl.obolibrary.org/obo/UBERON_0004888
#VHFLungV1.2,VH_F_R_lung_lower_lobe,Lower Lobe of Right Lung,UBERON:0002171,http://purl.obolibrary.org/obo/UBERON_0002171
#VHFLungV1.2,VH_F_right_medial_basal_bronchopulmonary_segment,Right Medial Basal Bronchopulmonary Segment,FMA:7365,http://purl.org/sig/ont/fma/fma7365
#VHFLungV1.2,VH_F_right_posterior_basal_bronchopulmonary_segment,Right Posterior Basal Bronchopulmonary Segment,FMA:7362,http://purl.org/sig/ont/fma/fma7362
#VHFLungV1.2,VH_F_right_anterior_basal_bronchopulmonary_segment,Right anterior basal bronchopulmonary segment,FMA:7364,http://purl.org/sig/ont/fma/fma7364
#VHFLungV1.2,VH_F_right_lateral_basal_bronchopulmonary_segment,Right Lateral Basal Bronchopulmonary Segment,FMA:7363,http://purl.org/sig/ont/fma/fma7363
#VHFLungV1.2,VH_F_right_superior_bronchopulmonary_segment,Right Superior Bronchopulmonary Segment,FMA:7366,http://purl.org/sig/ont/fma/fma7366
#VHFLungV1.2,VH_F_hilum_lower_R,right lung hilus,UBERON:0004888,http://purl.obolibrary.org/obo/UBERON_0004888
#VHFLungV1.2,VH_F_R_lung_middle_lobe,Middle Lobe of Right Lung,UBERON:0002174,http://purl.obolibrary.org/obo/UBERON_0002174
#VHFLungV1.2,VH_F_right_medial_bronchopulmonary_segment,Right Medial Bronchopulmonary Segment,FMA:7360,http://purl.org/sig/ont/fma/fma7360
#VHFLungV1.2,VH_F_right_lateral_bronchopulmonary_segmennt,Right Lateral Bronchopulmonary Segment,FMA:7361,http://purl.org/sig/ont/fma/fma7361
#VHFLungV1.2,VH_F_hilum_middle_R,right lung hilus,UBERON:0004888,http://purl.obolibrary.org/obo/UBERON_0004888
#VHFLungV1.2,VH_F_R_lung_upper_lobe,Upper Lobe of Right Lung,UBERON:0002170,http://purl.obolibrary.org/obo/UBERON_0002170
#VHFLungV1.2,VH_F_right_anterior_bronchopulmonary_segm,Right Anterior Bronchopulmonary Segment,FMA:7359,http://purl.org/sig/ont/fma/fma7359
#VHFLungV1.2,VH_F_right_apical_bronchopulmonary_segment,Right Apical Bronchopulmonary Segment,FMA:7338,http://purl.org/sig/ont/fma/fma7338
#VHFLungV1.2,VH_F_right_posterior_bronchopulmonary_segment,Right Posterior Bronchopulmonary Segment,FMA:7339,http://purl.org/sig/ont/fma/fma7339
#VHFLungV1.2,VH_F_hilum_upper_R,right lung hilus,UBERON:0004888,http://purl.obolibrary.org/obo/UBERON_0004888
#VHFLungV1.2,VH_F_bronchi,bronchus,UBERON:0002185,http://purl.obolibrary.org/obo/UBERON_0002185
#VHFLungV1.2,VH_F_cartilage_of_lobar_bronchus_L,Cartilage of lobar bronchus,FMA:62659,http://purl.org/sig/ont/fma/fma62659
#VHFLungV1.2,VH_F_cartilage_of_tertiary_bronchus_L,Cartilage of segmental bronchus,FMA:62662,http://purl.org/sig/ont/fma/fma62662
#VHFLungV1.2,VH_F_lobar_bronchi_L,lobar bronchus of left lung,UBERON:0003405,http://purl.obolibrary.org/obo/UBERON_0003405
#VHFLungV1.2,VH_F_left_superior_lobar_bronchus,lobar bronchus of left lung upper lobe,UBERON:0012065,http://purl.obolibrary.org/obo/UBERON_0012065
#VHFLungV1.2,VH_F_left_inferior_lobar_bronchus,lobar bronchus of left lung lower lobe,UBERON:0012066,http://purl.obolibrary.org/obo/UBERON_0012066
#VHFLungV1.2,VH_F_tertiary_bronchi_L,Segmental bronchus,UBERON:0002184,http://purl.obolibrary.org/obo/UBERON_0002184
#VHFLungV1.2,VH_F_left_anterior_basal_bronchus,Left anterior basal segmental bronchus,FMA:7506,http://purl.org/sig/ont/fma/fma7506
#VHFLungV1.2,VH_F_left_lingula_superior_bronchus,Superior lingular bronchus,FMA:7430,http://purl.org/sig/ont/fma/fma7430
#VHFLungV1.2,VH_F_left_apical_bronchus,Left apical segmental bronchus,FMA:7426,http://purl.org/sig/ont/fma/fma7426
#VHFLungV1.2,VH_F_left_posterior_basal_bronchus,Left posterior basal segmental bronchus,FMA:7508,http://purl.org/sig/ont/fma/fma7508
#VHFLungV1.2,VH_F_left_medial_basal_bronchus,Left medial basal segmental bronchus,FMA:7505,http://purl.org/sig/ont/fma/fma7505
#VHFLungV1.2,VH_F_left_superior_bronchus,Left superior segmental bronchus,FMA:7504,http://purl.org/sig/ont/fma/fma7504
#VHFLungV1.2,VH_F_left_anterior_bronchus,Left anterior segmental bronchus,FMA:7428,http://purl.org/sig/ont/fma/fma7428
#VHFLungV1.2,VH_F_left_posterior_bronchus,Left posterior segmental bronchus,FMA:7427,http://purl.org/sig/ont/fma/fma7427
#VHFLungV1.2,VH_F_left_lateral_basal_bronchus,Left lateral basal segmental bronchus,FMA:7507,http://purl.org/sig/ont/fma/fma7507
#VHFLungV1.2,VH_F_left_lingula_inferior_bronchi,Inferior lingular bronchus,FMA:7431,http://purl.org/sig/ont/fma/fma7431
#VHFLungV1.2,VH_F_cartilage_of_lobar_bronchus_R,Cartilage of lobar bronchus,FMA:62659,http://purl.org/sig/ont/fma/fma62659
#VHFLungV1.2,VH_F_cartilage_of_tertiary_bronchus_R,Cartilage of segmental bronchus,FMA:62662,http://purl.org/sig/ont/fma/fma62662
#VHFLungV1.2,VH_F_lobar_bronchus_R,lobar bronchus of right lung,UBERON:0003404,http://purl.obolibrary.org/obo/UBERON_0003404
#VHFLungV1.2,VH_F_right_middle_lobar_bronchus,Middle lobar bronchus,FMA:7401,http://purl.org/sig/ont/fma/fma7401
#VHFLungV1.2,VH_F_right_superior_lobar_bronchus,Right superior lobar bronchus,FMA:7397,http://purl.org/sig/ont/fma/fma7397
#VHFLungV1.2,VH_F_right_inferior_lobar_bronchus,Right inferior lobar bronchus,FMA:7404,http://purl.org/sig/ont/fma/fma7404
#VHFLungV1.2,VH_F_tertiary_bronchi_R,Segmental bronchus,UBERON:0002184,http://purl.obolibrary.org/obo/UBERON_0002184
#VHFLungV1.2,VH_F_right_anterior_bronchus,Right anterior segmental bronchus,FMA:7400,http://purl.org/sig/ont/fma/fma7400
#VHFLungV1.2,VH_F_right_lateral_basal_bronchus,Right lateral basal segmental bronchus,FMA:7419,http://purl.org/sig/ont/fma/fma7419
#VHFLungV1.2,VH_F_right_lateral_bronchus,Lateral segmental bronchus,FMA:7402,http://purl.org/sig/ont/fma/fma7402
#VHFLungV1.2,VH_F_right_medial_bronchus,Medial segmental bronchus,FMA:7403,http://purl.org/sig/ont/fma/fma7403
#VHFLungV1.2,VH_F_right_medial_basal_bronchus,Right medial basal segmental bronchus,FMA:7417,http://purl.org/sig/ont/fma/fma7417
#VHFLungV1.2,VH_F_right_posterior_basal_bronchus,Right posterior basal segmental bronchus,FMA:7420,http://purl.org/sig/ont/fma/fma7420
#VHFLungV1.2,VH_F_right_posterior_bronchus,Right posterior segmental bronchus,FMA:7399,http://purl.org/sig/ont/fma/fma7399
#VHFLungV1.2,VH_F_right_superior_bronchus,Right superior segmental bronchus,FMA:7416,http://purl.org/sig/ont/fma/fma7416
#VHFLungV1.2,VH_F_right_apical_bronchus,Right apical segmental bronchus,FMA:7398,http://purl.org/sig/ont/fma/fma7398
#VHFLungV1.2,VH_F_right_anterior_basal_bronchus,Right anterior basal segmental bronchus,FMA:7418,http://purl.org/sig/ont/fma/fma7418
