node_id,node_label,node_mapped_to,tissue_label,tissue_mapped_to,organ_label,organ_mapped_to
Prickle_Cell_1,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_2,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_3,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_4,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_5,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_6,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_7,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_8,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_9,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_10,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_11,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_12,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_13,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_14,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_15,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_16,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_17,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_18,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_19,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_20,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_21,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_22,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_23,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
Prickle_Cell_24,prickle cell,CL:0000649,epidermal ridge of digit,UBERON:0013487,Skin,UBERON:0002097
