"node_id","node_label","node_mapped_to","tissue_label","tissue_mapped_to","organ_label","organ_mapped_to"
"Kupffer_Cell_1","Kupffer Cell","http://purl.obolibrary.org/obo/CL_0000091","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Endothelial_Cell_Of_Hepatic_Sinusoid_1","endothelial cell of hepatic sinusoid","http://purl.obolibrary.org/obo/CL_1000398","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Endothelial_Cell_Of_Hepatic_Sinusoid_2","endothelial cell of hepatic sinusoid","http://purl.obolibrary.org/obo/CL_1000398","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Endothelial_Cell_Of_Hepatic_Sinusoid_3","endothelial cell of hepatic sinusoid","http://purl.obolibrary.org/obo/CL_1000398","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Endothelial_Cell_Of_Hepatic_Sinusoid_4","endothelial cell of hepatic sinusoid","http://purl.obolibrary.org/obo/CL_1000398","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatic_Stellate_Cell_1","hepatic stellate cell","http://purl.obolibrary.org/obo/CL_0000632","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatic_Stellate_Cell_2","hepatic stellate cell","http://purl.obolibrary.org/obo/CL_0000632","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatocyte_1","hepatocyte","http://purl.obolibrary.org/obo/CL_0000182","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatocyte_2","hepatocyte","http://purl.obolibrary.org/obo/CL_0000182","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatocyte_3","hepatocyte","http://purl.obolibrary.org/obo/CL_0000182","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatocyte_4","hepatocyte","http://purl.obolibrary.org/obo/CL_0000182","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatocyte_5","hepatocyte","http://purl.obolibrary.org/obo/CL_0000182","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatocyte_6","hepatocyte","http://purl.obolibrary.org/obo/CL_0000182","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatocyte_7","hepatocyte","http://purl.obolibrary.org/obo/CL_0000182","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatocyte_8","hepatocyte","http://purl.obolibrary.org/obo/CL_0000182","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatocyte_9","hepatocyte","http://purl.obolibrary.org/obo/CL_0000182","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatocyte_10","hepatocyte","http://purl.obolibrary.org/obo/CL_0000182","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatocyte_11","hepatocyte","http://purl.obolibrary.org/obo/CL_0000182","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatocyte_12","hepatocyte","http://purl.obolibrary.org/obo/CL_0000182","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatocyte_13","hepatocyte","http://purl.obolibrary.org/obo/CL_0000182","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatocyte_14","hepatocyte","http://purl.obolibrary.org/obo/CL_0000182","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatocyte_15","hepatocyte","http://purl.obolibrary.org/obo/CL_0000182","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatocyte_16","hepatocyte","http://purl.obolibrary.org/obo/CL_0000182","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatocyte_17","hepatocyte","http://purl.obolibrary.org/obo/CL_0000182","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatocyte_18","hepatocyte","http://purl.obolibrary.org/obo/CL_0000182","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatocyte_19","hepatocyte","http://purl.obolibrary.org/obo/CL_0000182","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatocyte_20","hepatocyte","http://purl.obolibrary.org/obo/CL_0000182","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatic_Progenitor_Cell_1","hepatic oval stem cell","http://purl.obolibrary.org/obo/CL_0002196","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatic_Progenitor_Cell_2","hepatic oval stem cell","http://purl.obolibrary.org/obo/CL_0002196","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatic_Progenitor_Cell_3","hepatic oval stem cell","http://purl.obolibrary.org/obo/CL_0002196","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatic_Progenitor_Cell_4","hepatic oval stem cell","http://purl.obolibrary.org/obo/CL_0002196","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatic_Progenitor_Cell_5","hepatic oval stem cell","http://purl.obolibrary.org/obo/CL_0002196","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatic_Progenitor_Cell_6","hepatic oval stem cell","http://purl.obolibrary.org/obo/CL_0002196","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatic_Progenitor_Cell_7","hepatic oval stem cell","http://purl.obolibrary.org/obo/CL_0002196","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatic_Progenitor_Cell_8","hepatic oval stem cell","http://purl.obolibrary.org/obo/CL_0002196","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatic_Progenitor_Cell_9","hepatic oval stem cell","http://purl.obolibrary.org/obo/CL_0002196","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatic_Progenitor_Cell_10","hepatic oval stem cell","http://purl.obolibrary.org/obo/CL_0002196","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatic_Progenitor_Cell_11","hepatic oval stem cell","http://purl.obolibrary.org/obo/CL_0002196","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatic_Progenitor_Cell_12","hepatic oval stem cell","http://purl.obolibrary.org/obo/CL_0002196","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatic_Progenitor_Cell_13","hepatic oval stem cell","http://purl.obolibrary.org/obo/CL_0002196","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatic_Progenitor_Cell_14","hepatic oval stem cell","http://purl.obolibrary.org/obo/CL_0002196","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatic_Progenitor_Cell_15","hepatic oval stem cell","http://purl.obolibrary.org/obo/CL_0002196","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatic_Progenitor_Cell_16","hepatic oval stem cell","http://purl.obolibrary.org/obo/CL_0002196","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
"Hepatic_Progenitor_Cell_17","hepatic oval stem cell","http://purl.obolibrary.org/obo/CL_0002196","liver lobule","UBERON:0004647","Liver","UBERON:0002107"
