"Anatomical Structures, Cell Types and Biomarkers Table for Ovary v1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s): ,Kathleen O'Neill; Elizabeth Tsui; Monica M Laronda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0003-1980-6840; 0000-0003-4503-8494; 0000-0001-7840-4695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,Richard LeDuc (0000-0002-6951-2923); Ellen Quardokus (0000-0001-7655-4833),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,https://doi.org/10.48539/HBM643.BVHM.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,12/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,AS/6,AS/6/LABEL,AS/6/ID,AS/7,AS/7/LABEL,AS/7/ID,AS/8,AS/8/LABEL,AS/8/ID,AS/9,AS/9/LABEL,AS/9/ID,AS/10,AS/10/LABEL,AS/10/ID,CT/1,CT/1/LABEL,CT/1/ID,CT/2,CT/2/LABEL,CT/2/ID,CT/3,CT/3/LABEL,CT/3/ID,BGene/1,BGene/1/LABEL,BGene/1/ID,BGene/2,BGene/2/LABEL,BGene/2/ID,BGene/3,BGene/3/LABEL,BGene/3/ID,BGene/4,BGene/4/LABEL,BGene/4/ID,BGene/5,BGene/5/LABEL,BGene/5/ID,BGene/6,BGene/6/LABEL,BGene/6/ID,BGene/7,BGene/7/LABEL,BGene/7/ID,BGene/8,BGene/8/LABEL,BGene/8/ID,BGene/9,BGene/9/LABEL,BGene/9/ID,BGene/10,BGene/10/LABEL,BGene/10/ID,BProtein/1,BProtein/1/LABEL,BProtein/1/ID,BProtein/2,BProtein/2/LABEL,BProtein/2/ID,BProtein/3,BProtein/3/LABEL,BProtein/3/ID,BProtein/4,BProtein/4/LABEL,BProtein/4/ID,BProtein/5,BProtein/5/LABEL,BProtein/5/ID,BProtein/6,BProtein/6/LABEL,BProtein/6/ID,BProtein/7,BProtein/7/LABEL,BProtein/7/ID,BProtein/8,BProtein/8/LABEL,BProtein/8/ID,BProtein/9,BProtein/9/LABEL,BProtein/9/ID,BProtein/10,BProtein10/LABEL,BProtein10/ID,BProtein/11/,BProtein/11/LABEL,BProtein/11/ID,BProteoform/1,BProteoform/1/LABEL,BProteoform/1/ID,BProteoform/2,BProteoform/2/LABEL,BProteoform/2/ID,BLipid/1,BLipid/1/LABEL,BLipid/1/ID,BLipid/2,BLipid/2/LABEL,BLipid/2/ID,BMetabolites/1,BMetabolites/1/LABEL,BMetabolites/1/ID,BMetabolites/2,BMetabolites/2LABEL,BMetabolites/2/ID,FTU/1,FTU/1/LABEL,FTU/1/ID,REF/1,REF/1/DOI,REF/1/NOTES,REF/2,REF/2/DOI,REF/2/NOTES,REF/3,REF/3/DOI,REF/3/NOTES,REF/4,REF/4/DOI,REF/4/NOTES,REF/5,REF/5/DOI,REF/5/NOTES,REF/6,REF/6/DOI,REF/6/NOTES
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,antral follicle,,,"small antral follicle (class 3, 4, 5)",,,,,,,,,primary oocyte,primary oocyte,CL:0000654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,antral follicle,,,"small antral follicle (class 3, 4, 5)",,,granulosa cell layer,granulosa cell layer,UBERON:0005170,cumulus oophorus,cumulus oophorus,UBERON:0001306,corona radiata,corona radiata cell,CL:0000713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,antral follicle,,,"small antral follicle (class 3, 4, 5)",,,granulosa cell layer,granulosa cell layer,UBERON:0005170,,,,mural granulosa cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,antral follicle,,,"small antral follicle (class 3, 4, 5)",,,zona pellucida,zona pellucida,UBERON:0000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,antral follicle,,,"small antral follicle (class 3, 4, 5)",,,follicular antrum,follicular antrum,UBERON:0000039,follicular fluid,follicular fluid,UBERON:0000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,antral follicle,,,"small antral follicle (class 3, 4, 5)",,,theca cell layer,theca cell layer,UBERON:0000155,theca externa,theca externa,UBERON:0000156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,antral follicle,,,"small antral follicle (class 3, 4, 5)",,,theca cell layer,theca cell layer,UBERON:0000155,theca interna,theca interna,UBERON:0000157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,antral follicle,,,medium antral follicle (class 6),,,,,,,,,primary oocyte,primary oocyte,CL:0000654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,antral follicle,,,medium antral follicle (class 6),,,granulosa cell layer,granulosa cell layer,UBERON:0005170,cumulus oophorus,cumulus oophorus,UBERON:0001306,corona radiata,corona radiata cell,CL:0000713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,antral follicle,,,medium antral follicle (class 6),,,granulosa cell layer,granulosa cell layer,UBERON:0005170,,,,mural granulosa cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,antral follicle,,,medium antral follicle (class 6),,,zona pellucida,zona pellucida,UBERON:0000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,antral follicle,,,medium antral follicle (class 6),,,follicular antrum,follicular antrum,UBERON:0000039,follicular fluid,follicular fluid,UBERON:0000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,antral follicle,,,medium antral follicle (class 6),,,theca cell layer,theca cell layer,UBERON:0000155,theca externa,theca externa,UBERON:0000156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,antral follicle,,,medium antral follicle (class 6),,,theca cell layer,theca cell layer,UBERON:0000155,theca interna,theca interna,UBERON:0000157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,antral follicle,,,large antral follicle (class 7),,,,,,,,,primary oocyte,primary oocyte,CL:0000654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,antral follicle,,,large antral follicle (class 7),,,granulosa cell layer,granulosa cell layer,UBERON:0005170,cumulus oophorus,cumulus oophorus,UBERON:0001306,corona radiata,corona radiata cell,CL:0000713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,antral follicle,,,large antral follicle (class 7),,,granulosa cell layer,granulosa cell layer,UBERON:0005170,,,,mural granulosa cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,antral follicle,,,large antral follicle (class 7),,,zona pellucida,zona pellucida,UBERON:0000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,antral follicle,,,large antral follicle (class 7),,,follicular antrum,follicular antrum,UBERON:0000039,follicular fluid,follicular fluid,UBERON:0000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,antral follicle,,,large antral follicle (class 7),,,theca cell layer,theca cell layer,UBERON:0000155,theca externa,theca externa,UBERON:0000156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,antral follicle,,,large antral follicle (class 7),,,theca cell layer,theca cell layer,UBERON:0000155,theca interna,theca interna,UBERON:0000157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,preovulatory follicle,,,preovulatory antral follicle,,,,,,,,,primary oocyte,primary oocyte,CL:0000654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,preovulatory follicle,,,preovulatory antral follicle,,,granulosa cell layer,granulosa cell layer,UBERON:0005170,cumulus oophorus,cumulus oophorus,UBERON:0001306,corona radiata,corona radiata cell,CL:0000713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,preovulatory follicle,,,preovulatory antral follicle,,,granulosa cell layer,granulosa cell layer,UBERON:0005170,,,,mural granulosa cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,preovulatory follicle,,,preovulatory antral follicle,,,zona pellucida,zona pellucida,UBERON:0000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,preovulatory follicle,,,preovulatory antral follicle,,,theca cell layer,theca cell layer,UBERON:0000155,theca externa,theca externa,UBERON:0000156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,preovulatory follicle,,,preovulatory antral follicle,,,theca cell layer,theca cell layer,UBERON:0000155,theca interna,theca interna,UBERON:0000157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,preovulatory follicle,,,preovulatory antral follicle,,,follicular antrum,follicular antrum,UBERON:0000039,follicular fluid,follicular fluid,UBERON:0000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,preovulatory follicle,,,Graafian follicle,,,,,,,,,secondary oocyte,secondary oocyte,CL:0000655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,preovulatory follicle,,,Graafian follicle,,,granulosa cell layer,granulosa cell layer,UBERON:0005170,cumulus oophorus,cumulus oophorus,UBERON:0001306,corona radiata,corona radiata cell,CL:0000713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,preovulatory follicle,,,Graafian follicle,,,granulosa cell layer,granulosa cell layer,UBERON:0005170,,,,mural granulosa cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,preovulatory follicle,,,Graafian follicle,,,zona pellucida,zona pellucida,UBERON:0000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,preovulatory follicle,,,Graafian follicle,,,follicular antrum,follicular antrum,UBERON:0000039,follicular fluid,follicular fluid,UBERON:0000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,preovulatory follicle,,,Graafian follicle,,,theca cell layer,theca cell layer,UBERON:0000155,theca externa,theca externa,UBERON:0000156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
Ovary,Ovary,UBERON:0000992,central ovary,,,central inferior ovary,,,central inferior antimesenteric ovary,,,ovarian cortex,ovarian cortex,UBERON:0013191,ovarian follicle,ovarian follicle,UBERON:0001305,preovulatory follicle,,,Graafian follicle,,,theca cell layer,theca cell layer,UBERON:0000155,theca interna,theca interna,UBERON:0000157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PMID: 3558758,DOI: 10.1093/oxfordjournals.humrep.a136365,,,,,,,,,,,,,,,,
