node_id,node_label,node_mapped_to,tissue_label,tissue_mapped_to,organ_label,organ_mapped_to
Outer_Medullary_Collecting_Duct_Intercalted_Cell_Type_A_1,kidney outer medulla collecting duct intercalated cell,CL:1000717,outer medullary collecting duct,UBERON:0004204,Kidney,UBERON:0002113
Outer_Medullary_Collecting_Duct_Intercalted_Cell_Type_A_2,kidney outer medulla collecting duct intercalated cell,CL:1000717,outer medullary collecting duct,UBERON:0004204,Kidney,UBERON:0002113
Outer_Medullary_Collecting_Duct_Intercalted_Cell_Type_A_3,kidney outer medulla collecting duct intercalated cell,CL:1000717,outer medullary collecting duct,UBERON:0004204,Kidney,UBERON:0002113
Outer_Medullary_Collecting_Duct_Intercalted_Cell_Type_A_4,kidney outer medulla collecting duct intercalated cell,CL:1000717,outer medullary collecting duct,UBERON:0004204,Kidney,UBERON:0002113
Outer_Medullary_Collecting_Duct_Intercalted_Cell_Type_A_5,kidney outer medulla collecting duct intercalated cell,CL:1000717,outer medullary collecting duct,UBERON:0004204,Kidney,UBERON:0002113
Outer_Medullary_Collecting_Duct_Principal_Cell_1,kidney outer medulla collecting duct principal cell,CL:1000716,outer medullary collecting duct,UBERON:0004204,Kidney,UBERON:0002113
Outer_Medullary_Collecting_Duct_Principal_Cell_2,kidney outer medulla collecting duct principal cell,CL:1000716,outer medullary collecting duct,UBERON:0004204,Kidney,UBERON:0002113
Outer_Medullary_Collecting_Duct_Principal_Cell_3,kidney outer medulla collecting duct principal cell,CL:1000716,outer medullary collecting duct,UBERON:0004204,Kidney,UBERON:0002113
Outer_Medullary_Collecting_Duct_Principal_Cell_4,kidney outer medulla collecting duct principal cell,CL:1000716,outer medullary collecting duct,UBERON:0004204,Kidney,UBERON:0002113
Outer_Medullary_Collecting_Duct_Principal_Cell_5,kidney outer medulla collecting duct principal cell,CL:1000716,outer medullary collecting duct,UBERON:0004204,Kidney,UBERON:0002113
Outer_Medullary_Collecting_Duct_Principal_Cell_6,kidney outer medulla collecting duct principal cell,CL:1000716,outer medullary collecting duct,UBERON:0004204,Kidney,UBERON:0002113
Outer_Medullary_Collecting_Duct_Principal_Cell_7,kidney outer medulla collecting duct principal cell,CL:1000716,outer medullary collecting duct,UBERON:0004204,Kidney,UBERON:0002113
Outer_Medullary_Collecting_Duct_Principal_Cell_8,kidney outer medulla collecting duct principal cell,CL:1000716,outer medullary collecting duct,UBERON:0004204,Kidney,UBERON:0002113
Outer_Medullary_Collecting_Duct_Principal_Cell_9,kidney outer medulla collecting duct principal cell,CL:1000716,outer medullary collecting duct,UBERON:0004204,Kidney,UBERON:0002113
Outer_Medullary_Collecting_Duct_Principal_Cell_10,kidney outer medulla collecting duct principal cell,CL:1000716,outer medullary collecting duct,UBERON:0004204,Kidney,UBERON:0002113
Endothelium_Peritubular_Capillary,peritubular capillary endothelial cell,CL:1001033,outer medullary collecting duct,UBERON:0004204,Kidney,UBERON:0002113
