node_name,OntologyID,label
VH_M_male_reproductive_system,UBERON:0013754,integumentary system layer
VH_M_male_genital_duct,UBERON:0013754,integumentary system layer
VH_M_vas_deferens,UBERON:0013754,integumentary system layer
VH_M_vas_deferens_L,UBERON:0013754,integumentary system layer
VH_M_vas_deferens_R,UBERON:0013754,integumentary system layer
VH_M_seminal_vesicle,UBERON:0013754,integumentary system layer
VH_M_ejaculatory_duct,UBERON:0013754,integumentary system layer
VH_M_prostate_gland,UBERON:0013754,integumentary system layer
VH_M_prostatic_utricle,UBERON:0013754,integumentary system layer
VH_M_seminal_colliculus,UBERON:0013754,integumentary system layer
VH_M_prostate_duct,UBERON:0013754,integumentary system layer
VH_M_prostate_duct_R,UBERON:0013754,integumentary system layer
VH_M_prostate_duct_L,UBERON:0013754,integumentary system layer
VH_M_apex_of_prostate,UBERON:0013754,integumentary system layer
VH_M_base_of_prostate,UBERON:0013754,integumentary system layer
VH_M_peripheral_zone_of_prostate,UBERON:0013754,integumentary system layer
VH_M_peripheral_zone_of_prostate_R,UBERON:0013754,integumentary system layer
VH_M_peripheral_zone_of_prostate_L,UBERON:0013754,integumentary system layer
VH_M_transition_zone_of_prostate,UBERON:0013754,integumentary system layer
VH_M_transition_zone__of_prostate_L,UBERON:0013754,integumentary system layer
VH_M_transition_zone_of_prostate_R,UBERON:0013754,integumentary system layer
VH_M_central_zone_of_prostate,UBERON:0013754,integumentary system layer
VH_M_central_zone_of_prostate_R,UBERON:0013754,integumentary system layer
VH_M_central_zone_of_prostate_L,UBERON:0013754,integumentary system layer
VH_M_anterior_fibromuscular_stroma,UBERON:0013754,integumentary system layer
VH_M_anterior_fibromuscular_stroma_L,UBERON:0013754,integumentary system layer
VH_M_anterior_fibromuscular_stroma_R,UBERON:0013754,integumentary system layer
