"Anatomical Structures, Cell Types and Biomarkers (ASCT+B) Tables to 3D Reference Object Library Mapping",,,,,,,
,,,,,,,
Author Name(s):,"Ellen M. Quardokus;  Heidi Schlehlein; Bruce Herr, II; Katy Borner",,,,,,
Author ORCID(s):,"0000-0001-7655-4833; 0000-0002-3333-5646;  0000-0002-8977-498X, 0000-0002-6703-7647, 0000-0002-3321-6137",,,,,,
Reviewer(s):,,,,,,,
Reviewer ORCID(s):,,,,,,,
General Publication(s):,"Borner, Katy, Sarah A. Teichmann, Ellen M. Quardokus, James C. Gee, Kristen Browne, David Osumi-Sutherland, Bruce W. Herr, et al. 2021. ""Anatomical Structures, Cell Types and Biomarkers of the Human Reference Atlas."" Nature Cell Biology 23 (11): 1117-28. https://doi.org/10.1038/s41556-021-00788-6.",,,,,,
Data DOI:,https://doi.org/10.48539/HBM224.QJKZ.987,,,,,,
Date:,6/15/24,,,,,,
Version Number:,v1.6,,,,,,
anatomical_structure_of,source_spatial_entity,node_name,label,OntologyID,representation_of,node_type,glb file of single organs
#VHMAllenBrain,#VHMaleOrgans,Allen_zona_incerta_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_supraoptic_region_of_HTH_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_white_matter_of_forebrain_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_anterior_commissure_R,anterior commissure,UBERON:0000935,http://purl.obolibrary.org/obo/UBERON_0000935,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_corpus_callosum_R,corpus callosum,UBERON:0002336,http://purl.obolibrary.org/obo/UBERON_0002336,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_fornix_R,fornix of brain,UBERON:0000052,http://purl.obolibrary.org/obo/UBERON_0000052,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_mammillothalamic_tract_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_optic_tract_R,optic tract,UBERON:0001908,http://purl.obolibrary.org/obo/UBERON_0001908,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_anterior_horn_of_lateral_ventricle_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_body_of_lateral_ventricle_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_posterior_horn_of_lateral_ventricle_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_inferior_horn_of_lateral_ventricle_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_third_ventricle_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_cerebellar_vermis_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_cerebellar_deep_nuclei_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_white_matter_of_hindbrain_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_olfactory_tract_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_primary_motor_cortex_R,primary motor cortex,UBERON:0002703,http://purl.obolibrary.org/obo/UBERON_0002703,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_superior_frontal_gyrus_R,superior frontal gyrus,UBERON:0002661,http://purl.obolibrary.org/obo/UBERON_0002661,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_middle_frontal_gyrus_R,middle frontal gyrus,UBERON:0002702,http://purl.obolibrary.org/obo/UBERON_0002702,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_inferior_frontal_gyrus_triangular_part_R,triangular part of inferior frontal gyrus,UBERON:0002629,http://purl.obolibrary.org/obo/UBERON_0002629,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_inferior_frontal_gyrus_opercular_part_R,opercular part of inferior frontal gyrus,UBERON:0002980,http://purl.obolibrary.org/obo/UBERON_0002980,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_gyrus_rectus_straight_gyrus_R,gyrus rectus,UBERON:0004671,http://purl.obolibrary.org/obo/UBERON_0004671,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_medial_orbital_gyrus_R,medial orbital gyrus,UBERON:0002570,http://purl.obolibrary.org/obo/UBERON_0002570,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_anterior_intermediate_orbital_gyrus_R,intermediate orbital gyrus,UBERON:0002644,http://purl.obolibrary.org/obo/UBERON_0002644,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_posterior_intermediate_orbital_gyrus_R,intermediate orbital gyrus,UBERON:0002644,http://purl.obolibrary.org/obo/UBERON_0002644,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_lateral_orbital_gyrus_R,lateral orbital gyrus,UBERON:0002564,http://purl.obolibrary.org/obo/UBERON_0002564,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_paracentral_lobule_rostral_part_R,anterior segment of paracentral lobule,UBERON:0035932,http://purl.obolibrary.org/obo/UBERON_0035932,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_frontal_operculum_R,frontal operculum,UBERON:0002947,http://purl.obolibrary.org/obo/UBERON_0002947,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_postcentral_gyrus_R,postcentral gyrus,UBERON:0002581,http://purl.obolibrary.org/obo/UBERON_0002581,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_supraparietal_lobule_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_supramarginal_gyrus_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_angular_gyrus_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_precuneus_R,precuneus cortex,UBERON:0006093,http://purl.obolibrary.org/obo/UBERON_0006093,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_paracentral_lobule_caudal_part_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_superior_temporal_gyrus_R,superior temporal gyrus,UBERON:0002769,http://purl.obolibrary.org/obo/UBERON_0002769,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_middle_temporal_gyrus_R,middle temporal gyrus,UBERON:0002771,http://purl.obolibrary.org/obo/UBERON_0002771,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_inferior_temporal_gyrus_R,inferior temporal gyrus,UBERON:0002751,http://purl.obolibrary.org/obo/UBERON_0002751,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_occipitotemporal_fusiform_gyrus_temporal_part_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_transverse_temporal_gyrus_Heschls_gyrus_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_planum_temporale_R,planum temporale,UBERON:0022268,http://purl.obolibrary.org/obo/UBERON_0022268,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_temporal_pole_R,temporal pole,UBERON:0002576,http://purl.obolibrary.org/obo/UBERON_0002576,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_planum_polare_R,planum polare,UBERON:0023861,http://purl.obolibrary.org/obo/UBERON_0023861,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_occipital_pole_R,occipital pole,UBERON:0002902,http://purl.obolibrary.org/obo/UBERON_0002902,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_cuneus_R,cuneus cortex,UBERON:0006092,http://purl.obolibrary.org/obo/UBERON_0006092,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_lingual_gyrus_medial_occipitotemporal_gyrus_R,lingual gyrus,UBERON:0002943,http://purl.obolibrary.org/obo/UBERON_0002943,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_lateral_occipitotemporal_fusiform_gyrus_occipital_part_R,occipital fusiform gyrus,UBERON:0022364,http://purl.obolibrary.org/obo/UBERON_0022364,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_inferior_occipital_gyrus_R,inferior occipital gyrus,UBERON:0014608,http://purl.obolibrary.org/obo/UBERON_0014608,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_superior_occipital_gyrus_R,superior occipital gyrus,UBERON:0002948,http://purl.obolibrary.org/obo/UBERON_0002948,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_cingulate_gyrus_rostral_anterior_part_R,anterior cingulate gyrus,UBERON:0002756,http://purl.obolibrary.org/obo/UBERON_0002756,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_cingulate_gyrus_caudal_posterior_part_R,posterior cingulate gyrus,UBERON:0002740,http://purl.obolibrary.org/obo/UBERON_0002740,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_ingulo_parahippocampal_isthmus_R,isthmus of cingulate gyrus,UBERON:0002738,http://purl.obolibrary.org/obo/UBERON_0002738,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_subcallosal_gyrus_parolfactory_gyrus_R,subcallosal area,UBERON:0003020,http://purl.obolibrary.org/obo/UBERON_0003020,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_anterior_parahippocampal_gyrus_R,anterior parahippocampal gyrus,UBERON:0022383,http://purl.obolibrary.org/obo/UBERON_0022383,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_posterior_parahippocampal_gyrus_R,posterior parahippocampal gyrus,UBERON:0002657,http://purl.obolibrary.org/obo/UBERON_0002657,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_gyrus_ambiens_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_long_insular_gyri_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_short_insular_gyri_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_limen_insula_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_pretectal_region_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_red_nucleus_R,red nucleus,UBERON:0001947,http://purl.obolibrary.org/obo/UBERON_0001947,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_substantia_nigra_R,substantia nigra,UBERON:0002038,http://purl.obolibrary.org/obo/UBERON_0002038,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_superior_colliculus_R,superior colliculus,UBERON:0001945,http://purl.obolibrary.org/obo/UBERON_0001945,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_inferior_colliculus_R,inferior colliculus,UBERON:0001946,http://purl.obolibrary.org/obo/UBERON_0001946,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_cerebral_peduncle_crus_cerebri_R,cerebral peduncle,UBERON:0002623,http://purl.obolibrary.org/obo/UBERON_0002623,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_superior_cerebellar_peduncle_brachium_conjunctivum_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_cerebral_aqueduct_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_paravermis_of_cerebellum_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_lateral_hemisphere_of_cerebellum_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_basilar_part_of_pons_R,pontine nuclear group,UBERON:0002151,http://purl.obolibrary.org/obo/UBERON_0002151,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_pontine_tegmentum_R,pontine tegmentum,UBERON:0003023,UBERON:0003023,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_pyramidal_part_of_medulla_oblongata_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_tegmentum_of_medulla_oblongata_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_inferior_olive_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_inferior_cerebellar_peduncle_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_middle_cerebellar_peduncle_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_fourth_ventricle_R,fourth ventricle,UBERON:0002422,http://purl.obolibrary.org/obo/UBERON_0002422,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_central_canal_of_medulla_oblongata_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_midline_nuclear_complex_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_lateral_olfactory_gyrus_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_parietal_operculum_R,parietal operculum,UBERON:0002911,http://purl.obolibrary.org/obo/UBERON_0002911,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_optic_radiation_R,optic radiation,UBERON:0022264,http://purl.obolibrary.org/obo/UBERON_0022264,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_posteroventral_putamen_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_atrium_of_lateral_ventricle_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_paracingulate_gyrus_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_rostral_gyrus_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_frontomarginal_gyrus_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_frontal_pole_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_perirhinal_gyrus_rostral_part_of_FuGt_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_hypothalamus_L,hypothalamus,UBERON:0001898,http://purl.obolibrary.org/obo/UBERON_0001898,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_hypothalamus_R,hypothalamus,UBERON:0001898,http://purl.obolibrary.org/obo/UBERON_0001898,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_subthalamic_nucleus_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_mammillary_region_of_HTH_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_midbrain_tegmentum_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_tuberal_region_of_HTH_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_preoptic_region_of_HTH_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_midbrain_tegmentum_L,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_red_nucleus_L,red nucleus,UBERON:0001947,http://purl.obolibrary.org/obo/UBERON_0001947,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_inferior_colliculus_L,inferior colliculus,UBERON:0001946,http://purl.obolibrary.org/obo/UBERON_0001946,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_mammillary_region_of_HTH_L,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_subthalamic_nucleus_L,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_hippocampus_R,hippocampal formation,UBERON:0002421,http://purl.obolibrary.org/obo/UBERON_0002421,organizational,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_head_of_hippocampus_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_body_of_hippocampus_R,-,-,-,mesh,3d-allen-m-brain
#VHMAllenBrain,#VHMaleOrgans,Allen_tail_of_hippocampus_R,-,-,-,mesh,3d-allen-m-brain
#VHMBrain,#VHMaleOrgans,VH_M_optic_chiasm,optic chiasma,UBERON:0000959,http://purl.obolibrary.org/obo/UBERON_0000959,mesh,3d-allen-m-brain
-,#VHMaleOrgans,VH_M_nerves_of_eye,-,-,-,organizational,3d-vh-m-united
-,-,VH_M_nerves_of_eye_L,-,-,-,organizational,-
#VHMNervesEye,#VHMaleOrgans,VH_M_dura_mater_left,dura mater,UBERON:0002363,http://purl.obolibrary.org/obo/UBERON_0002363,mesh,VH_M_Nerves_Eye
#VHMNervesEye,#VHMaleOrgans,VH_M_left_optic_nerve,Left optic nerve,FMA:50878,http://purl.org/sig/ont/fma/fma50878,mesh,VH_M_Nerves_Eye
-,-,VH_M_nerves_of_eye_R,-,-,-,organizational,-
#VHMNervesEye,#VHMaleOrgans,VH_M_dura_mater_right,dura mater,UBERON:0002363,http://purl.obolibrary.org/obo/UBERON_0002363,mesh,VH_M_Nerves_Eye
#VHMNervesEye,#VHMaleOrgans,VH_M_right_optic_nerve,Right optic nerve,FMA:50875,http://purl.org/sig/ont/fma/fma50875,mesh,VH_M_Nerves_Eye
-,#VHMaleOrgans,VH_M_eyes,-,-,-,organizational,3d-vh-m-united
#VHMRightEye,#VHMaleOrgans,VH_M_eye_R,right eye,UBERON:0004549,http://purl.obolibrary.org/obo/UBERON_0004549,organizational,3d-vh-m-eye-r
#VHMRightEye,#VHMaleOrgans,VH_M_retina_R,Right retina,FMA:58302,http://purl.org/sig/ont/fma/fma58302,mesh,3d-vh-m-eye-r
#VHMRightEye,#VHMaleOrgans,VH_M_fovea_R,Right fovea centralis,FMA:58661,http://purl.org/sig/ont/fma/fma58661,mesh,3d-vh-m-eye-r
#VHMRightEye,#VHMaleOrgans,VH_M_macula_lutea_R,Right macula lutea,FMA:58638,http://purl.org/sig/ont/fma/fma58638,mesh,3d-vh-m-eye-r
#VHMRightEye,#VHMaleOrgans,VH_M_optic_disc_R,Right optic disc,FMA:58635,http://purl.org/sig/ont/fma/fma58635,mesh,3d-vh-m-eye-r
-,-,VH_M_palpebral_conjunctiva_R,-,-,-,organizational,-
#VHMRightEye,#VHMaleOrgans,VH_M_palpebral_conjunctiva_of_upper_eyelid_R,Palpebral conjunctiva of right upper eyelid,FMA:223076,http://purl.org/sig/ont/fma/fma223076,mesh,3d-vh-m-eye-r
#VHMRightEye,#VHMaleOrgans,VH_M_palpebral_conjunctiva_of_lower_eyelid_R,Palpebral conjunctiva of right lower eyelid,FMA:223074,http://purl.org/sig/ont/fma/fma223074,mesh,3d-vh-m-eye-r
#VHMRightEye,#VHMaleOrgans,VH_M_sclera_R,Right sclera,FMA:58271,http://purl.org/sig/ont/fma/fma58271,mesh,3d-vh-m-eye-r
#VHMRightEye,#VHMaleOrgans,VH_M_optic_choroid_R,Right choroid,FMA:58299,http://purl.org/sig/ont/fma/fma58299,mesh,3d-vh-m-eye-r
#VHMRightEye,#VHMaleOrgans,VH_M_pupil_R,right pupil,UBERON:0010224,http://purl.obolibrary.org/obo/UBERON_0010224,mesh,3d-vh-m-eye-r
#VHMRightEye,#VHMaleOrgans,VH_M_ciliary_processes_R,ciliary processes,UBERON:0010427,http://purl.obolibrary.org/obo/UBERON_0010427,mesh,3d-vh-m-eye-r
#VHMRightEye,#VHMaleOrgans,VH_M_suspensory_ligament_of_lens_R,Suspensory ligament of right lens,FMA:58839,http://purl.org/sig/ont/fma/fma58839,mesh,3d-vh-m-eye-r
#VHMRightEye,#VHMaleOrgans,VH_M_ora_serrata_of_retina_R,Right ora serrata,FMA:58601,http://purl.org/sig/ont/fma/fma58601,mesh,3d-vh-m-eye-r
#VHMRightEye,#VHMaleOrgans,VH_M_corneo_scleral_junction_R,Right corneoscleral junction,FMA:58343,http://purl.org/sig/ont/fma/fma58343,mesh,3d-vh-m-eye-r
#VHMRightEye,#VHMaleOrgans,VH_M_lens_R,Right lens,FMA:58242,http://purl.org/sig/ont/fma/fma58242,mesh,3d-vh-m-eye-r
#VHMRightEye,#VHMaleOrgans,VH_M_schlemms_canal_R,Right scleral venous sinus,FMA:51874,http://purl.org/sig/ont/fma/fma51874,mesh,3d-vh-m-eye-r
#VHMRightEye,#VHMaleOrgans,VH_M_aqueous_humor_R,Aqueous humor of right eyeball,FMA:58820,http://purl.org/sig/ont/fma/fma58820,mesh,3d-vh-m-eye-r
#VHMRightEye,#VHMaleOrgans,VH_M_ciliary_body_R,Right ciliary body,FMA:58296,http://purl.org/sig/ont/fma/fma58296,mesh,3d-vh-m-eye-r
#VHMRightEye,#VHMaleOrgans,VH_M_ciliary_muscle_R,Right ciliary muscle,FMA:49152,http://purl.org/sig/ont/fma/fma49152,mesh,3d-vh-m-eye-r
#VHMRightEye,#VHMaleOrgans,VH_M_trabecular_meshwork_R,eye trabecular meshwork,UBERON:0005969,http://purl.obolibrary.org/obo/UBERON_0005969,mesh,3d-vh-m-eye-r
#VHMRightEye,#VHMaleOrgans,VH_M_iris_R,Right iris,FMA:58236,http://purl.org/sig/ont/fma/fma58236,mesh,3d-vh-m-eye-r
#VHMRightEye,#VHMaleOrgans,VH_M_bulbar_conjunctiva_R,Right bulbar conjunctiva,FMA:59028,http://purl.org/sig/ont/fma/fma59028,mesh,3d-vh-m-eye-r
#VHMRightEye,#VHMaleOrgans,VH_M_cornea_R,Right cornea,FMA:58239,http://purl.org/sig/ont/fma/fma58239,mesh,3d-vh-m-eye-r
#VHMRightEye,#VHMaleOrgans,VH_M_vitreous_humor_R,Humor of right vitreous body,FMA:261236,http://purl.org/sig/ont/fma/fma261236,mesh,3d-vh-m-eye-r
#VHMLeftEye,#VHMaleOrgans,VH_M_eye_L,left eye,UBERON:0004548,http://purl.obolibrary.org/obo/UBERON_0004548,organizational,3d-vh-m-eye-l
#VHMLeftEye,#VHMaleOrgans,VH_M_retina_L,Left retina,FMA:58303,http://purl.org/sig/ont/fma/fma58303,mesh,3d-vh-m-eye-l
#VHMLeftEye,#VHMaleOrgans,VH_M_fovea_L,Left fovea centralis,FMA:58663,http://purl.org/sig/ont/fma/fma58663,mesh,3d-vh-m-eye-l
#VHMLeftEye,#VHMaleOrgans,VH_M_macula_lutea_L,Left macula lutea,FMA:58639,http://purl.org/sig/ont/fma/fma58639,mesh,3d-vh-m-eye-l
#VHMLeftEye,#VHMaleOrgans,VH_M_optic_disc_L,Left optic disc,FMA:58636,http://purl.org/sig/ont/fma/fma58636,mesh,3d-vh-m-eye-l
-,-,VH_M_palpebral_conjunctiva_L,-,-,-,organizational,-
#VHMLeftEye,#VHMaleOrgans,VH_M_palpebral_conjunctiva_of_upper_eyelid_L,Palpebral conjunctiva of left upper eyelid,FMA:223078,http://purl.org/sig/ont/fma/fma223078,mesh,3d-vh-m-eye-l
#VHMLeftEye,#VHMaleOrgans,VH_M_palpebral_conjunctiva_of_lower_eyelid_L,Palpebral conjunctiva of left lower eyelid,FMA:223075,http://purl.org/sig/ont/fma/fma223075,mesh,3d-vh-m-eye-l
#VHMLeftEye,#VHMaleOrgans,VH_M_vitreous_humor_L,Humor of left vitreous body,FMA:261238,http://purl.org/sig/ont/fma/fma261238,mesh,3d-vh-m-eye-l
#VHMLeftEye,#VHMaleOrgans,VH_M_cornea_L,Left cornea,FMA:58240,http://purl.org/sig/ont/fma/fma58240,mesh,3d-vh-m-eye-l
#VHMLeftEye,#VHMaleOrgans,VH_M_bulbar_conjunctiva_L,Left bulbar conjunctiva,FMA:59029,http://purl.org/sig/ont/fma/fma59029,mesh,3d-vh-m-eye-l
#VHMLeftEye,#VHMaleOrgans,VH_M_iris_L,Left iris,FMA:58237,http://purl.org/sig/ont/fma/fma58237,mesh,3d-vh-m-eye-l
#VHMLeftEye,#VHMaleOrgans,VH_M_trabecular_meshwork_L,eye trabecular meshwork,UBERON:0005969,http://purl.obolibrary.org/obo/UBERON_0005969,mesh,3d-vh-m-eye-l
#VHMLeftEye,#VHMaleOrgans,VH_M_ciliary_body_L,Left ciliary body,FMA:58297,http://purl.org/sig/ont/fma/fma58297,mesh,3d-vh-m-eye-l
#VHMLeftEye,#VHMaleOrgans,VH_M_ciliary_muscle_L,Left ciliary muscle,FMA:49153,http://purl.org/sig/ont/fma/fma49153,mesh,3d-vh-m-eye-l
#VHMLeftEye,#VHMaleOrgans,VH_M_aqueous_humor_L,Aqueous humor of left eyeball,FMA:58821,http://purl.org/sig/ont/fma/fma58821,mesh,3d-vh-m-eye-l
#VHMLeftEye,#VHMaleOrgans,VH_M_schlemms_canal_L,Left scleral venous sinus,FMA:51875,http://purl.org/sig/ont/fma/fma51875,mesh,3d-vh-m-eye-l
#VHMLeftEye,#VHMaleOrgans,VH_M_lens_L,Left lens,FMA:58243,http://purl.org/sig/ont/fma/fma58243,mesh,3d-vh-m-eye-l
#VHMLeftEye,#VHMaleOrgans,VH_M_corneo_scleral_junction_L,Left corneoscleral junction,FMA:58344,http://purl.org/sig/ont/fma/fma58344,mesh,3d-vh-m-eye-l
#VHMLeftEye,#VHMaleOrgans,VH_M_ora_serrata_of_retina_L,Left ora serrata,FMA:58602,http://purl.org/sig/ont/fma/fma58602,mesh,3d-vh-m-eye-l
#VHMLeftEye,#VHMaleOrgans,VH_M_suspensory_ligament_of_lens_L,Suspensory ligament of left lens,FMA:58840,http://purl.org/sig/ont/fma/fma58840,mesh,3d-vh-m-eye-l
#VHMLeftEye,#VHMaleOrgans,VH_M_ciliary_processes_L,ciliary processes,UBERON:0010427,http://purl.obolibrary.org/obo/UBERON_0010427,mesh,3d-vh-m-eye-l
#VHMLeftEye,#VHMaleOrgans,VH_M_pupil_L,left pupil,UBERON:0010223,http://purl.obolibrary.org/obo/UBERON_0010223,mesh,3d-vh-m-eye-l
#VHMLeftEye,#VHMaleOrgans,VH_M_optic_choroid_L,Left choroid,FMA:58300,http://purl.org/sig/ont/fma/fma58300,mesh,3d-vh-m-eye-l
#VHMLeftEye,#VHMaleOrgans,VH_M_sclera_L,Left sclera,FMA:58272,http://purl.org/sig/ont/fma/fma58272,mesh,3d-vh-m-eye-l
-,#VHMaleOrgans,VH_M_muscular_system,muscle organ,UBERON:0001630,http://purl.obolibrary.org/obo/UBERON_0001630,organizational,3d-vh-m-united
