node_name,OntologyID,label
VH_F_intervertebral_disk_of_twelfth_thoracic_vertebra,FMA:13509,intervertebral disk of twelfth thoracic vertebra
VH_F_nucleus_pulposus_of_intervertebral_disk_of_lumbar_vertebra,FMA:16062,nucleus pulposus of intervertebral disk of lumbar vertebra
VH_F_nucleus_pulposus_of_intervertebral_disk_of_first_lumbar_vertebra,FMA:16063,nucleus pulposus of intervertebral disk of first lumbar vertebra
VH_F_nucleus_pulposus_of_intervertebral_disk_of_second_lumbar_vertebra,FMA:16064,nucleus pulposus of intervertebral disk of second lumbar vertebra
VH_F_nucleus_pulposus_of_intervertebral_disk_of_third_lumbar_vertebra,FMA:16065,nucleus pulposus of intervertebral disk of third lumbar vertebra
VH_F_nucleus_pulposus_of_intervertebral_disk_of_fourth_lumbar_vertebra,FMA:16066,nucleus pulposus of intervertebral disk of fourth lumbar vertebra
VH_F_nucleus_pulposus_of_intervertebral_disk_of_fifth_lumbar_vertebra,FMA:16067,nucleus pulposus of intervertebral disk of fifth lumbar vertebra
VH_F_intervertebral_disk_of_lumbar_vertebra,UBERON:0007255,intervertebral disk of lumbar vertebra
VH_F_intervertebral_disk_of_first_lumbar_vertebra,FMA:16033,intervertebral disk of first lumbar vertebra
VH_F_intervertebral_disk_of_second_lumbar_vertebra,FMA:16034,intervertebral disk of second lumbar vertebra
VH_F_intervertebral_disk_of_third_lumbar_vertebra,FMA:16035,intervertebral disk of third lumbar vertebra
VH_F_intervertebral_disk_of_fourth_lumbar_vertebra,FMA:16036,intervertebral disk of fourth lumbar vertebra
VH_F_intervertebral_disk_of_fifth_lumbar_vertebra,FMA:16037,intervertebral disk of fifth lumbar vertebra
