node_name,OntologyID,label
VH_F_intervertebral_joint,UBERON:0001468,intervertebral joint
VH_F_intervertebral_disk,UBERON:0001066,intervertebral disk
VH_F_intervertebral_disk_of_cervical_vertebra,UBERON:0007252,intervertebral disk of cervical vertebra
VH_F_intervertebral_disk_of_axis,UBERON:0007265,intervertebral disk of axis
VH_F_intervertebral_disk_of_third_cervical_vertebra,UBERON:0007260,intervertebral disk of third cervical vertebra
VH_F_intervertebral_disk_of_fourth_cervical_vertebra,UBERON:0007261,intervertebral disk of fourth cervical vertebra
VH_F_intervertebral_disk_of_fifth_cervical_vertebra,UBERON:0007262,intervertebral disk of fifth cervical vertebra
VH_F_intervertebral_disk_of_sixth_cervical_vertebra,UBERON:0007263,intervertebral disk of sixth cervical vertebra
VH_F_intervertebral_disk_of_seventh_cervical_vertebra,UBERON:0007264,intervertebral disk of seventh cervical vertebra
VH_F_nucleus_pulposus_of_intervertebral_disk_of_cervical_vertebra,FMA:13554,nucleus pulposus of intervertebral disk of cervical vertebra
VH_F_nucleus_pulposus_of_intervertebral_disk_of_axis,FMA:24926,nucleus pulposus of intervertebral disk of axis
VH_F_nucleus_pulposus_of_intervertebral_disk_of_third_cervical_vertebra,FMA:24927,nucleus pulposus of intervertebral disk of third cervical vertebra
VH_F_nucleus_pulposus_of_intervertebral_disk_of_fourth_cervical_vertebra,FMA:24928,nucleus pulposus of intervertebral disk of fourth cervical vertebra
VH_F_nucleus_pulposus_of_intervertebral_disk_of_fifth_cervical_vertebra,FMA:24929,nucleus pulposus of intervertebral disk of fifth cervical vertebra
VH_F_nucleus_pulposus_of_intervertebral_disk_of_sixth_cervical_vertebra,FMA:24930,nucleus pulposus of intervertebral disk of sixth cervical vertebra
VH_F_nucleus_pulposus_of_intervertebral_disk_of_seventh_cervical_vertebra,FMA:24931,nucleus pulposus of intervertebral disk of seventh cervical vertebra
VH_F_nucleus_pulposus_of_intervertebral_disk_of_thoracic_vertebra,FMA:10456,nucleus pulposus of intervertebral disk of thoracic vertebra
VH_F_nucleus_pulposus_of_intervertebral_disk_of_first_thoracic_vertebra,FMA:10459,nucleus pulposus of intervertebral disk of first thoracic vertebra
VH_F_nucleus_pulposus_of_intervertebral_disk_of_second_thoracic_vertebra,FMA:13497,nucleus pulposus of intervertebral disk of second thoracic vertebra
VH_F_nucleus_pulposus_of_intervertebral_disk_of_third_thoracic_vertebra,FMA:13510,nucleus pulposus of intervertebral disk of third thoracic vertebra
VH_F_nucleus_pulposus_of_intervertebral_disk_of_fourth_thoracic_vertebra,FMA:13511,nucleus pulposus of intervertebral disk of fourth thoracic vertebra
VH_F_nucleus_pulposus_of_intervertebral_disk_of_fifth_thoracic_vertebra,FMA:13512,nucleus pulposus of intervertebral disk of fifth thoracic vertebra
VH_F_nucleus_pulposus_of_intervertebral_disk_of_sixth_thoracic_vertebra,FMA:13513,nucleus pulposus of intervertebral disk of sixth thoracic vertebra
VH_F_nucleus_pulposus_of_intervertebral_disk_of_seventh_thoracic_vertebra,FMA:13514,nucleus pulposus of intervertebral disk of seventh thoracic vertebra
VH_F_nucleus_pulposus_of_intervertebral_disk_of_eighth_thoracic_vertebra,FMA:13515,nucleus pulposus of intervertebral disk of eighth thoracic vertebra
VH_F_nucleus_pulposus_of_intervertebral_disk_of_ninth_thoracic_vertebra,FMA:13516,nucleus pulposus of intervertebral disk of ninth thoracic vertebra
VH_F_nucleus_pulposus_of_intervertebral_disk_of_tenth_thoracic_vertebra,FMA:13517,nucleus pulposus of intervertebral disk of tenth thoracic vertebra
VH_F_nucleus_pulposus_of_intervertebral_disk_of_eleventh_thoracic_vertebra,FMA:13518,nucleus pulposus of intervertebral disk of eleventh thoracic vertebra
VH_F_nucleus_pulposus_of_intervertebral_disk_of_twelfth_thoracic_vertebra,FMA:13519,nucleus pulposus of intervertebral disk of twelfth thoracic vertebra
VH_F_intervertebral_disk_of_thoracic_vertebra,UBERON:0007254,intervertebral disk of thoracic vertebra
VH_F_intervertebral_disk_of_first_thoracic_vertebra,FMA:10458,intervertebral disk of first thoracic vertebra
VH_F_intervertebral_disk_of_second_thoracic_vertebra,FMA:13495,intervertebral disk of second thoracic vertebra
VH_F_intervertebral_disk_of_third_thoracic_vertebra,FMA:13500,intervertebral disk of third thoracic vertebra
VH_F_intervertebral_disk_of_fourth_thoracic_vertebra,FMA:13501,intervertebral disk of fourth thoracic vertebra
VH_F_intervertebral_disk_of_fifth_thoracic_vertebra,FMA:13502,intervertebral disk of fifth thoracic vertebra
VH_F_intervertebral_disk_of_sixth_thoracic_vertebra,FMA:13503,intervertebral disk of sixth thoracic vertebra
VH_F_intervertebral_disk_of_seventh_thoracic_vertebra,FMA:13504,intervertebral disk of seventh thoracic vertebra
VH_F_intervertebral_disk_of_eighth_thoracic_vertebra,FMA:13505,intervertebral disk of eighth thoracic vertebra
VH_F_intervertebral_disk_of_ninth_thoracic_vertebra,FMA:13506,intervertebral disk of ninth thoracic vertebra
VH_F_intervertebral_disk_of_tenth_thoracic_vertebra,FMA:13507,intervertebral disk of tenth thoracic vertebra
VH_F_intervertebral_disk_of_eleventh_thoracic_vertebra,FMA:13508,intervertebral disk of eleventh thoracic vertebra
